Sector: Power,
Date: 09-Nov-2025,
Note:- Statement: 1 = Standalone and 2 = Consolidated,
Generated by and for: signshailesh@gmail.com,

Stock Name,Symbol,Industry,Market Cap(Rs. Cr.),Exchange,LTP,Chg%,TTM Statement,Period Ending,Total Debt(Rs. Cr.),Enterprise Value(Rs. Cr.),TTM Ending (Results),Net Sales (Rs. Cr.),Profit After Tax (Rs. Cr.),TTM Ending (Valuation),Price Earning Ratio(TTM),"PEG Ratio ",Price To Book Value(TTM),Statement,Year Ending,Debt Equity Ratio,Return On Equity(%),Return On Capital Employed(%),Symbol with Comma for External Upload
KPI Green Energy Ltd.,KPIGREEN,Power Generation/Distribution,9934.15,NSE,503.20,-1.48,2,2025-09,2141.08,11246.16,2025-09,2265.01,417.29,2025-09,25.04,0.21,3.75,2,2025-03,0.47,20.1,19.95,"KPIGREEN,"
GMR Power and Urban Infra Ltd.,GMRP&UI,Power Generation/Distribution,8517.27,NSE,119.06,-0.13,2,2025-03,10238.3,17769.22,2025-06,6381.42,429.35,2025-06,46.14,,15.44,2,2025-03,17.44,0,30.76,"GMRP&UI,"
Reliance Infrastructure Ltd.,RELINFRA,Power Generation/Distribution,7144.92,NSE,175.89,-5.00,2,2025-03,6292.61,10577.04,2025-06,22306.87,8853.29,2025-06,1.37,0.04,-0.45,2,2025-03,-0.39,0,0,"RELINFRA,"
RattanIndia Power Ltd.,RTNPOWER,Power Generation/Distribution,5574.17,NSE,10.38,-1.14,2,2025-09,3779.08,8657.97,2025-09,3145.25,85.61,2025-09,65.11,4.1,1.23,2,2025-03,0.77,4.96,8.74,"RTNPOWER,"
PTC India Ltd.,PTC,Power Generation/Distribution,4900.42,NSE,165.52,0.76,2,2025-03,2957.24,4583.66,2025-06,15564.24,943.34,2025-06,5.32,0.42,0.81,2,2025-03,0.51,15.6,16.17,"PTC,"
Ravindra Energy Ltd.,RELTD,Power Generation/Distribution,2890.8,NSE,161.30,-0.30,2,2025-09,385.53,3212.98,2025-09,495.11,70.7,2025-09,42.11,15.31,7.35,2,2025-03,0.56,9.64,9.06,"RELTD,"
Gujarat Industries Power Company Ltd.,GIPCL,Power Generation/Distribution,2718.61,NSE,175.15,-0.48,1,2025-03,1815.63,4065.23,2025-06,1307.82,201.12,2025-06,13.52,-4.3,0.76,1,2025-03,0.52,6.19,6.73,"GIPCL,"
BF Utilities Ltd.,BFUTILITIE,Power Generation/Distribution,2565.92,NSE,679.55,-0.55,1,2025-03,10.5,2541.44,2025-06,18.9,4.91,2025-06,523.02,17.73,15.03,2,2024-03,23.42,0,38.96,"BFUTILITIE,"
Orient Green Power Company Ltd.,GREENPOWER,Power Generation/Distribution,1625.82,NSE,13.86,0.51,2,2025-09,469.88,1937.43,2025-09,294.36,72.21,2025-09,22.78,2.12,1.37,2,2025-03,0.5,3.75,6.91,"GREENPOWER,"
India Power Corporation Ltd.,DPSCLTD,Power Generation/Distribution,1112.07,NSE,11.42,-1.13,2,2025-09,92.26,1173.19,2025-09,657.39,7.7,2025-09,146.13,-12.47,1.35,2,2024-03,0.39,3.24,6.58,"DPSCLTD,"
Urja Global Ltd.,URJA,Power Generation/Distribution,698.74,NSE,12.52,-0.16,2,2025-09,9.53,707.84,2025-09,71.88,2.72,2025-09,322.44,125.95,3.92,2,2025-03,0.05,0.79,1.47,"URJA,"
GVK Power & Infrastructure Ltd.,GVKPIL,Power Generation/Distribution,517.98,NSE,3.29,0.92,2,2025-03,3370.46,3215.59,2025-06,658.74,-784.57,2025-06,0,0,-0.26,2,2025-03,-5.46,0,34.85,"GVKPIL,"
Surana Telecom And Power Ltd.,SURANAT&P,Power Generation/Distribution,290.8,NSE,21.32,1.96,2,2025-03,6.43,292.48,2025-06,15.69,24.05,2025-06,11.65,0.42,1.85,2,2025-03,0.04,16.3,19.78,"SURANAT&P,"
Indowind Energy Ltd.,INDOWIND,Power Generation/Distribution,195.65,NSE,15.19,0.13,2,2025-03,7.03,200.97,2025-06,37.63,2.16,2025-06,100.38,5.63,0.7,2,2025-03,0.03,0.49,2,"INDOWIND,"
Globus Power Generation Ltd.,GLOBUSCON,Power Generation/Distribution,153.37,BSE,15.50,0.13,1,2025-03,0,153.34,2025-06,0,3.66,2025-06,41.86,6.76,18.93,1,2025-03,0,52.7,52.74,"GLOBUSCON,"
Energy Development Company Ltd.,ENERGYDEV,Power Generation/Distribution,90.87,NSE,19.11,-0.83,2,2025-03,146.45,221.36,2025-06,36.27,-95.16,2025-06,0,0,16.33,2,2024-03,1.52,-2.12,2.97,"ENERGYDEV,"
WAA Solar Ltd.,WAA,Power Generation/Distribution,83.58,BSE,63.00,-0.08,1,2025-03,142.25,187.73,2025-03,27.65,1.22,2025-03,68.56,-7.7,0.46,2,2025-03,0.76,2.12,3.21,"WAA,"
Karma Energy Ltd.,KARMAENG,Power Generation/Distribution,63.44,NSE,53.36,-2.13,1,2025-03,1.04,63.9,2025-06,9.36,1.23,2025-06,51.45,1.03,1.56,1,2025-03,0.03,3.98,4.31,"KARMAENG,"
Sungarner Energies Ltd.,SEL,Power Generation/Distribution,54.95,NSE,237.00,-2.37,1,2025-03,14.39,68.88,2025-03,27.86,1.34,2025-03,40.87,,5.04,2,2025-03,1.28,15.91,18.02,"SEL,"
Sri KPR Industries Ltd.,SRIKPRIND,Power Generation/Distribution,46.86,BSE,23.26,-2.84,2,2025-06,,44.87,2025-06,12.15,2.69,2025-06,17.45,10.84,0.5,2,2025-03,0,5.05,6.29,"SRIKPRIND,"
Gita Renewable Energy Ltd.,GITARENEW,Power Generation/Distribution,41.58,BSE,98.80,-0.30,1,2025-03,0,41.44,2025-06,0.14,-0.31,2025-06,0,0,3.19,1,2025-03,0,-2.95,-2.93,"GITARENEW,"
KKV Agro Powers Ltd.,KKVAPOW,Power Generation/Distribution,33.53,NSE,537.75,,1,2025-03,8.68,41.47,2025-03,962.14,1.69,2025-03,19.86,-1.94,1.53,1,2025-03,0.38,8,10.84,"KKVAPOW,"
Veer Energy & Infrastructure Ltd.,VEERENRGY,Power Generation/Distribution,23.63,BSE,15.98,1.20,1,2025-03,0,23.47,2025-06,9.94,0.26,2025-06,92.65,-2.62,0.37,1,2025-03,0,0.29,0.39,"VEERENRGY,"
Amalgamated Electricity Company Ltd.,AMALGAM,Power Generation/Distribution,22.46,BSE,80.90,5.00,1,2025-03,,22.46,2025-06,0,-0.15,2025-06,0,0,-50.31,1,2024-03,0,0,0,"AMALGAM,"
