Sector: Paper,
Date: 09-Nov-2025,
Note:- Statement: 1 = Standalone and 2 = Consolidated,
Generated by and for: signshailesh@gmail.com,

Stock Name,Symbol,Industry,Market Cap(Rs. Cr.),Exchange,LTP,Chg%,TTM Statement,Period Ending,Total Debt(Rs. Cr.),Enterprise Value(Rs. Cr.),TTM Ending (Results),Net Sales (Rs. Cr.),Profit After Tax (Rs. Cr.),TTM Ending (Valuation),Price Earning Ratio(TTM),"PEG Ratio ",Price To Book Value(TTM),Statement,Year Ending,Debt Equity Ratio,Return On Equity(%),Return On Capital Employed(%),Symbol with Comma for External Upload
Satia Industries Ltd.,SATIA,Paper & Paper Products,746.2,NSE,74.76,-0.86,1,2025-03,226.72,892.78,2025-06,1483.54,99.16,2025-06,7.52,1.43,0.69,1,2025-03,0.22,11.98,10.53,"SATIA,"
Pakka Ltd.,PAKKA,Paper & Paper Products,598.48,NSE,133.50,-1.58,2,2025-09,297.85,871.11,2024-12,408.46,42.39,2025-03,15.95,,1.41,2,2025-03,0.48,11.13,10.74,"PAKKA,"
Emami Paper Mills Ltd.,EMAMIPAP,Paper & Paper Products,580.91,NSE,96.25,-0.91,1,2025-09,590.4,1170.3,2025-09,1839.63,18.51,2025-09,31.38,-2.43,1,1,2025-03,1.14,4.99,6.69,"EMAMIPAP,"
Orient Paper & Industries Ltd.,ORIENTPPR,Paper & Paper Products,526.64,NSE,24.79,-0.88,1,2025-03,397.02,921.96,2025-06,895.84,-14.25,2025-06,0,,0.34,1,2025-03,0.26,-3.47,-2.92,"ORIENTPPR,"
Shree Rama Newsprint Ltd.,RAMANEWS,Paper & Paper Products,417.63,NSE,28.16,-1.19,1,2025-03,360.71,778.18,2025-06,41.93,-29.4,2025-06,0,,-18.81,1,2025-03,-25.59,-73.29,1.87,"RAMANEWS,"
Genus Paper & Boards Ltd.,GENUSPAPER,Paper & Paper Products,394.69,NSE,15.24,-4.45,2,2025-03,398.63,763.58,2025-06,907.84,2.84,2025-06,138.78,,0.8,2,2025-03,0.77,0.61,4.95,"GENUSPAPER,"
B&B Triplewall Containers Ltd.,BBTCL,Paper & Paper Products,393.92,NSE,191.85,-0.35,2,2025-03,228.55,621.22,2025-06,537.77,-6.86,2025-06,0,,3.48,2,2025-03,2.05,-5.29,3.03,"BBTCL,"
Ruchira Papers Ltd.,RUCHIRA,Paper & Paper Products,389.63,NSE,130.53,-0.24,1,2025-03,85.72,474.05,2025-06,663.53,69.53,2025-06,5.6,0.28,0.81,1,2025-03,0.18,15.29,18.71,"RUCHIRA,"
Subam Papers Ltd.,SUBAM,Paper & Paper Products,351.23,BSE,150.10,2.18,1,2025-03,164.42,478.82,2025-03,448.13,25.56,2025-03,13.74,,1.13,2,2025-03,0.51,10.34,13.09,"SUBAM,"
Shreyans Industries Ltd.,SHREYANIND,Paper & Paper Products,299.37,NSE,217.58,-1.02,1,2025-03,42.76,336.19,2025-06,634.84,53.9,2025-06,5.55,0.58,0.67,1,2025-03,0.1,12.5,16.26,"SHREYANIND,"
Nikita Greentech Recycling Ltd.,NIKITA,Paper & Paper Products,283.93,NSE,115.10,-3.36,1,2025-03,222.59,503.86,2025-03,364.42,23.02,2025-03,12.33,,1.65,1,2025-03,2.14,24.86,16.57,"NIKITA,"
Star Paper Mills Ltd.,STARPAPER,Paper & Paper Products,254.73,NSE,163.83,0.89,1,2025-03,0.68,224.97,2025-06,423.64,40.05,2025-06,6.36,3.18,0.37,1,2025-03,0,6.2,8.18,"STARPAPER,"
Worth Peripherals Ltd.,WORTHPERI,Paper & Paper Products,246.03,NSE,154.75,-2.98,2,2025-09,18.05,208.06,2025-09,292.91,19.8,2025-09,14.4,7.31,1.35,2,2024-03,0.06,10.79,15.04,"WORTHPERI,"
Shree Ajit Pulp & Paper Ltd.,SAPPL,Paper & Paper Products,228.74,BSE,251.00,,2,2025-03,285.3,498.19,2025-06,564.38,14.84,2025-06,15.42,-1.19,0.9,2,2024-03,1,3.79,4.5,"SAPPL,"
Aaradhya Disposal Industries Ltd.,AARADHYA,Paper & Paper Products,198.78,NSE,140.60,-3.76,1,2025-03,39.66,238.37,,,,2025-03,19.35,,2.67,1,2025-03,1.35,44.53,27.21,"AARADHYA,"
Magnum Ventures Ltd.,MAGNUM,Paper & Paper Products,164.43,NSE,24.98,1.46,1,2025-03,170.58,318.17,2025-06,421.45,4.37,2025-06,37.59,-1.35,0.97,1,2025-03,0.91,5.82,9.3,"MAGNUM,"
South India Paper Mills Ltd.,STHINPA,Paper & Paper Products,148.61,BSE,79.00,-1.25,1,2025-09,171.57,317.97,2025-09,396.17,-1.79,2025-09,0,,0.69,1,2025-03,0.83,-4.47,1.79,"STHINPA,"
Nath Industries Ltd.,NATHIND,Paper & Paper Products,136.32,BSE,71.75,-0.07,1,2025-03,124.12,260.31,2025-06,454.12,13.16,2025-06,10.36,-0.88,0.53,1,2025-03,0.49,3.9,6.7,"NATHIND,"
Shree Krishna Paper Mills & Industries Ltd.,SKPMIL,Paper & Paper Products,112.43,BSE,83.15,-1.99,1,2025-03,32.08,142.75,2025-06,187.97,2.24,2025-06,50.15,3.11,3.18,1,2024-03,0.79,1.17,6.89,"SKPMIL,"
Ganga Papers India Ltd.,GANGAPA,Paper & Paper Products,94.46,BSE,87.55,,1,2025-03,35.48,128.99,2025-06,254.32,1.56,2025-06,60.7,-16.96,3.05,1,2025-03,1.16,5.2,6.45,"GANGAPA,"
Balkrishna Paper Mills Ltd.,BALKRISHNA,Paper & Paper Products,72.08,NSE,22.48,-0.84,1,2025-03,160,231.09,2025-06,3.44,-6.01,2025-06,0,0,-0.42,1,2025-03,-0.95,0,0,"BALKRISHNA,"
Saffron Industries Ltd.,SAFFRON,Paper & Paper Products,67.71,BSE,94.23,-4.99,1,2025-09,2.55,69.63,2025-09,9.77,3.49,2025-09,19.42,0.34,-6.87,1,2024-03,-1.35,0,-27.48,"SAFFRON,"
Three M Paper Boards Ltd.,THREEMPAPE,Paper & Paper Products,67.33,BSE,35.00,,1,2025-03,62.38,129.58,2025-03,265.53,9.99,2025-03,6.74,,0.65,1,2025-03,0.6,12.14,12.17,"THREEMPAPE,"
Malu Paper Mills Ltd.,MALUPAPER,Paper & Paper Products,64.14,NSE,37.60,-0.69,1,2025-03,145.23,206.71,2025-06,315.21,-16.31,2025-06,0,,-5.4,1,2025-03,-25.38,-2254.33,-4.11,"MALUPAPER,"
Perfectpac Ltd.,PERFEPA,Paper & Paper Products,62.16,BSE,91.85,-5.21,1,2025-09,0.72,62.34,2025-09,116.55,3.78,2025-09,16.46,4.26,1.58,1,2025-03,0.02,8.69,11.93,"PERFEPA,"
Superior Industrial Enterprises Ltd.,SIEL,Paper & Paper Products,61.44,BSE,44.40,4.42,2,2025-03,9.19,66.38,2025-06,42.56,1.8,2025-06,8.25,2.86,0.42,2,2025-03,0.06,6.54,6.7,"SIEL,"
Kay Power and Paper Ltd.,KAYPOWR,Paper & Paper Products,49.13,BSE,14.24,-0.56,2,2025-03,0.84,49.71,2025-03,40.44,1.13,2025-03,43.67,,0.63,2,2025-03,0.02,2.88,2.2,"KAYPOWR,"
Mohit Paper Mills Ltd.,MOHITPPR,Paper & Paper Products,46.2,BSE,33.00,-0.75,1,2025-03,79.45,120.24,2025-06,184.79,6.3,2025-06,7.33,0.56,0.88,1,2024-03,1.81,15.63,12.19,"MOHITPPR,"
Astron Paper & Board Mill Ltd.,ASTRON,Paper & Paper Products,44.22,NSE,9.50,-2.06,2,2025-03,77.99,121.93,2025-06,39.08,-52.46,2025-06,0,,0.51,2,2025-03,0.85,-47.38,-20.23,"ASTRON,"
Shreenath Paper Products Ltd.,SHREENATH,Paper & Paper Products,42.26,BSE,21.50,3.37,1,2025-03,30.18,53.64,2025-03,102.58,2.89,2025-03,14.63,,0.95,1,2025-03,0.68,9.09,11.74,"SHREENATH,"
BJ Duplex Boards Ltd.,BJDUP,Paper & Paper Products,35.75,BSE,18.79,,1,2025-03,1.32,37.07,2025-06,0,-0.23,2025-06,0,,-83.81,1,2024-03,-0.74,0,0,"BJDUP,"
Abril Paper Tech Ltd.,ABRIL,Paper & Paper Products,34.48,BSE,43.20,0.75,1,2025-03,1.07,33.3,,,,2025-03,24.4,,1.44,1,2025-03,0.1,17.49,20.01,"ABRIL,"
Cella Space Ltd.,CELLA,Paper & Paper Products,31.34,BSE,15.55,-0.19,1,2025-09,9.98,22.04,2025-09,2.32,2.52,2025-09,12.45,0.59,0.98,1,2025-03,0.3,1041.18,144.16,"CELLA,"
Sangal Papers Ltd.,SANPA,Paper & Paper Products,26.81,BSE,205.10,-0.05,1,2025-03,26.85,52.71,2025-06,185.23,2.96,2025-06,9.05,0.97,0.6,1,2025-03,0.61,6.65,9.52,"SANPA,"
Vapi Enterprise Ltd.,VAPIENTER,Paper & Paper Products,26.04,BSE,114.15,,1,2025-09,0.47,-8.15,2025-09,2.38,1.53,2025-09,17.04,1.06,0.72,1,2025-03,0.01,3.76,4.94,"VAPIENTER,"
Aten Papers & Foam Ltd.,ATENPAPERS,Paper & Paper Products,23.23,BSE,22.55,-1.96,1,2024-03,15.67,38.53,,,,2024-03,8.35,,,1,2024-03,2.23,49.3,23.24,"ATENPAPERS,"
Mahip Industries Ltd.,MAHIP,Paper & Paper Products,22.93,BSE,11.92,4.93,1,2025-03,7.05,29.92,2025-03,6.23,0.08,2025-03,283.14,21.43,-2.26,1,2025-03,-0.69,0,0,"MAHIP,"
Shree Karthik Papers Ltd.,SHKARTP,Paper & Paper Products,16.91,BSE,8.93,-0.22,1,2025-09,23.11,39.94,2025-09,60.22,0.09,2025-09,179.92,2.79,5.63,1,2025-03,7.93,11.04,3.67,"SHKARTP,"
Agio Paper & Industries Ltd.,AGIOPAPER,Paper & Paper Products,11.22,BSE,6.96,4.98,1,2025-03,15.16,26.26,2025-06,0,-1.61,2025-06,0,0,11.48,1,2025-03,10.55,-71,-3.23,"AGIOPAPER,"
Rama Paper Mills Ltd.,RAMAPPR-B,Paper & Paper Products,10.52,BSE,10.89,-1.09,1,2024-09,45.35,50.57,2024-12,22.73,-15.49,2024-12,0,,-0.28,1,2024-03,-2.49,0,-53.85,"RAMAPPR-B,"
Gratex Industries Ltd.,GRATEXI,Paper & Paper Products,5.77,BSE,19.00,-5.00,1,2025-03,0.05,5.82,2025-06,3.65,0.08,2025-06,73.92,-4.9,1.57,1,2025-03,0.02,2,3.23,"GRATEXI,"
Coral Newsprints Ltd.,CORNE,Paper & Paper Products,5.4,BSE,10.68,-11.07,1,2025-03,1.99,7.3,2025-09,0,-0.7,2025-09,0,0,-0.59,1,2024-03,-0.25,0,0,"CORNE,"
Tridev InfraEstates Ltd.,ASHUTPM,Paper & Paper Products,4.76,BSE,7.30,1.53,1,2025-03,,4.76,2025-06,0.14,0.04,2025-06,122.14,-3.91,1.44,1,2024-03,0,19.43,2.71,"ASHUTPM,"
Gujarat Winding Systems Ltd.,GUJWIND,Paper & Paper Products,3.28,BSE,6.75,-7.41,1,2025-03,,3.2,2025-06,0,-0.26,2025-06,0,0,0.84,1,2024-03,0,0.04,0.06,"GUJWIND,"
Bio Green Papers Ltd. - (Rights Entitlements (REs)),BGPL-RE,Paper & Paper Products,0,BSE,42.04,,1,,,0,,,,-0,,,,1,-0,,,,"BGPL-RE,"
