Sector: Retailing,
Date: 09-Nov-2025,
Note:- Statement: 1 = Standalone and 2 = Consolidated,
Generated by and for: signshailesh@gmail.com,

Stock Name,Symbol,Industry,Market Cap(Rs. Cr.),Exchange,LTP,Chg%,TTM Statement,Period Ending,Total Debt(Rs. Cr.),Enterprise Value(Rs. Cr.),TTM Ending (Results),Net Sales (Rs. Cr.),Profit After Tax (Rs. Cr.),TTM Ending (Valuation),Price Earning Ratio(TTM),"PEG Ratio ",Price To Book Value(TTM),Statement,Year Ending,Debt Equity Ratio,Return On Equity(%),Return On Capital Employed(%),Symbol with Comma for External Upload
V2 Retail Ltd.,V2RETAIL,Retailing,8152.75,NSE,2236.20,-3.99,2,2025-03,115.58,8258.93,2025-06,2101.68,80.36,2025-06,101.46,1.23,10.57,2,2025-03,0.33,23.2,40.62,"V2RETAIL,"
Ethos Ltd.,ETHOSLTD,Retailing,7635.44,NSE,2851.10,-2.93,2,2025-09,0.15,6840.85,2025-09,1410.96,98.98,2025-09,80.74,,5.41,2,2025-03,0,10.32,16.81,"ETHOSLTD,"
Redtape Ltd.,REDTAPE,Footwear,7421.44,NSE,134.49,-1.34,2,2025-03,365.93,7772.8,2025-06,2049.92,178.21,2025-06,41.64,,8.97,2,2025-03,0.46,23.66,29.25,"REDTAPE,"
Aditya Vision Ltd.,AVL,Retailing,7094.2,NSE,549.90,2.43,1,2025-09,201.29,7193.01,2025-09,2392.87,108.08,2025-09,65.64,1.32,11.06,1,2025-03,0.49,20.09,23.72,"AVL,"
Arvind Fashions Ltd.,ARVINDFASN,Retailing,6899.94,NSE,516.05,-1.71,2,2025-09,440.48,7291.82,2025-09,4916.64,57.21,2025-09,0,0,6.95,2,2025-03,0.42,3.58,28.04,"ARVINDFASN,"
V-Mart Retail Ltd.,VMART,Retailing,6491.09,NSE,817.65,-0.27,1,2025-03,148.96,6600.63,2025-06,3353,67.23,2025-06,96.55,-6.02,7.36,1,2025-03,0.19,5.99,20.64,"VMART,"
Electronics Mart India Ltd.,EMIL,Retailing,5428.81,NSE,140.94,0.11,2,2025-03,983.99,6382.26,2025-06,6729.28,109.18,2025-06,49.72,,3.5,2,2025-03,0.64,11.04,14.49,"EMIL,"
Shoppers Stop Ltd.,SHOPERSTOP,Retailing,5203.35,NSE,472.65,-0.49,2,2025-09,342.26,5535.55,2025-09,4861.17,18.37,2025-09,283.25,17.85,18.09,2,2025-03,1.11,3.64,51.41,"SHOPERSTOP,"
Vaibhav Global Ltd.,VAIBHAVGBL,Retailing,4441.35,NSE,265.85,-0.04,2,2025-09,121.7,4425.93,2025-09,3518.19,183.09,2025-09,24.26,-5.75,3.07,2,2025-03,0.08,11.85,15.21,"VAIBHAVGBL,"
Go Fashion (India) Ltd.,GOCOLORS,Retailing,3377.45,NSE,625.80,-2.51,1,2025-09,,3187.52,2025-09,866.54,88.28,2025-09,38.26,,4.56,1,2025-03,0,14.37,26.48,"GOCOLORS,"
Sai Silks (Kalamandir) Ltd.,KALAMANDIR,Retailing,2664.74,NSE,173.42,-0.22,1,2025-09,25.19,2419.63,2025-09,1670.75,129.67,2025-09,20.55,,2.24,1,2025-03,0.15,7.78,14.48,"KALAMANDIR,"
Baazar Style Retail Ltd.,STYLEBAAZA,Retailing,2475.8,NSE,332.85,3.08,2,2025-03,166.46,2620.13,2025-06,1445.78,17.14,2025-06,144.45,,6.1,2,2025-03,0.41,4.74,18.85,"STYLEBAAZA,"
PNGS Gargi Fashion Jewellery Ltd.,GARGI,Retailing,1097.71,BSE,1052.95,4.00,1,2025-09,,1028.75,2025-09,132.69,28.84,2025-09,38.06,,8.7,1,2025-03,0,44.76,59.81,"GARGI,"
Patel Retail Ltd.,PATELRMART,Retailing,719.78,NSE,215.44,-0.49,1,2025-03,180.54,887.93,,,,2025-03,28.47,,1.88,1,2025-03,1.34,22.08,17.46,"PATELRMART,"
Liberty Shoes Ltd.,LIBERTSHOE,Footwear,534.2,NSE,313.35,1.62,1,2025-09,92.84,623.08,2025-09,694.78,13.28,2025-09,40.22,2.83,2.34,1,2025-03,0.33,6.28,11.81,"LIBERTSHOE,"
Mirza International Ltd.,MIRZAINT,Footwear,522.54,NSE,37.71,2.95,2,2025-09,22.78,533.18,2025-09,542.79,9.87,2025-09,52.92,,0.9,2,2025-03,0.08,-0.59,1.18,"MIRZAINT,"
Sreeleathers Ltd.,SREEL,Footwear,520.99,NSE,226.11,1.96,1,2025-03,0,513.12,2025-06,221.04,20.9,2025-06,24.93,-5.27,1.12,1,2025-03,0,5.13,7.35,"SREEL,"
Purple United Sales Ltd.,PURPLEUTED,Retailing,510.76,NSE,531.50,-2.00,1,2025-03,40.97,550.94,2025-03,103.13,10.47,2025-03,48.76,,8.44,1,2025-03,0.68,26.9,26.21,"PURPLEUTED,"
Brand Concepts Ltd.,BCONCEPTS,Retailing,471.32,NSE,371.95,3.42,2,2025-09,147.07,608.89,2025-09,308.53,2.96,2025-09,159.17,,6.12,2,2025-03,1.46,8.43,14.06,"BCONCEPTS,"
Khadim India Ltd.,KHADIM,Footwear,442.18,NSE,239.26,0.44,2,2025-09,121.21,551.4,2025-09,451.28,9.13,2025-09,96.06,5.76,2.67,2,2025-03,0.46,7.91,14.09,"KHADIM,"
Lehar Footwears Ltd.,LEHAR,Footwear,434.54,BSE,246.20,4.59,1,2025-03,63.86,492.13,2025-06,356.21,15.76,2025-06,27.57,0.16,4.72,1,2025-03,0.75,13.62,14.83,"LEHAR,"
Spencer's Retail Ltd.,SPENCERS,Retailing,423.71,NSE,46.98,-3.39,2,2025-03,926.36,1324.29,2025-06,1862.72,-264.54,2025-06,0,0,-0.59,2,2025-03,-1.4,0,-28.28,"SPENCERS,"
DSM Fresh Foods Ltd.,ZAPPFRESH,Retailing,414.21,BSE,186.65,6.50,1,2025-03,31.7,444.97,,,,2025-03,45.76,,3.83,1,2025-03,0.65,20.8,24.53,"ZAPPFRESH,"
OSIA Hyper Retail Ltd.,OSIAHYPER,Retailing,360.29,NSE,20.36,-2.44,1,2025-03,181.85,535.27,2025-06,1428.96,20.86,2025-06,17.27,0.95,0.83,1,2024-03,0.62,11.73,22.46,"OSIAHYPER,"
Logica Infoway Ltd.,LOGICA,Retailing,359.96,BSE,202.00,-3.74,1,2025-03,118.38,459.52,2025-03,1111.63,10.51,2025-03,34.26,,4.1,1,2025-03,1.35,14.09,14.22,"LOGICA,"
Bhatia Communications & Retail (India) Ltd.,BHATIA,Retailing,327.72,BSE,25.18,-5.20,1,2025-03,8.26,329.33,2025-06,449.44,13.75,2025-06,23.83,1.15,3.46,1,2025-03,0.1,19,21.8,"BHATIA,"
Womancart Ltd.,WOMANCART,Retailing,223.77,NSE,334.40,-1.72,1,2025-09,21.63,244.07,2025-03,50.51,4.53,2025-03,49.42,,3.56,2,2025-03,0.22,17.31,18.7,"WOMANCART,"
Praxis Home Retail Ltd.,PRAXIS,Retailing,221.52,NSE,11.97,0.42,1,2025-03,117.83,337.6,2025-06,111.01,-41.76,2025-06,0,0,-3.78,1,2025-03,-1.76,0,-41.79,"PRAXIS,"
Jay Jalaram Technologies Ltd.,KORE,Retailing,198.07,NSE,166.80,9.81,1,2025-03,55.71,246.91,2025-03,667.68,6.76,2025-03,29.3,,3.05,2,2024-03,1.85,14.79,15.26,"KORE,"
Rockingdeals Circular Economy Ltd.,ROCKINGDCE,Retailing,190.14,NSE,224.00,-3.88,1,2025-06,8.01,197.62,2025-03,55.44,5.44,2025-03,34.93,,2.18,1,2024-03,0,24.8,32.87,"ROCKINGDCE,"
Superhouse Ltd.,SUPERHOUSE,Footwear,170.89,NSE,155.21,-0.57,2,2025-03,211.18,310.45,2025-06,684.73,1.5,2025-06,47.23,-1.65,0.37,2,2025-03,0.46,1.69,4.95,"SUPERHOUSE,"
Pro FX Tech Ltd.,PROFX,Retailing,167.42,NSE,95.65,5.11,1,2025-03,2.05,162.07,,,,2025-03,13.68,,2.17,1,2025-03,0.06,39.71,51.45,"PROFX,"
Umiya Mobile Ltd.,UML,Retailing,131.04,BSE,92.15,-4.95,1,2024-03,17.47,146.68,,,,2024-03,55.77,,,1,2024-03,2.1,32.9,22.86,"UML,"
Future Retail Ltd.,FRETAIL,Retailing,130.69,NSE,2.28,,1,2021-09,13346.78,13382.54,2021-12,8541.03,-4445.43,2021-12,0,,,1,2021-03,9.58,-136.16,-13.24,"FRETAIL,"
Magson Retail & Distribution Ltd.,MAGSON,Retailing,113.61,NSE,111.00,-1.29,1,2025-03,11.07,120.6,2025-03,67.37,0.57,2025-03,198.27,,2.41,2,2025-03,0.45,1.77,2.78,"MAGSON,"
Fonebox Retail Ltd.,FONEBOX,Retailing,110.71,NSE,107.90,-3.45,1,2025-03,3.31,91.91,2025-03,342.73,4.55,2025-03,24.35,,3.21,1,2025-03,0.1,14.14,33.7,"FONEBOX,"
Digidrive Distributors Ltd.,DIGIDRIVE,Retailing,109.25,NSE,28.31,0.11,2,2025-03,0,106.29,2025-06,45.51,6.43,2025-06,16.99,,0.4,2,2025-03,0,3.16,3.92,"DIGIDRIVE,"
Jay Ambe Supermarkets Ltd.,CITYSQUARE,Retailing,106.78,BSE,120.25,-4.98,1,2025-03,8.71,115.12,,,,2025-03,38.78,,3.34,1,2025-03,0.64,26.07,24.52,"CITYSQUARE,"
Future Consumer Ltd.,FCONSUMER,Retailing,83.88,NSE,0.42,,2,2025-03,399.26,469.27,2025-06,446.61,-66.07,2025-06,0,0,-0.22,2,2024-03,-1.34,0,-43.96,"FCONSUMER,"
Grill Splendour Services Ltd.,BIRDYS,Retailing,80.94,NSE,143.05,-1.99,1,2025-03,3.63,81.58,2025-03,10.26,-4.75,2025-03,0,,3.31,1,2024-03,3.78,-7.78,4.32,"BIRDYS,"
On Door Concepts Ltd.,ONDOOR,Retailing,74.36,NSE,131.65,-1.39,1,2025-03,11.03,78.7,2025-03,273.01,7.78,2025-03,9.56,,0.81,1,2024-03,0.01,8.46,7.4,"ONDOOR,"
Aditya Consumer Marketing Ltd.,ACML,Retailing,73.17,BSE,50.00,0.00,1,2025-09,7.78,68.85,2025-03,97.41,-3.83,2025-03,0,,3.54,1,2025-03,0.26,-16.95,-11.33,"ACML,"
Archies Ltd.,ARCHIES,Retailing,67.39,NSE,19.98,0.20,1,2025-03,30.2,97.11,2025-06,70.07,-0.15,2025-06,0,0,0.52,1,2025-03,0.23,-1.28,1.48,"ARCHIES,"
Bombay Metrics Supply Chain Ltd.,BMETRICS,Retailing,64.52,NSE,52.40,-1.96,1,2025-03,11.47,75.59,2025-03,99.73,4.32,2025-03,14.93,,3.39,2,2025-03,0.6,26.35,30.09,"BMETRICS,"
Manoj Jewellers Ltd.,MANOJJEWEL,Retailing,44.57,BSE,49.60,-3.69,1,2025-09,4.44,48.8,2025-03,59.62,4.77,2025-03,9.35,,1.71,1,2024-03,1.57,39.63,30.4,"MANOJJEWEL,"
Nivaka Fashions Ltd.,NIVAKA,Retailing,43.23,BSE,4.21,-4.97,1,2025-03,0.65,43.75,2025-06,1.68,-0.73,2025-06,0,0,4.75,1,2025-03,0.07,-5.12,-2.84,"NIVAKA,"
Chandni Machines Ltd.,CHANDNIMACH,Retailing,32.31,BSE,100.12,4.99,1,2025-03,0.14,28.98,2025-06,164.61,1.2,2025-06,27,0.18,2.95,1,2025-03,0.01,15.01,21.91,"CHANDNIMACH,"
Future Lifestyle Fashions Ltd.,FLFL,Retailing,31.07,NSE,1.50,4.17,1,2022-09,1609.67,1586.7,2022-09,2211.38,-2116.65,2022-09,0,,,1,2022-03,-0.99,0,-163.74,"FLFL,"
JHS Svendgaard Retail Ventures Ltd.,RETAIL,Retailing,26.64,NSE,30.89,-2.71,1,2025-03,1.32,19.83,2025-06,15.95,-0.02,2025-06,0,,2.25,1,2025-03,0.16,1.62,8.13,"RETAIL,"
Davin Sons Retail Ltd.,DAVIN,Retailing,25.62,BSE,48.69,-5.00,1,2025-03,0.9,19.09,2025-03,13.53,1.66,2025-03,15.41,,1.79,1,2024-03,0.04,49.39,54.5,"DAVIN,"
Diva Organic Living Ltd.,WORL,Retailing,23.56,BSE,7.25,,1,2025-03,,22.85,2025-03,1.03,-16.87,2025-03,0,,-5,2,2024-03,0,-105.71,-102.98,"WORL,"
Heads UP Ventures Ltd.,HEADSUP,Retailing,22.59,NSE,10.26,-1.54,1,2025-03,0,20.3,2025-06,12.92,4.54,2025-06,4.98,0.32,1.24,1,2025-03,0,9.52,10.94,"HEADSUP,"
Future Enterprises Ltd.,FEL,Retailing,22.29,NSE,0.40,-2.44,1,2023-03,5389.56,5403.82,2023-03,104.53,-677.99,2023-03,0,,,1,2021-03,2.53,-33.95,-3.69,"FEL,"
Olympia Industries Ltd.,OLYMPTX,Retailing,21.56,BSE,35.80,-1.38,1,2025-09,40.83,62.37,2025-09,297.03,1.63,2025-09,13.21,0.43,0.49,1,2025-03,1.31,3.06,7.43,"OLYMPTX,"
Benchmark Computer Solutions Ltd.,BENCHMARK,Retailing,20.59,BSE,30.00,0.00,1,2025-03,6.04,9.44,2025-03,43.43,1.7,2025-03,12.12,,0.81,1,2024-03,0.22,11.56,14.4,"BENCHMARK,"
Sabrimala Industries India Ltd.,SIIL,Retailing,14.34,BSE,16.46,-4.97,2,2025-03,0,13.44,2025-06,0,0.53,2025-06,27.27,0.94,2.03,2,2025-03,0,6.88,9.19,"SIIL,"
Future Enterprises Ltd.-B-DVR,FELDVR,Retailing,13.74,NSE,3.43,-0.29,1,,,13.74,2015-03,10341.66,74.06,2015-03,0.19,,,1,-0,,,,"FELDVR,"
Kalpa Commercial Ltd.,KALPACOMME,Retailing,11.62,BSE,11.34,-1.99,1,2025-03,0.13,11.5,2025-06,8.8,-2.55,2025-06,0,,0.52,1,2025-03,0.01,-11.61,-10.93,"KALPACOMME,"
NB Footwear Ltd.,NBFOOT,Footwear,11.53,BSE,8.54,4.79,1,2025-03,,11.53,2025-06,0,-0.24,2025-06,0,0,-4.31,1,2024-03,0,0,0,"NBFOOT,"
Shantiguru Industries Ltd.,SHANTIGURU,Retailing,10.6,BSE,8.61,-4.86,1,2025-03,0,8.78,2025-03,0,-0.16,2025-03,0,,0.77,1,2025-03,0,-1.19,-1.17,"SHANTIGURU,"
3C IT Solutions & Telecom (India) Ltd.,3CIT,Retailing,10.36,BSE,17.21,,1,2025-03,0.56,10.18,2025-03,36.51,-0.06,2025-03,0,,0.67,1,2024-03,1.23,3,12.46,"3CIT,"
eDynamics Solutions Ltd.,EDSL,Retailing,8.23,BSE,3.22,,1,2023-03,0.89,9.08,2023-03,0.01,-0.02,2023-03,0,,0.23,1,2021-03,0.03,-0.02,-0.02,"EDSL,"
Mayur Leather Products Ltd.,MAYUR,Footwear,7.66,BSE,15.84,0.00,2,2025-03,3.93,11.42,2025-06,0,0,2025-06,0,0,3.03,2,2024-03,2.06,-57.55,-5.93,"MAYUR,"
Mafia Trends Ltd.,MAFIA,Retailing,5.94,BSE,13.40,8.24,1,2025-03,4.11,7.29,2025-03,7.98,0.41,2025-03,14.55,,0.75,1,2025-03,0.52,5.26,7.57,"MAFIA,"
JLA Infraville Shoppers Ltd.,JSHL,Retailing,4.15,BSE,6.40,,1,2025-09,13.49,17.63,2025-03,0,-0.16,2025-03,0,,0.54,1,2024-03,0,1.63,2.11,"JSHL,"
Taaza International Ltd.,TAAZAINT,Retailing,3.32,BSE,4.57,,1,2025-03,3.23,5.49,2025-06,0,-0.04,2023-06,0,0,0.47,1,2022-03,0,-2.72,-3.5,"TAAZAINT,"
Ethos Ltd. - (Rights Entitlements (REs)),ETHOS-RE,Retailing,0,NSE,793.60,,1,,,0,,,,-0,,,,1,-0,,,,"ETHOS-RE,"
Praxis Home Retail Ltd. - (Rights Entitlements (REs)),PRAXIS-RE2,Retailing,0,NSE,0.15,,1,,,0,,,,-0,,,,1,-0,,,,"PRAXIS-RE2,"
Rockingdeals Circular Economy Ltd. - (Rights Entitlements),ROCK-RE,Retailing,0,NSE,43.85,,1,,,0,,,,-0,,,,1,-0,,,,"ROCK-RE,"
