Sector: Capital Goods,
Date: 09-Nov-2025,
Note:- Statement: 1 = Standalone and 2 = Consolidated,
Generated by and for: signshailesh@gmail.com,

Stock Name,Symbol,Industry,Market Cap(Rs. Cr.),Exchange,LTP,Chg%,TTM Statement,Period Ending,Total Debt(Rs. Cr.),Enterprise Value(Rs. Cr.),TTM Ending (Results),Net Sales (Rs. Cr.),Profit After Tax (Rs. Cr.),TTM Ending (Valuation),Price Earning Ratio(TTM),"PEG Ratio ",Price To Book Value(TTM),Statement,Year Ending,Debt Equity Ratio,Return On Equity(%),Return On Capital Employed(%),Symbol with Comma for External Upload
Genus Power Infrastructures Ltd.,GENUSPOWER,Electric Equipment,10759.47,NSE,353.50,-0.27,2,2025-09,1744.45,11902.43,2025-09,3632.4,433.68,2025-09,23.38,0.69,5.64,2,2025-03,0.73,17.18,19.21,"GENUSPOWER,"
Inox India Ltd.,INOXINDIA,Engineering - Industrial Equipments,10678.78,NSE,1175.30,-2.29,2,2025-09,90.5,10743.54,2025-09,1400.87,245.85,2025-09,43.44,,10.89,2,2025-03,0.04,29.91,39.4,"INOXINDIA,"
HEG Ltd.,HEG,Electrodes & Welding Equipment,10599.29,NSE,549.50,-1.28,2,2025-03,584.86,11037.11,2025-06,2205.16,183.59,2025-06,53.85,4.8,2.33,2,2025-03,0.13,2.59,3.96,"HEG,"
Azad Engineering Ltd.,AZAD,Engineering - Industrial Equipments,10420.59,NSE,1611.20,-0.44,2,2025-09,293.7,10366.46,2025-09,530.13,110.57,2025-09,93.34,,7.05,2,2025-03,0.17,8.49,12.28,"AZAD,"
Astra Microwave Products Ltd.,ASTRAMICRO,Defence,9890.42,NSE,1042.50,0.59,2,2025-03,422.53,10214.79,2025-06,1095.73,153.56,2025-06,60.83,2.14,8.88,2,2025-03,0.38,14.87,19.18,"ASTRAMICRO,"
Vesuvius India Ltd.,VESUVIUS,Refractories,9881.15,NSE,486.35,-1.30,1,2025-06,,9419.65,2025-06,1959.32,250.7,2025-06,39.41,1.56,6.49,1,2024-12,0,20.16,26.88,"VESUVIUS,"
Shakti Pumps (India) Ltd.,SHAKTIPUMP,Compressors / Pumps,9846.54,NSE,798.05,0.19,2,2025-09,616.31,10064,2025-09,2602.94,401.82,2025-09,24.5,0.25,6.36,2,2025-03,0.14,42.67,55.37,"SHAKTIPUMP,"
RHI Magnesita India Ltd.,RHIM,Refractories,9747.9,NSE,471.15,0.24,2,2025-03,245.84,9894.53,2025-06,3756.05,164.9,2025-06,59.11,7.11,2.42,2,2025-03,0.06,5.16,7.24,"RHIM,"
Nesco Ltd.,NESCO,Engineering - Industrial Equipments,9548.03,NSE,1355.70,8.91,2,2025-09,,9526.99,2025-03,732.01,375.21,2025-03,25.45,2.57,3.41,2,2025-03,0,15.23,20.36,"NESCO,"
Transrail Lighting Ltd.,TRANSRAILL,Electric Equipment,9305.96,NSE,692.90,-0.35,2,2025-03,643.46,9328.5,2025-06,6051.82,377.88,2025-06,24.44,,4.69,2,2025-03,0.34,21.66,35.64,"TRANSRAILL,"
Lloyds Engineering Works Ltd.,LLOYDSENGG,Engineering - Industrial Equipments,8659.91,NSE,58.73,0.22,2,2025-09,120.7,8582.54,2025-09,1031.84,119.22,2025-09,63.68,,7.19,2,2025-03,0.09,16.98,21.19,"LLOYDSENGG,"
Atlanta Electricals Ltd.,ATLANTAELE,Electric Equipment,8303.68,NSE,1079.90,8.20,2,2025-03,141.03,8378.64,,,,2025-03,69.99,,10.62,2,2025-03,0.4,41.03,50.41,"ATLANTAELE,"
Oswal Pumps Ltd.,OSWALPUMPS,Compressors / Pumps,8045.67,NSE,705.50,4.49,2,2025-03,323.47,8360.23,2025-03,1430.31,278.71,2025-03,28.67,,4.14,2,2025-03,0.7,87.02,78.75,"OSWALPUMPS,"
Quality Power Electrical Equipments Ltd.,QPOWER,Electric Equipment,7508.21,NSE,969.40,3.77,2,2025-03,8.9,7307.18,2025-03,336.65,100.15,2025-03,74.97,,16.27,2,2025-03,0.02,34.68,36.72,"QPOWER,"
MTAR Technologies Ltd.,MTARTECH,Engineering,7442.28,NSE,2419.20,1.91,2,2025-09,183.7,7607.89,2025-09,649.72,44.74,2025-09,166.33,15.05,10,2,2025-03,0.24,7.53,10.57,"MTARTECH,"
Esab India Ltd.,ESABINDIA,Electrodes & Welding Equipment,7336.01,NSE,4761.80,-0.43,1,2025-03,0,7257.19,2025-06,1395.88,171.91,2025-06,42.67,2.17,18.24,1,2025-03,0,52.58,71.26,"ESABINDIA,"
Voltamp Transformers Ltd.,VOLTAMP,Electric Equipment,7251.4,NSE,7158.00,0.97,1,2025-09,,7222.05,2025-09,2014.48,328.63,2025-09,22.07,0.75,4.35,1,2025-03,0,22.13,29.77,"VOLTAMP,"
Balu Forge Industries Ltd.,BALUFORGE,Engineering - Industrial Equipments,7015.63,NSE,615.65,1.67,2,2025-03,35.91,6955.33,2025-06,981.5,226.86,2025-06,30.92,,6.3,2,2025-03,0.04,27.3,31.33,"BALUFORGE,"
Kirloskar Pneumatic Company Ltd.,KIRLPNU,Compressors / Pumps,6937.48,NSE,1069.20,-0.67,2,2025-09,8,6886.18,2025-09,1602.33,185.96,2025-09,37.13,,6.09,2,2025-03,0.01,29.8,39.49,"KIRLPNU,"
Ajax Engineering Ltd.,AJAXENGG,Engineering - Industrial Equipments,6795.76,NSE,594.20,2.25,1,2025-03,0,6728.28,2025-03,2073.92,260.1,2025-03,26.13,,5.65,1,2025-03,0,25.21,33.63,"AJAXENGG,"
HMT Ltd.,HMT,Engineering - Industrial Equipments,6646.59,NSE,55.26,-0.27,2,2025-03,1066.03,7506.85,2025-06,135.11,-141.88,2025-06,0,,-6.17,2,2025-03,-0.56,0,0,"HMT,"
Praj Industries Ltd.,PRAJIND,Engineering - Industrial Equipments,6092.48,NSE,332.90,-0.25,2,2025-09,,5835.97,2025-09,3194.54,105.54,2025-09,57.73,2.51,4.68,2,2025-03,0,16.49,23.9,"PRAJIND,"
Dynamatic Technologies Ltd.,DYNAMATECH,Compressors / Pumps,5785.19,NSE,8526.00,2.95,2,2025-03,451.04,6190.33,2025-06,1428.45,42.42,2025-06,136.38,69.58,7.94,2,2025-03,0.63,6.21,9.92,"DYNAMATECH,"
Skipper Ltd.,SKIPPER,Engineering - Industrial Equipments,5738.91,NSE,509.65,-1.54,2,2025-09,770.18,6452.88,2025-09,4938.65,161.85,2025-09,34.51,1.18,4.48,2,2025-03,0.59,14.29,24.49,"SKIPPER,"
GMM Pfaudler Ltd.,GMMPFAUDLR,Engineering - Industrial Equipments,5531.76,NSE,1230.10,-4.01,2,2025-09,865.94,5898.57,2025-09,3304.96,61.62,2025-09,82.43,49.06,4.7,2,2025-03,0.64,4.98,11.91,"GMMPFAUDLR,"
Paras Defence And Space Technologies Ltd.,PARAS,Defence,5452.54,NSE,676.60,0.97,2,2025-03,23.09,5364.8,2025-06,374.28,61.67,2025-06,85.88,,8.91,2,2025-03,0.04,12.29,17.03,"PARAS,"
Kennametal India Ltd.,KENNAMET,Engineering,5067.08,BSE,2305.50,6.63,1,2025-06,0,4901.68,2025-09,1196,109.3,2025-09,46.36,1.99,6.51,1,2025-06,0,13.91,18.99,"KENNAMET,"
Unimech Aerospace and Manufacturing Ltd.,UNIMECH,Defence,5027.46,NSE,988.00,1.19,2,2025-03,71.62,4956.56,2025-03,242.93,83.52,2025-03,60.24,,7.31,2,2025-03,0.11,21.48,24.23,"UNIMECH,"
Shilchar Technologies Ltd.,SHILCTECH,Electric Equipment,5012.81,BSE,4381.75,-1.31,1,2025-09,,4981.38,2025-09,715.63,177.57,2025-09,28.23,0.19,11.94,1,2025-03,0,52.78,71.1,"SHILCTECH,"
KRN Heat Exchanger And Refrigeration Ltd.,KRN,Engineering - Industrial Equipments,4953.26,NSE,796.60,-0.92,2,2025-09,30.47,4911.44,2025-09,510.32,59.04,2025-09,83.9,,9.37,2,2025-03,0.07,16.81,21.21,"KRN,"
The Anup Engineering Ltd.,ANUP,Engineering - Industrial Equipments,4633.88,NSE,2313.00,0.83,2,2025-03,29.44,4647.64,2025-06,761.68,120.54,2025-06,38.44,1.71,7.3,2,2025-03,0.05,22.64,26.73,"ANUP,"
Avantel Ltd.,AVANTEL,Defence,4307.08,NSE,162.69,0.28,2,2025-09,30.69,4288.21,2025-09,227.27,33.66,2025-09,127.97,,13.31,2,2025-03,0.09,29.55,38.01,"AVANTEL,"
WPIL Ltd.,WPIL,Compressors / Pumps,4280.91,BSE,438.30,-4.15,2,2025-09,549.37,4274.56,2025-09,1758.08,80.44,2025-09,44.37,2.38,3.07,2,2025-03,0.32,9.64,18.72,"WPIL,"
Ujaas Energy Ltd.,UEL,Electric Equipment,4202.48,NSE,123.11,,1,2025-03,24,4224.37,2025-06,23.3,7.52,2025-06,558.84,25.82,37.98,1,2025-03,0.28,10.14,10.45,"UEL,"
HLE Glascoat Ltd.,HLEGLAS,Engineering - Industrial Equipments,4048.52,NSE,583.10,-1.46,2,2025-03,349.89,4346.25,2025-06,1084.46,74.21,2025-06,71.93,17.59,8.48,2,2025-03,0.76,14.11,14.37,"HLEGLAS,"
Kirloskar Industries Ltd.,KIRLOSIND,Engineering - Industrial Equipments,3821.13,NSE,3637.40,-1.00,2,2025-03,1275.86,4927.19,2025-06,6754.58,336.68,2025-06,23.24,2.92,0.6,2,2025-03,0.2,5.49,8.59,"KIRLOSIND,"
Harsha Engineers International Ltd.,HARSHA,Engineering - Industrial Equipments,3568.47,NSE,391.55,0.89,2,2025-09,315.42,3861.23,2025-09,1455.54,98.67,2025-09,36.17,,2.72,2,2025-03,0.16,7.36,10.32,"HARSHA,"
Pitti Engineering Ltd.,PITTIENG,Engineering,3460.55,NSE,920.70,-1.57,2,2025-09,662.33,3977.83,2025-09,1818.05,127.87,2025-09,27.06,,3.76,2,2025-03,0.64,18.61,18.88,"PITTIENG,"
Standard Glass Lining Technology Ltd.,SGLTL,Engineering - Industrial Equipments,3389.36,NSE,169.82,0.60,2,2025-09,110.72,3479.93,2025-09,662.32,73.96,2025-09,47.64,,4.53,2,2025-03,0.06,12.32,17.15,"SGLTL,"
Bharat Bijlee Ltd.,BBL,Electric Equipment,3322.61,NSE,2939.30,0.20,1,2025-09,185,3229.38,2025-09,2071.19,147.04,2025-09,22.6,0.94,1.51,1,2025-03,0.04,7.02,9.69,"BBL,"
Sanghvi Movers Ltd.,SANGHVIMOV,Engineering - Industrial Equipments,3294.22,NSE,378.55,2.24,2,2025-09,492.54,3716.37,2025-09,958.64,173.44,2025-09,18.99,,2.76,2,2025-03,0.38,15.78,18.63,"SANGHVIMOV,"
Alpex Solar Ltd.,ALPEXSOLAR,Electric Equipment,3269.5,NSE,1280.00,3.76,2,2025-09,150.31,3281.75,2025-09,1418.26,153.43,2025-09,21.25,,6.91,2,2025-03,0.33,47.78,52.33,"ALPEXSOLAR,"
Marine Electricals (India) Ltd.,MARINE,Engineering - Industrial Equipments,3207.9,NSE,232.55,1.64,2,2025-09,50.99,3108.65,2025-09,833.76,46.58,2025-09,68.72,1.46,7.46,2,2024-03,0.38,11.34,15.72,"MARINE,"
Hind Rectifiers Ltd.,HIRECT,Electric Equipment,2988.52,NSE,1749.20,-5.00,2,2025-09,203.15,3165.73,2025-09,795.91,47.49,2025-09,62.93,,15.71,2,2025-03,1,26.18,22.3,"HIRECT,"
Marsons Ltd.,MARSONS,Electric Equipment,2966.14,BSE,172.35,1.23,2,2025-09,3.42,2967.44,2025-09,206.81,32.54,2025-09,91.16,,21.23,2,2025-03,0.02,40.99,38.04,"MARSONS,"
Jash Engineering Ltd.,JASH,Engineering - Industrial Equipments,2882.63,NSE,458.50,-0.48,2,2025-03,81.42,2860.73,2025-06,748.25,81.9,2025-06,35.11,1.02,6.82,2,2025-03,0.19,22.4,25.75,"JASH,"
M&B Engineering Ltd.,MBEL,Engineering - Industrial Equipments,2878.84,NSE,502.75,14.94,2,2025-03,186.13,2980.16,,,,2025-03,37.36,,2.98,2,2025-03,0.61,28.56,26.26,"MBEL,"
Kilburn Engineering Ltd.,KLBRENG-B,Engineering - Industrial Equipments,2841.68,BSE,552.00,1.14,2,2025-03,78.71,2893.35,2025-06,468.22,72.11,2025-06,39.41,,5.93,2,2025-03,0.19,19.61,21.94,"KLBRENG-B,"
KP Green Engineering Ltd.,KPGEL,Engineering,2757.75,BSE,551.55,-6.13,1,2025-09,196.03,2944.1,2025-03,694.64,73.5,2025-03,37.52,,8.51,2,2025-03,0.29,24.9,30.55,"KPGEL,"
HPL Electric & Power Ltd.,HPL,Electric Equipment,2714.12,NSE,421.10,-1.05,2,2025-03,633.09,3285.93,2025-06,1690.37,95.44,2025-06,28.52,0.84,2.91,2,2025-03,0.69,10.78,14.49,"HPL,"
John Cockerill India Ltd,COCKERILL,Engineering - Industrial Equipments,2686.91,BSE,5441.50,-0.38,1,2025-06,,2563.13,2025-09,327.86,8.42,2025-09,319.26,,12.71,1,2024-12,0,-2.61,-2.37,"COCKERILL,"
Servotech Renewable Power System Ltd.,SERVOTECH,Electric Equipment,2628.16,NSE,116.37,2.40,2,2025-03,75.14,2660.76,2025-06,698.99,31.49,2025-06,81.38,,12.27,2,2025-03,0.38,21.46,20.17,"SERVOTECH,"
Spectrum Electrical Industries Ltd.,SPECTRUM,Electric Equipment,2599.07,NSE,1397.60,-3.53,2,2025-03,168.37,2762.93,2025-03,402.24,25.42,2025-03,101.49,2.51,12.67,2,2025-03,0.9,14.54,16.01,"SPECTRUM,"
Honda India Power Products Ltd.,HONDAPOWER,Electric Equipment,2549.16,NSE,2515.10,0.39,1,2025-03,0,2007,2025-06,804.97,73.27,2025-06,34.79,7.28,2.92,1,2025-03,0,9.54,12.92,"HONDAPOWER,"
Rossell Techsys Ltd.,ROSSTECH,Defence,2542.06,NSE,677.20,10.63,2,2025-03,240.34,2778.33,2025-06,301.98,15.25,2025-06,166.71,,18.57,2,2025-03,1.8,5.92,7.3,"ROSSTECH,"
Windsor Machines Ltd.,WINDMACHIN,Engineering - Industrial Equipments,2515.87,NSE,289.90,-2.60,2,2025-09,15.79,2526.29,2025-09,478.45,31.29,2025-06,0,0,3.67,2,2025-03,0.02,-0.71,5.44,"WINDMACHIN,"
DCX Systems Ltd.,DCXINDIA,Defence,2304.03,NSE,206.71,-2.34,2,2025-03,0.02,1300.55,2025-06,1167.75,39.99,2025-06,57.62,,1.67,2,2025-03,0,3.11,5.1,"DCXINDIA,"
Sika Interplant Systems Ltd.,SIKA,Defence,2286.2,BSE,1078.35,-2.08,2,2025-09,,2255.55,2025-09,203.59,34.34,2025-09,66.56,2.24,16.57,2,2025-03,0,22.32,29.77,"SIKA,"
Uniparts India Ltd.,UNIPARTS,Engineering - Industrial Equipments,2190.12,NSE,484.65,-0.31,2,2025-03,83.78,2240.83,2025-06,976.16,97.58,2025-06,22.45,,2.38,2,2025-03,0.09,10.04,12.89,"UNIPARTS,"
RM Drip and Sprinklers System Ltd.,RMDRIP,Engineering - Industrial Equipments,2039.12,NSE,81.72,3.10,2,2025-03,26.43,2065.2,2025-03,131.19,24.08,2025-03,84.95,,23.9,2,2025-03,0.33,41.69,44.64,"RMDRIP,"
Concord Control Systems Ltd.,CNCRD,Engineering - Industrial Equipments,2002.8,BSE,1981.00,5.02,1,2025-03,0.34,1988.23,2025-03,73.92,15.07,2025-03,132.9,,16.86,2,2025-03,0,27.4,36.78,"CNCRD,"
Ideaforge Technology Ltd.,IDEAFORGE,Defence,1999.43,NSE,462.25,1.71,2,2025-09,29.8,1978.49,2025-09,91.46,-92.9,2025-09,0,,3.52,2,2025-03,0,-10.02,-9.46,"IDEAFORGE,"
Disa India Ltd.,DISAQ,Engineering - Industrial Equipments,1976.06,BSE,13600.00,0.54,2,2025-09,,1763.19,2025-09,413.34,47.98,2025-09,41.19,3.18,7.13,2,2025-03,0,19.67,27,"DISAQ,"
TIL Ltd.,TIL,Construction Vehicles,1967.42,NSE,294.65,1.25,2,2025-03,268.83,2228.27,2025-06,311.21,-2.3,2025-06,0,0,25.84,2,2025-03,3.26,5.02,12.73,"TIL,"
Thejo Engineering Ltd.,THEJO,Engineering,1924.81,NSE,1774.60,1.52,2,2025-03,3.35,1850.2,2025-06,557.76,52.46,2025-06,38.72,2.63,6.28,2,2025-03,0.01,19.18,25.95,"THEJO,"
Exicom Tele-Systems Ltd.,EXICOM,Electric Equipment,1885.92,NSE,135.05,1.58,2,2025-03,455.98,2122.39,2025-06,820.84,-211.41,2025-06,0,,2.4,2,2025-03,0.75,-16.53,-6.82,"EXICOM,"
Solex Energy Ltd.,SOLEX,Electric Equipment,1825.08,NSE,1689.50,0.24,1,2025-03,147.5,1960.53,2025-03,660.05,39.6,2025-03,46.09,,11.54,2,2025-03,0.92,41.37,29.96,"SOLEX,"
Ador Welding Ltd.,ADOR,Electrodes & Welding Equipment,1794.49,NSE,1028.70,-0.15,2,2025-09,0.98,1746.99,2025-09,1116.91,54.56,2025-09,32.89,1.56,3.64,2,2025-03,0,12.3,18.11,"ADOR,"
Indo Tech Transformers Ltd.,INDOTECH,Electric Equipment,1758.99,NSE,1664.10,2.88,1,2025-03,8.16,1674.06,2025-06,693.56,77.14,2025-06,22.8,0.22,5.86,1,2025-03,0.03,25.66,37.81,"INDOTECH,"
Salasar Techno Engineering Ltd.,SALASAR,Engineering - Industrial Equipments,1742.71,NSE,9.98,-0.40,2,2025-03,316.02,2005.88,2025-06,1440.16,25.18,2025-06,70.05,76.14,2.24,2,2025-03,0.41,3.15,9.62,"SALASAR,"
NIBE Ltd.,NIBE,Defence,1740.15,NSE,1197.40,2.51,2,2025-03,73.18,1804.02,2025-06,479.76,20.6,2025-06,83.97,,7.22,2,2025-03,0.32,14.56,17.98,"NIBE,"
IFGL Refractories Ltd.,IFGLEXPOR,Refractories,1693.85,NSE,235.37,-1.87,2,2025-09,205.49,1841.88,2025-09,1770.01,29.75,2025-09,56.94,10.28,1.47,2,2025-03,0.18,3.94,5.76,"IFGLEXPOR,"
Dee Development Engineers Ltd,DEEDEV,Engineering - Industrial Equipments,1613.49,NSE,233.00,-1.02,2,2025-09,565.33,2083.15,2025-09,942.13,49.12,2025-09,32.76,,1.93,2,2025-03,0.51,7.02,9.56,"DEEDEV,"
Danish Power Ltd.,DANISH,Electric Equipment,1572.28,NSE,798.45,-2.47,1,2025-09,2.92,1472.27,2025-03,424.97,58.34,2025-03,26.95,,4.9,2,2025-03,0.01,28.63,40.14,"DANISH,"
JNK India Ltd.,JNKINDIA,Engineering - Industrial Equipments,1563.35,NSE,278.40,-1.83,2,2025-03,4.41,1382.22,2025-06,487.46,24.96,2025-06,62.64,,3.11,2,2025-03,0.01,8.82,15.43,"JNKINDIA,"
