Sector: Iron & Steel,
Date: 09-Nov-2025,
Note:- Statement: 1 = Standalone and 2 = Consolidated,
Generated by and for: signshailesh@gmail.com,

Stock Name,Symbol,Industry,Market Cap(Rs. Cr.),Exchange,LTP,Chg%,TTM Statement,Period Ending,Total Debt(Rs. Cr.),Enterprise Value(Rs. Cr.),TTM Ending (Results),Net Sales (Rs. Cr.),Profit After Tax (Rs. Cr.),TTM Ending (Valuation),Price Earning Ratio(TTM),"PEG Ratio ",Price To Book Value(TTM),Statement,Year Ending,Debt Equity Ratio,Return On Equity(%),Return On Capital Employed(%),Symbol with Comma for External Upload
Jayaswal Neco Industries Ltd.,JAYNECOIND,Steel & Iron Products,7156.26,NSE,73.77,1.18,1,2025-09,2308.54,9308.21,2025-09,6762.46,376.72,2025-09,19,1.17,2.78,1,2025-03,1.15,4.86,12.58,"JAYNECOIND,"
Mishra Dhatu Nigam Ltd.,MIDHANI,Steel & Iron Products,7024.31,NSE,374.85,0.60,2,2025-03,234.08,7207.37,2025-06,1081.14,117.76,2025-06,59.27,-8.64,4.92,2,2025-03,0.17,8.11,11.37,"MIDHANI,"
Surya Roshni Ltd.,SURYAROSNI,Steel & Iron Products,6555.19,NSE,301.05,2.05,2,2025-03,3.08,6261.88,2025-06,7147.2,287.78,2025-06,22.78,0.83,2.65,2,2025-03,0,15.11,20.96,"SURYAROSNI,"
Electrosteel Castings Ltd.,ELECTCAST,Steel & Iron Products,5469.08,NSE,88.44,0.69,2,2025-03,2059.68,7323.13,2025-06,6862.84,572.75,2025-06,9.55,0.28,0.93,2,2025-03,0.36,13.03,13.36,"ELECTCAST,"
Technocraft Industries (India) Ltd.,TIIL,Steel & Iron Products,5350.44,NSE,2352.40,-0.05,2,2025-03,845.77,6023.18,2025-06,2608.03,261.41,2025-06,20.97,1.32,2.88,2,2025-03,0.48,15.26,16.43,"TIIL,"
Bansal Wire Industries Ltd.,BANSALWIRE,Steel & Iron Products,4940.12,NSE,315.05,-0.05,2,2025-09,597.55,5531.9,2025-09,3859.21,152.4,2025-09,32.42,,3.67,2,2025-03,0.48,17.31,16.65,"BANSALWIRE,"
Sunflag Iron And Steel Company Ltd.,SUNFLAG,Steel & Iron Products,4691.11,NSE,260.35,0.48,2,2025-03,570.56,5103.46,2025-06,3653.66,196.26,2025-06,23.84,1.99,0.55,2,2025-03,0.07,2.44,4.16,"SUNFLAG,"
Goodluck India Ltd.,GOODLUCK,Steel & Iron Products,3937.77,NSE,1186.20,1.87,2,2025-09,1008.75,4900.03,2025-09,4021.27,165.88,2025-09,23.84,0.64,2.87,2,2025-03,0.68,13.78,15.35,"GOODLUCK,"
Pennar Industries Ltd.,PENIND,Steel & Iron Products,3727.89,NSE,275.95,6.87,2,2025-09,960.22,4507.11,2025-09,3497.75,131.02,2025-06,29.87,1.7,3.62,2,2025-03,0.78,12.74,16.43,"PENIND,"
Sambhv Steel Tubes Ltd.,SAMBHV,Steel & Iron Products,3578.78,NSE,121.59,5.43,2,2025-09,188.15,3749.89,2025-03,1511.36,57.27,2025-03,62.5,,3.39,2,2025-03,1.02,11.56,12.55,"SAMBHV,"
Kalyani Steels Ltd.,KSL,Steel & Iron Products,3515.82,NSE,805.80,-0.15,2,2025-09,427.61,3406.6,2025-09,1927.17,260.87,2025-09,13.48,1.01,1.78,2,2025-03,0.23,14.35,15.85,"KSL,"
Prakash Industries Ltd.,PRAKASH,Steel & Iron Products,2886.8,NSE,160.86,-0.16,1,2025-03,328.33,2944.16,2025-06,3884.57,356.36,2025-06,8.1,0.33,0.85,1,2025-03,0.1,11.21,11.6,"PRAKASH,"
Man Industries (India) Ltd.,MANINDS,Steel & Iron Products,2878.12,NSE,383.85,1.23,2,2025-03,455.95,2954.88,2025-06,3498.79,161.75,2025-06,17.79,0.82,1.5,2,2025-03,0.29,10.25,16.31,"MANINDS,"
Vardhman Special Steels Ltd.,VSSL,Steel & Iron Products,2858.72,NSE,296.20,3.84,1,2025-09,77,2684.32,2025-09,1720.78,95.65,2025-09,29.89,,2.37,2,2025-03,0.15,12.3,16.71,"VSSL,"
Venus Pipes & Tubes Ltd.,VENUSPIPES,Steel & Iron Products,2643.69,NSE,1276.90,1.33,1,2025-03,191.54,2822.24,2025-06,994.8,90.1,2025-06,29.34,,4.46,1,2025-03,0.37,20.07,24.99,"VENUSPIPES,"
Welspun Specialty Solutions Ltd.,WELSPLSOL,Steel & Iron Products,2629.9,BSE,39.69,1.48,1,2025-09,34,2658.92,2025-09,834.6,8.86,2025-09,296.83,20.68,5.92,1,2025-03,0.05,-1.81,9.9,"WELSPLSOL,"
Aeroflex Industries Ltd.,AEROFLEX,Steel & Iron Products,2406.65,NSE,186.16,3.30,2,2025-09,0.46,2378.58,2025-09,386.69,47.84,2025-09,50.3,,6.69,2,2025-03,0,16.52,22.28,"AEROFLEX,"
JTL Industries Ltd,JTLIND,Steel & Iron Products,2328.22,NSE,59.13,-1.43,2,2025-03,76.17,2327.09,2025-06,1944.31,84.67,2025-06,27.57,,2.18,2,2025-03,0.07,12.43,13.03,"JTLIND,"
Hi-Tech Pipes Ltd.,HITECH,Steel & Iron Products,2161.07,NSE,106.21,1.18,2,2025-03,191.52,2169.95,2025-06,2992.02,75.81,2025-06,28.5,0.98,1.69,2,2025-03,0.15,8.17,11.62,"HITECH,"
Mukand Ltd.,MUKANDLTD,Steel & Iron Products,1952.14,NSE,134.92,0.41,2,2025-03,1559.29,3485.72,2025-06,4760.71,80.59,2025-06,24.22,1.32,1.99,2,2025-03,1.64,8.18,10.11,"MUKANDLTD,"
Rhetan TMT Ltd.,RHETAN,Steel & Iron Products,1838.39,NSE,23.11,0.26,1,2025-03,22.7,1860.8,2025-06,22.85,4.9,2025-06,374.88,,20.4,1,2025-03,0.25,3.51,4.61,"RHETAN,"
MSP Steel & Power Ltd.,MSPL,Steel & Iron Products,1816.02,NSE,32.00,-0.53,2,2025-03,261.48,2056.73,2025-06,2844.11,-17.34,2025-06,0,0,1.88,2,2025-03,0.27,-3.78,6.43,"MSPL,"
Rama Steel Tubes Ltd.,RAMASTEEL,Steel & Iron Products,1727.66,NSE,10.54,3.43,2,2025-03,87.9,1810.06,2025-06,1099.55,20.92,2025-06,79.54,0.65,3.74,2,2025-03,0.24,6.52,8.7,"RAMASTEEL,"
Frontier Springs Ltd.,FRONTSP,Steel & Iron Products,1667.96,BSE,4241.00,-2.26,1,2025-03,5.93,1668.69,2025-06,255.93,42.42,2025-06,39.32,1.98,12.03,1,2025-03,0.05,32.53,42.18,"FRONTSP,"
Manaksia Coated Metals & Industries Ltd.,MANAKCOAT,Steel & Iron Products,1539.36,NSE,146.42,1.50,2,2025-09,103.22,1612.33,2025-09,883.06,38.01,2025-09,40.5,1.04,4.59,2,2025-03,0.74,9.01,15.35,"MANAKCOAT,"
Hariom Pipe Industries Ltd.,HARIOMPIPE,Steel & Iron Products,1326.33,NSE,428.90,0.75,2,2025-03,400.32,1675.86,2025-03,1357.05,61.73,2025-03,21.49,,2.22,2,2025-03,0.7,12.12,14.16,"HARIOMPIPE,"
Electrotherm (India) Ltd.,ELECTHERM,Steel & Iron Products,1264.02,NSE,984.35,-3.35,2,2025-03,1282.91,2474.67,2025-06,3890.04,360.81,2025-06,3.5,0.04,-9.64,2,2025-03,-8.08,0,43.11,"ELECTHERM,"
Cosmic CRF Ltd.,COSMICCRF,Steel & Iron Products,1140.51,BSE,1241.35,-0.10,1,2025-09,55.81,1078.6,2025-03,301.64,18.7,2025-03,60.98,,3.33,1,2025-03,0.21,7.4,10.17,"COSMICCRF,"
Steel Exchange India Ltd.,STEELXIND,Steel/Sponge Iron/Pig Iron,1126.24,NSE,9.02,-2.70,1,2025-03,357.78,1462.98,2025-06,1179.5,33.58,2025-06,33.54,-1.61,2.14,1,2025-03,0.78,5.91,14.27,"STEELXIND,"
Mahamaya Steel Industries Ltd.,MAHASTEEL,Steel & Iron Products,1095.85,NSE,663.65,5.00,2,2025-03,46.03,1141.12,2025-06,797.79,7.09,2025-06,129.47,5.25,7.27,2,2025-03,0.31,5.24,7.39,"MAHASTEEL,"
Azad India Mobility Ltd.,AZADIND,Steel & Iron Products,1047.39,BSE,167.00,2.42,1,2025-03,2,1047.97,2025-06,16.73,0.11,2025-06,0,0,8.15,1,2025-03,0.04,0.16,-0.19,"AZADIND,"
Gandhi Special Tubes Ltd.,GANDHITUBE,Steel & Iron Products,1007.4,NSE,827.65,-0.16,1,2025-03,0,1003.57,2025-06,179.81,65.96,2025-06,15.27,0.68,3.51,1,2025-03,0,24.02,31.49,"GANDHITUBE,"
Scoda Tubes Ltd.,SCODATUBES,Steel & Iron Products,987.9,NSE,164.93,2.10,1,2025-03,210.24,1154.19,2025-03,484.89,31.74,2025-03,31.12,,2.62,1,2025-03,1.4,29.66,20.38,"SCODATUBES,"
BMW Industries Ltd.,BMW,Steel & Iron Products,940.41,BSE,41.98,0.07,2,2025-03,161.51,1094.31,2025-06,603.66,67.83,2025-06,13.85,0.5,1.26,2,2025-03,0.22,10.75,13.63,"BMW,"
Beekay Steel Industries Ltd.,BEEKAY,Steel & Iron Products,867.68,BSE,463.00,1.88,2,2025-03,296.5,1162.65,2025-06,1113.2,88.4,2025-06,9.65,3.86,0.83,2,2025-03,0.29,8.98,10.28,"BEEKAY,"
Ratnaveer Precision Engineering Ltd.,RATNAVEER,Steel & Iron Products,796.01,NSE,150.05,0.67,1,2025-09,214.02,940,2025-09,1008.16,52.4,2025-09,15.19,,1.88,1,2025-03,0.54,15.21,14.3,"RATNAVEER,"
Kamdhenu Ltd.,KAMDHENU,Steel & Iron Products,759.67,NSE,26.98,-0.33,1,2025-03,0,716.37,2025-06,758.74,66.85,2025-06,11.36,0.54,2.26,1,2025-03,0,23.76,29.12,"KAMDHENU,"
Visa Steel Ltd.,VISASTEEL,Steel & Iron Products,726,NSE,61.85,-5.01,2,2025-03,1360.62,2083.66,2025-06,602.74,-505.32,2025-06,0,0,-0.54,2,2025-03,-1,0,-185.16,"VISASTEEL,"
Mangalam Worldwide Ltd.,MWL,Steel & Iron Products,682.08,NSE,229.65,2.84,2,2025-09,219.39,885.57,2025-09,1186.68,37.24,2025-09,18.33,,2.46,2,2025-03,0.75,13.85,14.68,"MWL,"
Panchmahal Steel Ltd.,PANCHMAHQ,Steel & Iron Products,553.27,BSE,290.00,1.38,1,2025-09,47.92,600.46,2025-09,366.1,-1.74,2025-09,0,0,3.61,1,2025-03,0.31,2.1,5,"PANCHMAHQ,"
Suraj Ltd.,SURAJLTD,Steel & Iron Products,516.31,NSE,281.15,-0.05,2,2025-03,64.08,580.23,2025-06,229.34,9.05,2025-06,49.89,,3.84,2,2025-03,0.48,10.41,13.14,"SURAJLTD,"
India Homes Ltd.,INDIAHOMES,Steel & Iron Products,486.06,BSE,12.21,-1.93,1,2025-03,102.42,588.01,2025-06,0.03,-10.45,2025-06,0,0,19.52,1,2025-03,3.88,-40.52,-7.03,"INDIAHOMES,"
Vraj Iron & Steel Ltd.,VRAJ,Steel & Iron Products,462.42,NSE,140.61,-1.38,2,2025-03,0.71,423.26,2025-06,498.74,34.38,2025-06,12.8,,1.14,2,2025-03,0,14.76,18.45,"VRAJ,"
Systematic Industries Ltd.,SYSTEMATIC,Steel & Iron Products,458.91,BSE,205.00,1.94,1,2025-09,99.66,438.68,,,,2024-03,37.03,,,1,2024-03,1.25,21.88,18.87,"SYSTEMATIC,"
SAL Steel Ltd.,SALSTEEL,Steel/Sponge Iron/Pig Iron,437.5,NSE,41.69,1.98,1,2025-03,177.53,614.52,2025-06,561.96,-16.27,2025-06,0,,7.21,1,2025-03,4.97,-16.53,4.89,"SALSTEEL,"
Chaman Metallics Ltd.,CMNL,Steel/Sponge Iron/Pig Iron,422.72,NSE,175.15,8.76,1,2025-03,358.09,780.67,2025-03,172.18,9.78,2025-03,43.24,,4.25,1,2025-03,3.6,10.34,4.39,"CMNL,"
Bedmutha Industries Ltd.,BEDMUTHA,Steel & Iron Products,406.04,NSE,125.13,-0.97,2,2025-03,217.31,610.45,2025-06,1117.36,11.46,2025-06,35.39,1.9,2.86,2,2025-03,1.5,18.68,16.95,"BEDMUTHA,"
Suraj Products Ltd.,SURAJ,Steel/Sponge Iron/Pig Iron,395.18,BSE,346.65,-1.85,1,2025-03,20.1,398.25,2025-06,314.43,19.32,2025-06,20.46,0.64,2.56,1,2025-03,0.13,15.32,17.57,"SURAJ,"
Manaksia Steels Ltd.,MANAKSTEEL,Steel & Iron Products,389.08,NSE,58.53,-2.14,2,2025-03,203.65,562.28,2025-06,686.57,14.6,2025-06,26.64,7.07,1.32,2,2025-03,0.7,3.31,4.18,"MANAKSTEEL,"
Shah Metacorp Ltd.,SHAH,Steel & Iron Products,373.07,NSE,4.23,-1.63,2,2025-03,17.75,390.6,2025-06,158.76,11.76,2025-06,31.71,1.44,1.72,2,2025-03,0.11,29.26,25.55,"SHAH,"
D.P. Wires Ltd.,DPWIRES,Steel & Iron Products,351.55,NSE,227.85,1.01,1,2025-03,27.65,375.09,2025-06,562.91,18.61,2025-06,18.89,3.21,1.39,1,2025-03,0.11,9.36,12.49,"DPWIRES,"
Supershakti Metaliks Ltd.,SUPERSHAKT,Steel & Iron Products,350.37,BSE,304.00,,1,2025-03,19.24,364.37,2025-03,737.04,12.43,2025-03,28.19,,1.3,2,2025-03,0.07,4.78,6.83,"SUPERSHAKT,"
Geekay Wires Ltd.,GEEKAYWIRE,Steel & Iron Products,343.77,NSE,32.89,0.12,1,2025-06,105.18,446.56,2025-06,452.9,33.38,2025-06,10.3,0.25,2.26,1,2024-03,0.7,44.39,35.47,"GEEKAYWIRE,"
VMS TMT Ltd.,VMSTMT,Steel & Iron Products,335.95,NSE,67.77,1.86,1,2025-03,275.72,600.66,,,,2025-03,21.79,,1.52,1,2025-03,3.77,25.76,14,"VMSTMT,"
Shankara Building Products Ltd.,SHANKARA,Steel & Iron Products,334.88,NSE,139.61,1.65,2,2025-03,102.07,407.12,2025-06,6049.72,93.75,2025-06,3.57,0.25,0.37,2,2025-03,0.12,9.3,16.8,"SHANKARA,"
Oil Country Tubular Ltd.,OILCOUNTUB,Steel & Iron Products,330.5,NSE,63.14,-3.07,1,2025-09,24.88,324.85,2025-09,110.16,-39.27,2025-09,0,0,9.14,1,2025-03,0.92,-301.4,-30.21,"OILCOUNTUB,"
Krishca Strapping Solutions Ltd.,KRISHCA,Steel & Iron Products,299.63,NSE,207.50,4.30,1,2025-03,33.27,332.25,2025-03,149.2,11.74,2025-03,25.51,,2.91,2,2025-03,0.34,11.85,14.46,"KRISHCA,"
Ahmedabad Steelcraft Ltd.,AHMDSTE,Steel & Iron Products,294.29,BSE,195.00,3.97,1,2025-03,0,293.77,2025-06,214.56,14.07,2025-06,20.92,0.3,2.53,1,2025-03,0,22.09,22.05,"AHMDSTE,"
Vibhor Steel Tubes Ltd.,VSTL,Steel & Iron Products,271.26,NSE,142.82,0.32,1,2025-03,170.56,423.16,2025-06,1002.59,11.89,2025-06,22.82,,1.42,1,2025-03,0.91,6.43,8.29,"VSTL,"
Rudra Global Infra Products Ltd.,RUDRA,Steel & Iron Products,263.4,BSE,26.25,-4.44,2,2025-03,166.31,429.23,2025-06,582.08,11.42,2025-06,23.06,0.16,2.05,2,2024-03,1.15,20.14,16.61,"RUDRA,"
Karbonsteel Engineering Ltd.,KARBON,Steel & Iron Products,259.15,BSE,183.25,0.11,1,2025-03,78.55,327.19,,,,2025-03,18.3,,2.38,1,2025-03,1.3,27.19,29.24,"KARBON,"
Rathi Steel & Power Ltd.,RATHIST,Steel & Iron Products,239.48,BSE,27.80,-0.25,1,2025-03,37.74,275.93,2025-06,530.72,13.16,2025-06,18.2,0.97,1.87,1,2024-03,0,118.37,32.24,"RATHIST,"
Scan Steels Ltd.,SCANSTL,Steel & Iron Products,226.62,BSE,38.79,1.04,2,2025-09,101.72,323.87,2025-09,780.66,16.12,2025-09,12.19,,0.52,2,2024-03,0.3,5.52,7.59,"SCANSTL,"
Kritika Wires Ltd.,KRITIKA,Steel & Iron Products,217.55,NSE,8.17,0.37,1,2025-09,38.52,249.75,2025-09,804.56,8.03,2025-09,27.1,0.58,2.25,1,2024-03,0.48,13.13,16.05,"KRITIKA,"
Incredible Industries Ltd.,INCREDIBLE,Steel & Iron Products,212.87,NSE,44.97,1.93,1,2025-03,19.5,212.08,2025-06,793.02,14.58,2025-06,14.6,0.22,1.43,1,2025-03,0.13,8.99,10.07,"INCREDIBLE,"
Vaswani Industries Ltd.,VASWANI,Steel/Sponge Iron/Pig Iron,208.38,NSE,63.25,6.28,1,2025-03,156.25,319.57,2025-06,434.18,11.56,2025-06,18.03,0.4,1.52,1,2025-03,1.2,7.06,9.77,"VASWANI,"
PS Raj Steels Ltd.,PSRAJ,Steel & Iron Products,205.61,NSE,272.75,-0.04,1,2025-03,4.58,209.3,2025-03,266.27,7.41,2025-03,27.75,,3.17,2,2024-03,0.58,23.18,22.07,"PSRAJ,"
Rajasthan Tube Manufacturing Company Ltd.,RAJTUBE,Steel & Iron Products,189.33,BSE,42.35,-0.77,1,2025-03,6.9,195.87,2025-06,45.31,-0.69,2025-06,0,0,24.67,1,2025-03,0.79,5.72,11.16,"RAJTUBE,"
East India Drums And Barrels Manufacturing Ltd.,EASTINDIA,Steel & Iron Products,181.35,BSE,122.75,,1,2025-03,55.51,208.95,2025-06,280.69,4.05,2025-06,44.75,0.59,8.97,1,2025-03,2.93,52.69,34.57,"EASTINDIA,"
LA TIM Metal & Industries Ltd.,LATIMMETAL,Steel & Iron Products,164.26,BSE,12.40,1.14,2,2024-03,45.76,208.87,2023-06,271.65,-4.91,2023-06,0,0,,1,2024-03,0.86,18.9,16.72,"LATIMMETAL,"
Remi Edelstahl Tubulars Ltd.,REMIEDEL,Steel & Iron Products,162.93,BSE,135.50,0.04,1,2025-03,14.96,176.14,2025-06,142.21,2.71,2025-06,60.1,0.76,2.78,1,2025-03,0.33,5.97,7.7,"REMIEDEL,"
Innomet Advanced Materials Ltd.,INNOMET,Metal - Ferrous,160.78,NSE,124.25,-4.97,1,2025-03,15.23,175.89,2025-03,32.52,1.87,2025-03,86.16,,3.89,1,2025-03,0.37,6.66,8.54,"INNOMET,"
Shah Alloys Ltd.,SHAHALLOYS,Steel & Iron Products,158.99,NSE,80.05,2.54,2,2025-03,78.92,235.27,2025-06,172.27,-13.01,2025-06,0,,-15.89,2,2025-03,-10.26,-1109.73,-25.75,"SHAHALLOYS,"
Kanishk Steel Industries Ltd.,KANSHST,Steel & Iron Products,153.61,BSE,54.87,-0.49,1,2025-03,25.25,176.08,2025-06,381.49,9.56,2025-06,16.06,0.49,1.47,1,2025-03,0.24,8.42,13,"KANSHST,"
Sarthak Metals Ltd.,SMLT,Steel & Iron Products,141.83,NSE,103.86,-2.43,1,2025-06,,128.13,2025-06,184.03,3.78,2025-06,37.56,-15.58,1.17,1,2025-03,0,3.49,5.85,"SMLT,"
Surani Steel Tubes Ltd.,SURANI,Steel & Iron Products,127.57,NSE,82.05,0.00,1,2025-03,34.57,157.67,2025-03,225,0.48,2025-03,262.71,,1.05,2,2025-03,0.28,0.55,0.13,"SURANI,"
Mangalam Alloys Ltd.,MAL,Steel & Iron Products,123.43,NSE,50.00,-4.94,1,2025-03,178.01,297.7,2025-03,431.47,13.36,2025-03,9.24,,0.92,1,2024-03,1.12,10.73,10.75,"MAL,"
Maiden Forgings Ltd.,MAIDEN,Steel & Iron Products,120.82,BSE,85.01,-0.57,1,2025-03,69.3,187.46,2025-03,212.91,6.05,2025-03,19.97,,1.58,1,2025-03,0.91,8.22,11.36,"MAIDEN,"
Zenith Steel Pipes & Industries Ltd.,ZENITHSTL,Steel & Iron Products,117.95,NSE,8.16,-0.49,2,2025-03,215.14,329.76,2025-06,109.51,3.36,2025-06,38.05,2.54,-0.46,2,2024-03,-0.84,0,0,"ZENITHSTL,"
Sharda Ispat Ltd.,SHRDAIS,Metal - Ferrous,116.26,BSE,229.00,2.99,1,2025-03,34.64,148.73,2025-06,155.5,4.9,2025-06,23.71,1.47,1.96,1,2025-03,0.59,13.69,14.09,"SHRDAIS,"
Shri Hare-Krishna Sponge Iron Ltd.,SHKSIL,Steel/Sponge Iron/Pig Iron,115.15,NSE,60.00,,1,2025-03,11.39,87.67,,,,2025-03,12.52,,1.11,1,2025-03,0.15,13.33,16.05,"SHKSIL,"
Bihar Sponge Iron Ltd.,BIHSPONG,Steel/Sponge Iron/Pig Iron,110.86,BSE,12.29,-3.68,1,2025-03,82.48,190.95,2025-06,293.06,8.82,2025-06,12.56,0.18,-1.21,1,2025-03,-0.88,0,0,"BIHSPONG,"
Garg Furnace Ltd.,GARGFUR,Steel & Iron Products,108.29,BSE,161.00,-2.39,1,2025-03,1.4,96.95,2025-06,259.44,7.32,2025-06,14.8,0.59,1.1,1,2024-03,0.04,18.94,15.16,"GARGFUR,"
KIC Metaliks Ltd.,KAJARIR,Steel/Sponge Iron/Pig Iron,103.97,BSE,29.29,-0.07,1,2025-03,124.01,222.9,2025-06,690.27,-8.09,2025-06,0,,0.6,1,2025-03,0.71,-3.44,-0.41,"KAJARIR,"
Hisar Metal Industries Ltd.,HISARMETAL,Steel & Iron Products,98.04,NSE,181.19,-0.06,1,2025-03,70.37,164.54,2025-06,243.35,2.74,2025-06,35.78,-8.83,1.55,1,2025-03,1.12,5.17,9.44,"HISARMETAL,"
Aditya Ultra Steel Ltd.,AUSL,Steel & Iron Products,88.91,NSE,35.80,9.31,1,2025-03,76.45,151.47,2025-03,585.32,9.33,2025-03,9.53,,1,1,2025-03,0.86,14.9,14.54,"AUSL,"
Prakash Steelage Ltd.,PRAKASHSTL,Steel & Iron Products,88.73,NSE,5.06,0.80,1,2025-03,3.9,91.89,2025-06,76.23,1.59,2025-06,55.84,3.87,9.56,1,2025-03,0.44,15.59,19.98,"PRAKASHSTL,"
Riddhi Steel & Tube Ltd.,RSTL,Steel & Iron Products,84.56,BSE,102.00,-4.90,1,2025-03,130.07,206.58,2025-03,391.13,7.59,2025-03,11.15,0.56,1.36,1,2025-03,2.09,12.71,11.58,"RSTL,"
MPK Steels (I) Ltd.,MPKSTEELS,Steel & Iron Products,77.58,BSE,76.20,,1,2025-03,18.48,94.82,,,,2025-03,12.82,,1.55,1,2025-03,0.76,28.55,26.62,"MPKSTEELS,"
