Sector: Textile,
Date: 09-Nov-2025,
Note:- Statement: 1 = Standalone and 2 = Consolidated,
Generated by and for: signshailesh@gmail.com,

Stock Name,Symbol,Industry,Market Cap(Rs. Cr.),Exchange,LTP,Chg%,TTM Statement,Period Ending,Total Debt(Rs. Cr.),Enterprise Value(Rs. Cr.),TTM Ending (Results),Net Sales (Rs. Cr.),Profit After Tax (Rs. Cr.),TTM Ending (Valuation),Price Earning Ratio(TTM),"PEG Ratio ",Price To Book Value(TTM),Statement,Year Ending,Debt Equity Ratio,Return On Equity(%),Return On Capital Employed(%),Symbol with Comma for External Upload
Pashupati Cotspin Ltd.,PASHUPATI,Textile - Spinning,1294.13,NSE,819.85,0.35,2,2025-03,113.22,1405.21,2025-03,637.49,12.88,2025-03,100.47,,8.28,2,2025-03,0.73,9.44,11.31,"PASHUPATI,"
Le Merite Exports Ltd.,LEMERITE,Textile,1246.42,NSE,497.90,5.42,1,2025-03,102.93,1295.57,2025-03,480.11,5.3,2025-03,235.17,,10.01,2,2025-03,0.92,6.69,8.77,"LEMERITE,"
Sportking India Ltd.,SPORTKING,Textile,1240.1,NSE,97.85,-0.55,1,2025-03,584.76,1824.1,2025-06,2475.98,112.57,2025-06,11.02,0.2,1.19,1,2025-03,0.58,11.45,12.12,"SPORTKING,"
R&B Denims Ltd.,RNBDENIMS,Textile,1236.68,NSE,136.77,2.83,2,2025-03,94.23,1319.26,2025-06,391,30.57,2025-06,42.6,0.84,6.47,2,2025-03,0.52,15.93,17.63,"RNBDENIMS,"
Mafatlal Industries Ltd.,MAFATIND,Textile,1220.57,BSE,169.15,-1.97,2,2025-09,57.98,1043.66,2025-09,3630.04,114.66,2025-09,10.6,0.07,1.52,2,2025-03,0.09,12.62,10,"MAFATIND,"
SBC Exports Ltd.,SBC,Textile,1166.67,NSE,24.61,-2.03,2,2025-09,198.6,1349.9,2025-09,325.49,22.42,2025-09,52.03,,19.75,2,2025-03,2.45,26.79,18.09,"SBC,"
Faze Three Ltd.,FAZE3Q,Textile,1160.75,NSE,478.40,2.05,2,2025-03,180.28,1331.96,2025-06,752.83,46.17,2025-06,25.14,1.43,3.05,2,2025-03,0.49,11.74,14.9,"FAZE3Q,"
AYM Syntex Ltd.,AYMSYNTEX,Textile,1019.6,NSE,173.61,-0.52,2,2025-09,224.84,1229.87,2025-09,1413.92,1.47,2025-09,693.61,,1.79,2,2025-03,0.32,2.34,8.33,"AYMSYNTEX,"
United Polyfab Gujarat Ltd.,UNITEDPOLY,Textile - Weaving,1001.15,NSE,43.62,-2.24,2,2025-03,118.38,1114.57,2025-03,602.22,17.69,2025-03,56.6,,9.7,2,2024-03,1.58,8.3,10.75,"UNITEDPOLY,"
Jaybharat Textiles & Real Estate Ltd.,JAYTEX,Textile - Spinning,992.31,BSE,25.92,,1,2019-09,,991.29,2019-12,30.97,-39.02,2019-12,0,,,1,2019-03,-1.14,0,-29.11,"JAYTEX,"
Century Enka Ltd.,CENTENKA,Textile,991.47,NSE,453.30,-0.38,2,2025-09,33.8,1014.61,2025-09,1747.63,59.16,2025-09,16.96,,0.69,2,2025-03,0.02,4.78,6.74,"CENTENKA,"
Karnika Industries Ltd.,KARNIKA,Textile,982.66,NSE,158.50,-1.98,1,2025-03,60.2,1041.76,2025-03,172.55,18.03,2025-03,54.5,,8.15,1,2025-03,0.85,29.05,24.29,"KARNIKA,"
AB Cotspin India Ltd.,ABCOTS,Textile,917.09,NSE,419.65,-0.18,1,2025-03,165.79,1082.81,2025-03,298.06,9.99,2025-03,91.79,,5.98,1,2024-03,2.57,14.95,10.76,"ABCOTS,"
Virat Industries Ltd.,VIRAT,Textile,912.07,BSE,628.00,-1.91,1,2025-03,0.63,905.32,2025-06,34.24,1.57,2025-06,581.3,-61.71,7.17,1,2025-03,0.02,3.47,4.79,"VIRAT,"
Voith Paper Fabrics India Ltd.,VOITHPAPR,Textile,849.04,BSE,1949.95,2.01,1,2025-03,0,638.9,2025-06,197.91,42.22,2025-06,20.11,2.08,2.14,1,2025-03,0,10.88,14.69,"VOITHPAPR,"
One Global Service Provider Ltd.,ONEGLOBAL,Textile,787.68,BSE,402.10,3.35,1,2025-03,0.34,760.87,2025-06,196.07,26.56,2025-06,29.65,0.23,9.66,1,2025-03,0,42.88,57.14,"ONEGLOBAL,"
Rajapalayam Mills Ltd.,RAJPALAYAM,Textile - Spinning,780.08,BSE,846.05,0.07,2,2025-03,1107.55,1881.52,2025-06,869.09,-55.75,2025-06,24.32,-0.84,0.34,2,2025-03,0.48,-2.55,0.46,"RAJPALAYAM,"
Sarla Performance Fibers Ltd.,SARLAPOLY,Textile - Manmade  Fibres,766.39,NSE,91.60,0.96,2,2025-03,172.45,936,2025-06,418.72,67.99,2025-06,11.25,0.69,1.5,2,2025-03,0.35,13.58,14.75,"SARLAPOLY,"
Ambika Cotton Mills Ltd.,AMBIKCO,Textile - Spinning,760.68,NSE,1329.70,1.49,1,2025-09,,585.77,2025-09,684.19,62,2025-09,12.27,2.61,0.83,1,2025-03,0.06,7.46,11.47,"AMBIKCO,"
GHCL Textiles Ltd.,GHCLTEXTIL,Textile - Spinning,749.39,NSE,78.63,-1.87,1,2025-09,56.72,799.82,2025-09,1174.4,53.1,2025-09,14.11,,0.51,1,2025-03,0.04,3.97,4.53,"GHCLTEXTIL,"
The Ruby Mills Ltd.,RUBYMILLS,Textile,732.67,NSE,220.61,-2.23,1,2025-03,327.61,1051.01,2025-06,265.31,45.57,2025-06,16.08,1.82,1.13,1,2025-03,0.51,6.84,6.58,"RUBYMILLS,"
Nahar Spinning Mills Ltd.,NAHARSPING,Textile - Spinning,726.72,NSE,202.02,0.00,1,2025-03,1100.88,1794.44,2025-06,3282.96,21.68,2025-06,33.53,1.92,0.48,1,2025-03,0.74,0.83,3.83,"NAHARSPING,"
RSWM Ltd.,RSWM,Textile,716.18,NSE,152.34,0.23,2,2025-09,1512,2221.84,2025-09,4773.2,6.45,2025-09,88.86,-9.17,0.55,2,2025-03,1.32,-3.09,2.64,"RSWM,"
Sunrakshakk Industries India Ltd.,SUNRAKSHAK,Textile - Manmade  Fibres,702.92,BSE,228.50,2.08,1,2025-03,41.35,744.27,2025-06,104.52,5.86,2025-06,119.97,4.95,4.9,1,2025-03,0.93,13.48,13.45,"SUNRAKSHAK,"
Vishal Fabrics Ltd.,VISHAL,Textile,674.49,BSE,27.24,0.85,2,2025-03,292.39,955.49,2025-06,1577.09,27.14,2025-06,20.2,,1.12,2,2025-03,0.66,6.58,11.63,"VISHAL,"
Gloster Ltd.,GLOSTERLTD,Textile,662.18,NSE,601.05,-3.84,2,2025-03,567.46,1204.39,2025-06,904.51,-1.89,2025-06,0,,0.61,2,2025-03,0.52,-1.22,1.55,"GLOSTERLTD,"
VTM Ltd.,VTMLTD,Textile - Weaving,661.34,BSE,65.94,-0.09,1,2025-03,40.8,698.78,2025-06,357.37,44.74,2025-06,14.78,0.49,2.09,1,2025-03,0.13,15.94,20.3,"VTMLTD,"
Cheviot Company Ltd.,CHEVIOT,Textile,650.11,NSE,1124.70,0.53,1,2025-03,5.03,643.86,2025-06,464.43,59.94,2025-06,10.85,2.92,1.14,1,2025-03,0.01,10.91,14.07,"CHEVIOT,"
Thomas Scott (India) Ltd.,THOMASCOTT,Textile,628.7,NSE,429.65,7.65,1,2025-03,13.48,641.84,2025-06,187.58,13.46,2025-06,46.69,0.87,5.25,1,2025-03,0.13,17.99,20.33,"THOMASCOTT,"
Borana Weaves Ltd.,BORANA,Textile,621.9,NSE,232.54,0.11,1,2025-03,59.05,680.91,2025-03,290.31,40.2,2025-03,15.47,,2.54,1,2025-03,0.67,59.45,41.19,"BORANA,"
Iris Clothings Ltd.,IRISDOREME,Textile,614.39,NSE,32.28,1.22,1,2025-09,12.01,625.45,2025-09,155.3,13.6,2025-09,45.16,1.66,4.64,1,2025-03,0.46,17.33,19.71,"IRISDOREME,"
Bella Casa Fashion & Retail Ltd.,BELLACASA,Textile,611.41,NSE,455.30,-1.66,1,2025-09,55.32,617.83,2025-09,383.81,18.96,2025-09,32.25,2.79,3.96,1,2025-03,0.12,13.48,18.06,"BELLACASA,"
Lakshmi Mills Company Ltd.,LAKSHMIMIL,Textile,598.17,BSE,8600.00,0.29,1,2025-03,133.51,727.71,2025-06,253.6,-25.42,2025-06,0,,0.69,1,2025-03,0.15,-0.53,0.91,"LAKSHMIMIL,"
Orbit Exports Ltd.,ORBTEXP,Textile,582.58,NSE,219.34,7.24,2,2025-09,7.97,588.49,2025-09,230.07,36.72,2025-09,15.22,1.85,1.95,2,2025-03,0.04,15.42,20.21,"ORBTEXP,"
Precot Ltd.,PRECOT,Textile - Spinning,574.2,NSE,478.50,-3.32,2,2025-03,325.72,893.84,2025-06,937.22,46.77,2025-06,16.51,0.52,1.25,2,2025-03,0.73,11.95,12.7,"PRECOT,"
Sutlej Textiles And Industries Ltd.,SUTLEJTEX,Textile - Spinning,553.74,NSE,33.81,1.20,2,2025-09,823.31,1358.54,2025-09,2579.65,-90.21,2025-09,0,,0.66,2,2025-03,0.98,-7.37,-2.61,"SUTLEJTEX,"
Donear Industries Ltd.,DONEAR,Textile,517.14,NSE,99.83,0.28,2,2025-03,389.69,896.85,2025-06,911.01,31.91,2025-06,16.22,,2.12,2,2025-03,1.66,14.52,13.51,"DONEAR,"
Trident Texofab Ltd.,TTFL,Textile,495.24,BSE,333.00,-2.84,1,2025-03,26.5,518.58,2025-06,124.42,2.83,2025-06,174.87,7.69,9.14,1,2025-03,0.62,8.46,11.43,"TTFL,"
Soma Textiles & Industries Ltd.,SOMATEX,Textile,489.38,NSE,139.97,-5.00,2,2025-03,2.86,487.77,2025-06,10.15,71.7,2025-06,6.83,0.5,3.03,2,2025-03,0.02,56.32,54.58,"SOMATEX,"
Nahar Industrial Enterprises Ltd.,NAHARINDUS,Textile - Spinning,475.69,NSE,110.92,0.09,2,2025-03,621.5,1089.72,2025-06,1564.24,21.06,2025-06,21.95,0.96,0.48,2,2025-03,0.63,1.89,4.49,"NAHARINDUS,"
Swaraj Suiting Ltd.,SWARAJ,Textile,470.97,NSE,213.90,6.55,1,2025-03,267.84,738.33,2025-03,416.57,33.32,2025-03,14.14,,3.09,2,2025-03,1.74,26.68,18.28,"SWARAJ,"
Nandan Denim Ltd.,NDL,Textile,469.92,NSE,3.25,0.31,1,2025-03,248.61,692.27,2025-06,3872.73,37.19,2025-06,12.64,0.1,0.75,1,2025-03,0.4,5.56,9.27,"NDL,"
Pasupati Acrylon Ltd.,PASUPTAC,Textile - Manmade  Fibres,459.12,NSE,51.62,0.21,1,2025-09,110.21,521.21,2025-09,838.49,39.35,2025-09,11.67,0.53,1.2,1,2025-03,0.3,10.21,11.89,"PASUPTAC,"
Raghuvir Synthetics Ltd.,RAGHUSYN,Textile,441.75,BSE,115.85,1.58,2,2025-03,30.26,463.51,2025-06,340.04,12.79,2025-06,34.44,,11.18,2,2025-03,0.86,29.29,19.24,"RAGHUSYN,"
Stovec Industries Ltd.,STOVACQ,Textile - Machinery,439.6,BSE,2114.95,0.29,1,2025-06,,406.03,2025-06,219.22,10.16,2025-06,43.28,-3.04,3.38,1,2024-12,0,9.78,13.23,"STOVACQ,"
Ludlow Jute & Specialities Ltd.,LUDLOWJUT,Textile - Weaving,406.74,BSE,377.55,-3.87,1,2025-09,149.83,553.89,2025-09,395.33,11.27,2025-09,36.09,,2.26,1,2025-03,0.88,-6.35,-0.56,"LUDLOWJUT,"
Shree Karni Fabcom Ltd.,SHREEKARNI,Textile,404.52,NSE,559.60,,1,2025-03,103.15,497.37,2025-03,165.71,15.11,2025-03,26.78,,4.26,2,2025-03,1.24,20.67,14.36,"SHREEKARNI,"
Manomay Tex India Ltd.,MANOMAY,Textile - Weaving,399.06,NSE,221.18,2.25,1,2025-03,328.51,725.61,2025-06,705.46,18.59,2025-06,21.46,0.92,2.61,1,2025-03,2.22,13.89,12.74,"MANOMAY,"
Filatex Fashions Ltd.,FILATFASH,Textile,391.7,NSE,0.46,0.00,2,2025-03,49.56,440.34,2025-06,205.43,9.1,2025-06,43.03,,0.17,2,2024-03,0.02,0.74,1.08,"FILATFASH,"
Ashima Ltd.,ASHIMASYN,Textile,389.45,NSE,20.33,-1.21,2,2025-03,121.4,415.89,2025-06,11.03,-5.41,2025-06,0,,1.31,2,2025-03,0.41,-0.08,1.52,"ASHIMASYN,"
Banswara Syntex Ltd.,BANSWRAS,Textile - Manmade  Fibres,389.05,NSE,113.92,0.86,2,2025-03,452.14,827.32,2025-06,1327.55,17.89,2025-06,19.79,-1.24,0.7,2,2025-03,0.81,4.05,7.45,"BANSWRAS,"
Varvee Global Ltd.,VGL,Textile - Weaving,385.56,NSE,148.87,4.00,1,2025-03,94.26,464.93,2025-06,28.37,17.93,2025-06,21.5,1.1,4.18,1,2024-03,16.14,-113.53,-9.65,"VGL,"
Rudra Ecovation Ltd.,RUDRAECO,Textile,382.22,BSE,33.79,-0.18,1,2025-03,0.74,382.84,2025-06,26.53,-3.9,2025-06,0,0,4.43,1,2025-03,0.01,-6.62,-3.04,"RUDRAECO,"
Ginni Filaments Ltd.,GINNIFILA,Textile - Spinning,362.39,NSE,42.74,-3.52,1,2025-03,65.77,421.77,2025-06,397.64,18.92,2025-06,19.16,1.49,1.69,1,2025-03,0.33,2.13,5.35,"GINNIFILA,"
VIP Clothing Ltd.,VIPCLOTHNG,Textile,353.95,NSE,35.07,4.22,1,2025-03,77.7,430.94,2025-06,252.22,7.44,2025-06,47.56,2.53,2.01,1,2025-03,0.45,3.65,6.34,"VIPCLOTHNG,"
Vardhman Polytex Ltd.,VARDMNPOLY,Textile,352.43,NSE,7.64,0.13,1,2025-03,49.65,401.65,2025-06,280.48,25.87,2025-06,13.62,0.79,-1.45,1,2025-03,-0.2,0,0,"VARDMNPOLY,"
Spunweb Nonwoven Ltd.,SPUNWEB,Textile,350.58,NSE,145.45,-2.42,1,2025-09,74.91,425.02,,,,2025-03,39.81,,3.37,2,2025-03,2.02,30.48,22.26,"SPUNWEB,"
Vardhman Acrylics Ltd.,VARDHACRLC,Textile - Manmade  Fibres,320.49,NSE,39.88,-1.12,1,2025-09,,289.83,2025-09,312.68,10.18,2025-09,31.48,-1.32,1.39,1,2024-03,0,7.18,8.84,"VARDHACRLC,"
Binny Ltd.,BINNY,Textile,314.59,BSE,145.50,,1,2023-09,0.66,307.32,2023-12,158.61,22.78,2023-12,13.81,0.25,0.72,1,2023-03,0,16.24,28.96,"BINNY,"
Gretex Industries Ltd.,GRETEX,Textile,294.62,NSE,190.00,,2,2025-03,8.04,302.12,2025-03,35.76,1.51,2025-03,207.98,,7.06,2,2025-03,0.32,6.24,6.15,"GRETEX,"
Baroda Rayon Corporation Ltd.,BARODARY,Textile,289.83,BSE,126.50,-2.62,1,2025-03,174.78,463.75,2025-06,111.47,41.14,2025-06,7.04,0.1,0.76,1,2025-03,0.47,11.46,7.63,"BARODARY,"
Axita Cotton Ltd.,AXITA,Textile,289,NSE,8.30,-0.48,2,2025-03,1,279.3,2025-06,654.48,-1.31,2025-06,0,,4.52,2,2025-03,0.02,1.25,3.24,"AXITA,"
Ecoline Exim Ltd.,ECOLINE,Textile,285.47,NSE,139.15,-1.31,1,2025-09,46.23,270.65,,,,2025-03,15.17,,1.91,2,2024-03,0.62,36.13,29.42,"ECOLINE,"
Candour Techtex Ltd.,CANDOUR,Textile,275.35,BSE,146.90,-1.11,1,2025-03,24.63,289.36,2025-06,173.68,-0.85,2025-06,0,0,6.11,1,2024-03,1.25,-3.75,2.09,"CANDOUR,"
DCM Nouvelle Ltd.,DCMNVL,Textile,261.86,NSE,139.64,-4.24,2,2025-03,337.56,597.98,2025-06,1059.63,11.09,2025-06,19.1,,0.8,2,2025-03,1.04,1.88,5.94,"DCMNVL,"
RRIL Ltd.,RRIL,Textile,251.52,BSE,20.80,1.66,2,2025-03,29.02,280.09,2025-06,120.86,7.44,2025-06,33.78,,2.36,2,2025-03,0.28,6.72,8.65,"RRIL,"
Zodiac Clothing Company Ltd.,ZODIACLOTH,Textile,247.33,NSE,97.16,0.98,2,2025-03,46.21,286.4,2025-06,175.63,-36.75,2025-06,0,0,1.26,2,2025-03,0.22,-16.47,-9.88,"ZODIACLOTH,"
Shiva Texyarn Ltd.,SHIVATEX,Textile - Spinning,245.9,NSE,190.82,-1.45,2,2025-09,98.07,340.46,2025-09,348.08,16.21,2025-09,15.17,,1.72,2,2025-03,0.73,9.32,9.51,"SHIVATEX,"
T.T. Ltd.,TTL,Textile,245.4,NSE,9.55,6.35,1,2025-09,73.19,317.92,2025-09,212.91,-2.49,2025-09,0,,2.19,1,2025-03,1.21,6.97,11.74,"TTL,"
True Green Bio Energy Ltd.,TRUEGREEN,Textile - Spinning,242.53,BSE,73.75,0.35,1,2025-03,173.6,412.99,2025-06,27.04,-1.65,2025-06,0,0,2.82,1,2025-03,2.66,-2.16,-0.72,"TRUEGREEN,"
MK Exim (India) Ltd.,MKEXIM,Textile,242.2,BSE,60.15,2.91,1,2025-09,1.93,226.54,2025-09,95.12,18.24,2025-09,13.28,0.16,2.27,2,2025-03,0.01,19.46,27.45,"MKEXIM,"
ACS Technologies Ltd.,ACSTECH,Textile - Spinning,236.83,BSE,38.99,-0.54,2,2025-03,27.45,262.57,2025-06,137.79,4.88,2025-06,50.56,,2.37,2,2024-03,0.17,5.02,5.84,"ACSTECH,"
Super Sales India Ltd.,SUPER,Textile - Spinning,233.85,BSE,761.35,-5.30,1,2025-03,86.21,286.29,2025-06,405.23,-1.01,2025-06,0,,0.41,1,2025-03,0.15,-0.31,1.13,"SUPER,"
Bhilwara Technical Textiles Ltd.,BTTL,Textile,233.43,BSE,40.00,-0.70,2,2025-03,0,232.05,2025-06,12.24,0.08,2025-06,77.17,2.44,1.35,2,2025-03,0,4.32,4.64,"BTTL,"
CPS Shapers Ltd.,CPS,Textile,233.28,NSE,1055.05,0.00,1,2025-03,8.02,241.17,2025-03,30.86,0.17,2025-03,0,,13.78,1,2025-03,0.47,1.16,4.83,"CPS,"
Suditi Industries Ltd.,SUDTIND-B,Textile,229.26,BSE,55.25,-4.33,2,2025-03,7.82,236.04,2025-06,109.51,7.97,2025-06,30.88,1.18,11.8,2,2025-03,0.45,0,35.29,"SUDTIND-B,"
Forcas Studio Ltd.,FORCAS,Textile,219.75,NSE,125.00,1.63,1,2025-03,13.36,224.67,2025-03,142.24,8.63,2025-03,25.47,,3.45,1,2025-03,0.21,20.63,22.04,"FORCAS,"
