Sector: Electricals,
Date: 09-Nov-2025,
Note:- Statement: 1 = Standalone and 2 = Consolidated,
Generated by and for: signshailesh@gmail.com,

Stock Name,Symbol,Industry,Market Cap(Rs. Cr.),Exchange,LTP,Chg%,TTM Statement,Period Ending,Total Debt(Rs. Cr.),Enterprise Value(Rs. Cr.),TTM Ending (Results),Net Sales (Rs. Cr.),Profit After Tax (Rs. Cr.),TTM Ending (Valuation),Price Earning Ratio(TTM),"PEG Ratio ",Price To Book Value(TTM),Statement,Year Ending,Debt Equity Ratio,Return On Equity(%),Return On Capital Employed(%),Symbol with Comma for External Upload
Insolation Energy Ltd.,INA,Electronics - Components,3791,BSE,171.15,-0.81,1,2025-03,108.09,3585.16,2025-03,112.77,5.02,2025-03,754.98,,8.69,2,2025-03,0.18,35.18,34.98,"INA,"
Centum Electronics Ltd.,CENTUM,Electronics - Components,3548.54,NSE,2420.60,1.37,2,2025-03,142.9,3562.44,2025-06,1183.31,6.39,2025-06,555.15,,8.77,2,2025-03,0.36,-0.64,9.91,"CENTUM,"
Cyient DLM Ltd.,CYIENTDLM,Electronics - Components,3520.6,NSE,443.70,-0.27,2,2025-09,159.2,3370.88,2025-09,1461.35,81.63,2025-09,43.13,,3.57,2,2025-03,0.26,7.39,11.56,"CYIENTDLM,"
Universal Cables Ltd.,UNIVCABLES,Cable,2497.72,NSE,720.00,-0.81,2,2025-03,846.58,3336.18,2025-06,2519.88,58.71,2025-06,21.4,-142.68,1.4,2,2025-03,0.48,5.04,8.57,"UNIVCABLES,"
Indosolar Ltd.,WAAREEINDO,Electronics - Components,2411.97,NSE,579.75,,1,2025-09,,2400.36,2025-09,692.24,213.41,2025-09,11.3,0.21,11.85,1,2025-03,1.16,420.64,79.7,"WAAREEINDO,"
Kernex Microsystems (India) Ltd.,KERNEX,Electronics - Components,2140.43,NSE,1276.90,1.83,2,2025-03,40.32,2146.43,2025-06,217.03,53.89,2025-06,39.58,0.56,13.05,2,2025-03,0.26,38.02,23.69,"KERNEX,"
RIR Power Electronics Ltd.,RIR,Electronics - Components,2128.56,BSE,267.50,0.66,2,2025-03,18.79,2142.56,2025-06,86.17,7.21,2025-06,295.18,,5.9,2,2025-03,0.17,10.17,10.64,"RIR,"
Advait Energy Transitions Ltd.,ADVAIT,Cable,1892.91,BSE,1731.00,1.23,2,2025-03,67.05,1863.91,2025-06,457.73,36.39,2025-06,55.9,0.42,8.37,2,2025-03,0.34,23.71,27.9,"ADVAIT,"
Aimtron Electronics Ltd.,AIMTRON,Electronics - Components,1878.79,NSE,920.35,6.69,1,2025-09,0.49,1852.44,2025-03,158.31,25.74,2025-03,73,,12.11,2,2025-03,0,24.8,29.16,"AIMTRON,"
Dynamic Cables Ltd.,DYCL,Cable,1774.8,NSE,365.80,-2.70,1,2025-09,75.18,1814.85,2025-09,1126.27,77.21,2025-09,22.99,0.8,4.33,1,2025-03,0.16,22.05,26.39,"DYCL,"
IKIO Technologies Ltd.,IKIO,Electronics - Components,1608.6,NSE,208.23,-0.20,2,2025-09,26.23,1546.53,2025-09,518.16,20.4,2025-09,90.97,,2.88,2,2025-03,0.04,5.85,8.61,"IKIO,"
V-Marc India Ltd.,VMARCIND,Cable,1524.95,NSE,624.45,3.40,1,2025-09,242.76,1744.01,2025-03,904.88,36.09,2025-03,42.25,0.86,8.05,1,2025-03,0.92,24.39,26.46,"VMARCIND,"
Vinyas Innovative Technologies Ltd.,VINYAS,Electronics - Components,1477.95,NSE,1174.40,-0.66,1,2025-09,127.63,1556.39,2025-03,396.64,19.42,2025-03,76.09,,10.06,1,2025-03,0.7,14.12,16.32,"VINYAS,"
Paramount Communications Ltd.,PARACABLES,Cable,1273.51,NSE,41.71,-0.67,2,2025-03,25.26,1259.22,2025-06,1705.66,80.17,2025-06,15.89,0.59,1.74,2,2025-03,0.04,12.99,16.62,"PARACABLES,"
Quadrant Future Tek Ltd.,QUADFUTURE,Cable,1221.8,NSE,305.25,-2.77,1,2025-03,85.42,1120.38,2025-03,150.61,-19.68,2025-03,0,,4.3,1,2025-03,0.29,-11.42,-7.01,"QUADFUTURE,"
Swelect Energy Systems Ltd.,SWELECTES,Electronics - Components,1154.72,NSE,765.80,-0.36,2,2025-03,623.52,1586.48,2025-06,685.06,28.56,2025-06,43,36.44,1.32,2,2025-03,0.73,1.66,6.99,"SWELECTES,"
ICE Make Refrigeration Ltd.,ICEMAKE,Electronics - Components,1110.1,NSE,703.50,-0.37,2,2025-03,81.74,1187.42,2025-06,505.8,17.79,2025-06,61.76,1.74,9.06,2,2024-03,0.24,28.21,34.94,"ICEMAKE,"
Australian Premium Solar (India) Ltd.,APS,Electronics - Components,959.92,NSE,476.15,2.30,2,2025-09,31.73,965.7,2025-03,438.88,39.79,2025-03,23.94,,8.97,2,2025-03,0.1,45.48,56.76,"APS,"
SPEL Semiconductor Ltd.,SPELS,Electronics - Components,823.89,BSE,178.65,-3.04,1,2025-03,31,854.89,2025-06,7.66,-23.06,2025-06,0,,112.5,1,2025-03,2.4,-91.52,-35.12,"SPELS,"
Modern Insulators Ltd.,MODINSU,Electronics - Components,775.75,BSE,164.55,4.98,2,2025-09,32.62,799.37,2025-09,602.4,49.8,2025-09,15.58,2.01,1.57,2,2025-03,0.05,8.69,10.53,"MODINSU,"
CWD Ltd.,CWD,Electronics - Components,723.82,BSE,1650.00,1.83,1,2025-03,8.64,705.2,2025-03,33.82,2.51,2025-03,288.33,,8.29,2,2025-03,0.24,8.49,9.51,"CWD,"
Delton Cables Ltd.,DLTNCBL,Cable,635.77,BSE,739.00,0.28,1,2025-03,171.39,794.67,2025-06,722.12,20.57,2025-06,30.91,1.9,6.8,1,2025-03,1.89,25.36,24.58,"DLTNCBL,"
Sahasra Electronic Solutions Ltd.,SAHASRA,Electronics - Components,624.44,NSE,249.85,0.77,1,2025-03,51.74,670.56,2025-03,86.83,8.3,2025-03,75.26,,2.75,2,2025-03,0.23,-1.06,2.39,"SAHASRA,"
Birla Cable Ltd.,BIRLACABLE,Cable,466.8,NSE,155.69,-0.81,2,2025-09,110.85,574.6,2025-09,666.53,5,2025-09,93.32,,1.73,2,2025-03,0.43,1.94,5.14,"BIRLACABLE,"
BPL Ltd.,BPL,Electronics - Components,354.63,NSE,72.19,0.31,2,2025-06,9.41,362.07,2025-06,78.45,-10.55,2025-06,0,,1.41,2,2025-03,0.12,0.04,0.91,"BPL,"
JD Cables Ltd.,JDCABLES,Cable,322.03,BSE,143.00,9.24,1,2024-03,17.77,338.99,,,,2024-03,70.32,,,1,2024-03,2.27,101.65,46.98,"JDCABLES,"
Hindusthan Urban Infrastructure Ltd.,HUIL,Electronics - Components,306.61,BSE,2125.00,-0.70,2,2025-03,337.46,631.84,2025-06,515.41,-8.13,2025-06,28.9,,1.15,2,2025-03,1,-10.15,-3.12,"HUIL,"
BCC Fuba India Ltd.,BCCFUBA,Electronics - Components,273.82,BSE,181.00,2.64,1,2025-03,11.95,285.45,2025-06,52.94,4.19,2025-06,65.38,1.62,11.19,1,2025-03,0.52,17.54,18.88,"BCCFUBA,"
Cosmo Ferrites Ltd.,COSMOFE,Electronics - Components,262.07,BSE,215.60,-3.10,1,2025-03,71.45,323.41,2025-06,90.21,-3.92,2025-06,0,0,10.61,1,2025-03,2.9,-20.58,-0.75,"COSMOFE,"
Vintron Informatics Ltd.,VINTRON,Electronics - Components,245.06,BSE,16.75,-0.95,1,2025-03,10.43,255.38,2024-12,702.12,48.42,2025-03,5.11,0.09,2.71,1,2025-03,0.17,144.34,117.29,"VINTRON,"
Eppeltone Engineers Ltd.,EEPL,Electronics - Components,244.28,NSE,188.50,2.92,1,2025-03,30.54,271.16,,,,2025-03,21.75,,2.91,1,2025-03,0.76,37.19,32.37,"EEPL,"
Cords Cable Industries Ltd.,CORDSCABLE,Cable,229.79,NSE,178.07,-3.27,1,2025-03,112.68,318.97,2025-06,847.3,15.66,2025-06,14.67,2.23,1.23,1,2025-03,0.62,8.34,16.35,"CORDSCABLE,"
Plaza Wires Ltd.,PLAZACABLE,Cable,198.42,NSE,45.22,-4.09,1,2025-03,25.21,223.54,2025-06,236.29,3.28,2025-06,60.53,,1.61,1,2025-03,0.21,2.39,4.43,"PLAZACABLE,"
Prime Cable Industries Ltd.,PRIMECAB,Cable,182.14,NSE,99.40,-5.60,1,2025-09,45.35,186.66,,,,2025-03,24.27,,3.51,1,2025-03,2.63,69.16,30.48,"PRIMECAB,"
Bhadora Industries Ltd.,BHADORA,Cable,163.31,NSE,87.80,2.69,1,2025-03,19.67,176.63,,,,2025-03,15.14,,2.13,1,2025-03,0.94,69.38,57.48,"BHADORA,"
Surana Solar Ltd.,SURANASOL,Electronics - Components,152.74,NSE,31.07,0.13,2,2025-03,0,150.84,2025-03,38.8,-0.05,2025-03,0,,2.72,2,2025-03,0,-0.11,0.15,"SURANASOL,"
Ultracab (India) Ltd.,ULTRACAB,Cable,128.37,BSE,10.44,0.38,1,2025-03,34.34,157.28,2025-06,245.87,9.3,2025-06,13.8,0.25,1.44,1,2025-03,0.39,15.53,17.7,"ULTRACAB,"
Edvenswa Enterprises Ltd.,EDVENSWA,Electronics - Components,122.01,BSE,41.88,1.11,2,2025-03,1.81,102.53,2025-06,135.8,13.42,2025-06,9.09,,0.92,2,2024-03,0,15.43,23.78,"EDVENSWA,"
Aksh Optifibre Ltd.,AKSHOPTFBR,Cable,119.26,NSE,7.31,-1.22,2,2025-09,81.49,180.18,2025-09,120.11,-20.9,2025-09,0,0,-7.19,2,2025-03,-11.37,-352.51,-15.15,"AKSHOPTFBR,"
DCG Cables & Wires Ltd.,DCG,Cable,115.25,NSE,63.50,1.93,1,2025-03,35.04,147.7,2025-03,127.56,8.1,2025-03,14.22,,1.52,2,2024-03,1.09,45.38,36.09,"DCG,"
Richa Info Systems Ltd.,RICHA,Electronics - Components,101.2,NSE,74.95,-0.60,1,2025-09,10.67,111.48,2025-03,127.69,5.24,2025-03,19.32,,1.14,1,2025-03,0.09,10.78,12.15,"RICHA,"
Electro Force (India) Ltd.,EFORCE,Electronics - Components,97.11,NSE,41.50,-1.66,1,2025-03,0,95.25,2025-03,52.39,1.28,2025-03,75.85,,1.36,1,2025-03,0,1.81,2.77,"EFORCE,"
Magnus Steel And Infra Ltd.,MAGNUS,Cable,90.38,BSE,17.25,1.95,1,2025-09,2.09,92.46,2025-09,12.43,1.96,2025-09,46.02,2.61,1.83,1,2024-03,-1.03,0,-559.86,"MAGNUS,"
Marco Cables & Conductors Ltd.,MARCO,Cable,76.01,NSE,40.65,-0.61,1,2025-03,35.78,107.47,2025-03,111.41,5.2,2025-03,14.63,,2.82,1,2024-03,1.48,13.51,16.92,"MARCO,"
Pulz Electronics Ltd.,PULZ,Electronics - Components,74.58,NSE,34.20,-4.47,1,2025-03,0.39,66.28,2025-03,30.3,1.83,2025-03,40.81,1.73,2.77,2,2025-03,0.01,13.31,18.44,"PULZ,"
Gujarat Poly Electronics Ltd.,GUJARATPOLY,Electronics - Components,66.13,BSE,78.20,-0.91,1,2025-09,9.82,73.94,2025-09,17.39,4.33,2025-09,15.28,1.27,4.57,1,2025-03,0.87,20.88,12.73,"GUJARATPOLY,"
Ultra Wiring Connectivity Systems Ltd.,UWCSL,Electronics - Components,57.73,NSE,110.95,,1,2025-03,5.62,60.85,2025-03,55.85,2.8,2025-03,20.63,0.8,2.62,1,2025-03,0.26,13.57,16.9,"UWCSL,"
Jigar Cables Ltd.,JIGAR,Cable,56.78,BSE,63.00,,1,2025-03,2.82,57.96,2025-03,103.15,1.75,2025-03,32.43,0.65,2.02,2,2025-03,0.15,10.34,16.72,"JIGAR,"
Relicab Cable Manufacturing Ltd.,RELICAB,Cable,56.14,BSE,56.80,1.39,1,2025-03,10.53,63.49,2025-06,44.41,1.95,2025-06,28.82,1.46,3.98,1,2025-03,0.78,13.43,20.34,"RELICAB,"
Tamilnadu Telecommunications Ltd.,TNTELE,Cable,53.81,NSE,11.59,1.93,1,2025-06,36.87,90.58,2025-06,0,-15.68,2025-06,0,0,-0.29,1,2025-03,-0.19,0,0,"TNTELE,"
Incap Ltd.,INCAP,Electronics - Components,51.33,BSE,100.00,-1.67,1,2025-09,4.9,56.15,2025-09,38.03,0.64,2025-09,80.84,6.38,3.06,1,2025-03,0.33,4.95,7.59,"INCAP,"
Fine-Line Circuits Ltd.,FINELINE,Electronics - Components,45.04,BSE,94.00,0.00,1,2025-03,5.8,49.92,2025-06,30.57,0.19,2025-06,237.05,6.99,5.08,1,2025-03,0.66,2.28,4.43,"FINELINE,"
Clenon Enterprises Ltd.,CLENON,Cable,44.64,BSE,51.81,,1,2025-03,7.79,50.75,2025-06,0.9,-0.72,2025-06,0,,-5.9,1,2024-03,-1.19,0,-16.73,"CLENON,"
Cybele Industries Ltd.,CYBELEIND,Cable,22.99,BSE,21.47,-1.06,2,2025-06,28.04,26.97,2025-06,21.13,-3.74,2025-06,0,,1.28,2,2025-03,2.01,-65.55,-26.84,"CYBELEIND,"
Containe Technologies Ltd.,CONTAINE,Electronics - Components,20.61,BSE,33.00,-0.75,1,2025-03,9.43,29.16,2025-03,15.35,0.89,2025-03,22.99,,1.98,1,2025-03,0.9,8.99,9.33,"CONTAINE,"
Pan Electronics (India) Ltd.,PANELEC,Electronics - Components,18.4,BSE,46.01,-1.79,1,2025-06,37.03,55.05,2025-06,6.12,-1.84,2025-06,0,0,-0.63,1,2025-03,-1.24,0,-42.5,"PANELEC,"
Switching Technologies Gunther Ltd.,SWITCHTE,Electronics - Components,15.7,BSE,64.09,2.45,1,2025-09,,15.43,2025-09,8.11,-6.57,2025-09,0,,-0.97,1,2025-03,-0.08,0,0,"SWITCHTE,"
Continental Controls Ltd.,CONTICON,Electronics - Components,8.92,BSE,14.51,-4.98,1,2025-09,0.15,9.06,2025-09,0,0.01,2025-09,743.18,47.13,4.2,1,2024-03,0,-13.93,-7.72,"CONTICON,"
SGN Telecoms Ltd.,SGNTE,Cable,8.08,BSE,1.00,-4.76,1,2025-06,,7.99,2025-06,0.03,-0.23,2025-06,0,0,42.19,1,2024-03,0,-75.96,-74.6,"SGNTE,"
CMI Ltd.,CMICABLES,Cable,6.59,NSE,3.90,,1,2024-09,381.14,381.67,2024-12,98.52,-20.93,2024-12,0,,-0.04,1,2024-03,-2.81,0,-3.69,"CMICABLES,"
Ultracab (India) Ltd. - (Rights Entitlements (REs)),ULTACA-RE,Cable,0,BSE,0.40,,1,,,0,,,,-0,,,,1,-0,,,,"ULTACA-RE,"
Magnus Steeland Infra Ltd. - (Rights Entitlements (REs)),MAGNUS-RE,Cable,0,BSE,1.20,-4.76,1,,,0,,,,-0,,,,1,-0,,,,"MAGNUS-RE,"
