Sector: Realty,
Date: 09-Nov-2025,
Note:- Statement: 1 = Standalone and 2 = Consolidated,
Generated by and for: signshailesh@gmail.com,

Stock Name,Symbol,Industry,Market Cap(Rs. Cr.),Exchange,LTP,Chg%,TTM Statement,Period Ending,Total Debt(Rs. Cr.),Enterprise Value(Rs. Cr.),TTM Ending (Results),Net Sales (Rs. Cr.),Profit After Tax (Rs. Cr.),TTM Ending (Valuation),Price Earning Ratio(TTM),"PEG Ratio ",Price To Book Value(TTM),Statement,Year Ending,Debt Equity Ratio,Return On Equity(%),Return On Capital Employed(%),Symbol with Comma for External Upload
Embassy Developments Ltd.,EMBDL,Construction - Real Estate,11987.41,NSE,86.72,-3.80,2,2025-09,4635.94,15621.05,2025-09,2341.84,-172.64,2025-09,0,0,1.17,2,2025-03,0.52,3.51,5.67,"EMBDL,"
Sri Lotus Developers And Realty Ltd.,LOTUSDEV,Construction - Real Estate,8581.99,NSE,175.17,1.02,2,2025-03,122.13,8323.61,,,,2025-03,37.74,,4.9,2,2025-03,0.13,41.36,37.83,"LOTUSDEV,"
Mahindra Lifespace Developers Ltd.,MAHLIFE,Construction - Real Estate,8479.24,NSE,397.45,-1.02,2,2025-09,303.7,8448.21,2025-09,226.05,-145.42,2025-09,52.43,2.12,2.48,2,2025-03,0.76,3.26,2.96,"MAHLIFE,"
Max Estates Ltd.,MAXESTATES,Construction - Real Estate,7911.24,NSE,486.95,1.09,2,2025-09,2064.73,9208.59,2025-09,180.07,49.55,2025-09,141.78,,3.38,2,2025-03,0.72,1.55,3.31,"MAXESTATES,"
Valor Estate Ltd.,DBREALTY,Construction - Real Estate,7853.51,NSE,145.74,1.27,2,2025-03,1897.18,9629.01,2025-06,1893.96,-86.05,2025-06,0,0,1.6,2,2025-03,0.39,-2.39,-1.42,"DBREALTY,"
Welspun Enterprises Ltd.,WELENT,Construction - Real Estate,7619.68,NSE,550.20,0.39,2,2025-03,1490.48,8467.36,2025-06,3521.9,384.21,2025-06,24.17,1.45,2.87,2,2025-03,0.59,15.78,19.08,"WELENT,"
Kalpataru Ltd.,KALPATARU,Construction - Real Estate,7613.67,NSE,369.70,0.18,2,2025-03,10172.02,17068.46,2025-03,2221.62,25.99,2025-03,352.16,,1.89,2,2025-03,4.1,1.41,1.06,"KALPATARU,"
Keystone Realtors Ltd,RUSTOMJEE,Construction - Real Estate,6968.12,NSE,553.00,-1.32,2,2025-03,904.48,7026.77,2025-06,1855.06,190.06,2025-06,43.37,,2.53,2,2025-03,0.33,8.33,11.59,"RUSTOMJEE,"
Ganesh Housing Ltd.,GANESHHOU,Construction - Real Estate,6769.78,NSE,812.50,-1.59,2,2025-09,77.23,6841.83,2025-09,833.42,526.9,2025-09,12.85,0.27,3.05,2,2025-03,0.01,33.16,44.02,"GANESHHOU,"
Sunteck Realty Ltd.,SUNTECK,Construction - Real Estate,6487.27,NSE,442.80,-1.07,2,2025-09,525.07,6949.28,2025-09,808.49,173.5,2025-09,37.01,2.43,1.95,2,2025-03,0.12,4.71,6.28,"SUNTECK,"
Puravankara Ltd.,PURVA,Construction - Real Estate,6069.85,NSE,256.35,-1.48,2,2025-09,4466.05,9830.73,2025-09,2028.34,-290.06,2025-09,0,,3.67,2,2025-03,2.49,-10.15,6.12,"PURVA,"
Ahluwalia Contracts (India) Ltd.,AHLUCONT,Construction - Real Estate,5971.27,NSE,889.55,-1.66,2,2025-03,14,5020.91,2025-06,4184.16,222.26,2025-06,26.81,1.04,3.23,2,2025-03,0.01,11.89,19.15,"AHLUCONT,"
Hubtown Ltd.,HUBTOWN,Construction - Real Estate,4569.96,NSE,322.35,2.11,2,2025-03,792.26,5171.86,2025-06,475.56,131.16,2025-06,37.97,1.68,1.76,2,2025-03,0.33,3.04,8.57,"HUBTOWN,"
TARC Ltd.,TARC,Construction - Real Estate,4494.32,NSE,152.04,-0.34,2,2025-03,1949.65,6358.3,2025-06,101.37,-146.4,2025-06,0,,4.1,2,2025-03,1.87,-19.96,-4.84,"TARC,"
Ajmera Realty & Infra India Ltd.,AJMERA,Construction - Real Estate,4029.19,NSE,1021.90,0.50,2,2025-09,652.24,4590.96,2025-09,821.82,127.75,2025-09,31.52,1.02,3.19,2,2025-03,0.56,12.2,13.65,"AJMERA,"
Raymond Realty Ltd.,RAYMONDREL,Construction - Real Estate,3989.1,NSE,598.85,-0.74,2,2025-09,564.06,4338.99,,,,2025-03,224.44,,2.97,2,2025-03,9.81,75.48,16.57,"RAYMONDREL,"
Marathon Nextgen Realty Ltd.,MARATHON,Construction - Real Estate,3986.91,NSE,593.00,1.89,2,2025-03,560.26,4455.38,2025-06,558.74,182.31,2025-06,19.03,0.38,1.86,2,2025-03,0.47,14.83,15.18,"MARATHON,"
Hemisphere Properties India Ltd.,HEMIPROP,Construction - Real Estate,3866.03,NSE,135.81,-0.10,1,2025-09,88.04,3928.6,2025-09,0.96,-9.64,2025-09,0,,8.79,1,2025-03,0.17,-2.13,-0.73,"HEMIPROP,"
PSP Projects Ltd.,PSPPROJECT,Construction - Real Estate,3783.21,NSE,956.30,2.96,2,2025-09,349.82,3940.54,2025-09,2523.72,29.64,2025-09,134.61,-8.87,3.09,2,2025-03,0.22,5.46,8.71,"PSPPROJECT,"
Kolte-Patil Developers Ltd.,KOLTEPATIL,Construction - Real Estate,3737.87,NSE,420.55,1.36,2,2025-03,1108.89,4406.93,2025-06,1458.99,83.06,2025-06,44.85,5.58,3.04,2,2025-03,1.34,13.83,11.3,"KOLTEPATIL,"
National Standard (India) Ltd.,NATIONSTD,Construction - Real Estate,3434.5,BSE,1712.00,-1.22,1,2025-09,,3434.45,2025-09,35.75,10.99,2025-09,312.4,20.65,12.37,1,2025-03,0,4.97,6.88,"NATIONSTD,"
Grand Oak Canyons Distillery Ltd.,GRANDOAK,Construction - Real Estate,3358.21,BSE,64.49,2.14,2,2025-03,2650,6008.19,2025-06,0,-5.05,2025-06,0,,3.95,2,2025-03,3.12,-1.17,-0.22,"GRANDOAK,"
AGI Infra Ltd.,AGIIL,Construction - Real Estate,3249.65,NSE,266.20,0.91,2,2025-03,137.42,3359.49,2025-06,343.86,72.26,2025-06,44.97,1.3,10.32,2,2025-03,0.47,25.67,22.03,"AGIIL,"
Arkade Developers Ltd.,ARKADE,Construction - Real Estate,3121.93,NSE,167.97,0.34,2,2025-09,174.19,3231.89,2025-09,779.17,157.18,2025-09,19.77,,3.27,2,2025-03,0.13,26,30.68,"ARKADE,"
Arvind Smartspaces Ltd.,ARVSMART,Construction - Real Estate,2833.43,NSE,620.30,0.27,2,2025-09,163.77,2931.02,2025-09,615.53,102,2025-09,30.71,1.34,4.74,2,2025-03,0.47,22,25.18,"ARVSMART,"
Ashiana Housing Ltd.,ASHIANA,Construction - Real Estate,2756.89,NSE,274.40,-2.54,2,2025-06,243.35,2553.2,2025-06,698.46,36.4,2025-06,75.74,2.82,3.55,2,2025-03,0.34,2.38,8.78,"ASHIANA,"
Capacit'e Infraprojects Ltd.,CAPACITE,Construction - Real Estate,2378.64,NSE,280.75,0.07,2,2025-03,414.39,2699.14,2025-06,2369.12,179.43,2025-06,12.21,0.7,1.35,2,2025-03,0.24,12.6,18.04,"CAPACITE,"
Garuda Construction & Engineering Ltd.,GARUDA,Construction - Real Estate,2254.87,NSE,242.37,2.74,2,2025-09,0.09,2240,2025-09,385.45,86.02,2025-09,26.21,,5.83,2,2025-03,0,24.03,32.72,"GARUDA,"
Kesar India Ltd.,KESAR,Construction - Real Estate,2132.77,BSE,860.00,1.18,1,2025-09,29.22,2111.62,2025-03,80.66,18.52,2025-03,115.13,,41.92,2,2025-03,0.55,48.92,41.7,"KESAR,"
Unitech Ltd.,UNITECH,Construction - Real Estate,1797.4,NSE,6.84,-0.58,2,2025-03,3830.19,5037.3,2025-06,352.37,-2710.74,2025-06,0,,-0.24,2,2025-03,-0.56,0,0,"UNITECH,"
Arihant Superstructures Ltd.,ARIHANTSUP,Construction - Real Estate,1764.6,NSE,408.20,-1.77,2,2025-03,738.37,2484.79,2025-06,536.11,68.59,2025-06,36.3,0.74,4.99,2,2025-03,2.46,19.54,11.89,"ARIHANTSUP,"
Shriram Properties Ltd.,SHRIRAMPPS,Construction - Real Estate,1567.8,NSE,91.79,-1.00,2,2025-03,650.56,2039.72,2025-06,911.8,55.24,2025-06,19.51,,1.14,2,2025-03,0.48,5.88,9.8,"SHRIRAMPPS,"
Omaxe Ltd.,OMAXE,Construction - Real Estate,1459.18,NSE,79.96,1.80,2,2025-03,743.56,1458.82,2025-06,1501.62,-723.92,2025-06,0,,-3.73,2,2025-03,-3.62,-497.77,-65.05,"OMAXE,"
Elpro International Ltd.,ELPROINTL,Construction - Real Estate,1456,BSE,85.91,0.47,2,2025-03,986.77,2439.35,2025-06,370.06,92.42,2025-06,15.68,0.43,0.69,2,2025-03,0.48,3.63,5.66,"ELPROINTL,"
Avishkar Infra Realty Ltd.,AIRLTD,Construction - Real Estate,1420.59,BSE,634.10,1.99,2,2025-03,33.95,1453.34,2025-03,3.62,4.18,2025-03,337.3,,103.14,2,2025-03,2.38,192.82,17.46,"AIRLTD,"
Suraj Estate Developers Ltd.,SURAJEST,Construction - Real Estate,1383.04,NSE,290.35,1.68,2,2025-09,545.81,1896.58,2025-09,583.36,92.64,2025-09,14.93,,1.44,2,2025-03,0.54,14.63,17.54,"SURAJEST,"
B.L. Kashyap and Sons Ltd.,BLKASHYAP,Construction - Real Estate,1292.9,NSE,57.21,-1.77,2,2025-03,315.91,1573.75,2025-06,1139.75,18.08,2025-06,71.5,3.54,2.42,2,2025-03,0.6,5.39,11.88,"BLKASHYAP,"
Texmaco Infrastructure & Holdings Ltd.,TEXINFRA,Construction - Real Estate,1276.18,NSE,99.97,-0.09,2,2025-03,22.72,1295.62,2025-06,16.13,-5.33,2025-06,0,0,0.96,2,2025-03,0.02,-0.59,0.53,"TEXINFRA,"
Arihant Foundations & Housing Ltd.,ARIHANT,Construction - Real Estate,1085.11,BSE,1090.00,2.68,2,2025-03,146.96,1161.07,2025-06,250.31,49.2,2025-06,21.9,0.41,3.43,2,2025-03,0.49,17.37,23.54,"ARIHANT,"
RDB Infrastructure And Power Ltd.,RDBIPL,Construction - Real Estate,1076.5,BSE,53.09,0.53,1,2025-03,77.01,1151.88,2025-06,144.56,7.31,2025-06,147.24,6.93,7.24,1,2025-03,1.79,13.75,6.75,"RDBIPL,"
Peninsula Land Ltd.,PENINLAND,Construction - Real Estate,1062.86,NSE,31.94,-5.92,2,2025-03,429.46,1445.07,2025-06,261.73,-39.02,2025-06,0,0,4.11,2,2025-03,1.87,-15.48,3.12,"PENINLAND,"
Prozone Realty Ltd.,PROZONER,Construction - Real Estate,968.11,NSE,64.44,-2.01,2,2025-03,422.17,1282.16,2025-06,184.77,-45.75,2025-06,0,,2.05,2,2025-03,0.9,-11.13,3.89,"PROZONER,"
Eldeco Housing & Industries Ltd.,ELDEHSG,Construction - Real Estate,863.34,NSE,890.80,1.57,2,2025-03,114.72,855.33,2025-06,133.45,16.65,2025-06,51.86,-4.59,2.23,2,2025-03,0.3,5.7,9.14,"ELDEHSG,"
BEML Land Assets Ltd.,BLAL,Construction - Real Estate,853.92,NSE,204.34,-0.34,1,2025-09,,853.91,2025-09,0,-4.14,2025-09,0,,-394.18,1,2025-03,0,-125.53,-99.88,"BLAL,"
PVP Ventures Ltd.,PVP,Construction - Real Estate,829.91,NSE,31.50,-1.78,2,2025-03,21.99,851.28,2025-06,41.89,-6.43,2025-06,0,0,3.74,2,2025-03,0.1,-3.79,-1.89,"PVP,"
Hazoor Multi Projects Ltd.,HAZOOR,Construction - Real Estate,781.69,BSE,33.50,-3.15,2,2025-03,195.17,967.58,2025-06,747.44,44.3,2025-06,17.65,,1.68,2,2025-03,0.5,12.75,14.25,"HAZOOR,"
GeeCee Ventures Ltd.,GEECEE,Construction - Real Estate,731.91,NSE,353.00,0.79,2,2025-03,0,455.31,2025-06,111.39,39.28,2025-06,18.63,0.78,1.25,2,2025-03,0,8.3,10.51,"GEECEE,"
Parsvnath Developers Ltd.,PARSVNATH,Construction - Real Estate,725.88,NSE,16.60,-1.31,2,2025-03,2919.9,3611.77,2025-06,229.17,-305.57,2025-06,0,0,-0.35,2,2025-03,-1.43,0,10.44,"PARSVNATH,"
Yogi Ltd.,YOGI,Construction - Real Estate,724.01,BSE,167.75,-1.06,2,2025-09,153.7,837.49,2025-03,111.07,1.46,2025-03,497.43,,5.49,2,2025-03,0.22,1.83,1.91,"YOGI,"
Nila Spaces Ltd.,NILASPACES,Construction - Real Estate,696.4,NSE,17.53,3.18,2,2025-03,21.6,708.6,2025-06,145.52,17.97,2025-06,38.62,0.8,4.7,2,2025-03,0.15,10.88,25.07,"NILASPACES,"
Deepak Builders & Engineers India Ltd.,DBEIL,Construction - Real Estate,672.86,NSE,143.32,-1.71,1,2025-03,131.62,795,2025-06,583.29,57.53,2025-06,11.7,,1.6,1,2025-03,0.32,20.26,25.87,"DBEIL,"
Modi's Navnirman Ltd.,MODIS,Construction - Real Estate,660.81,BSE,337.25,-2.42,1,2025-09,1,659.23,2025-03,75.03,8.2,2025-03,80.55,,7.26,2,2025-03,0.03,12.83,16.72,"MODIS,"
Espire Hospitality Ltd.,ESPIRE,Construction - Real Estate,618.77,BSE,416.00,-1.41,1,2025-03,73.14,689.39,2025-03,119.55,8.27,2025-03,74.79,0.52,13.77,1,2025-03,1.68,35.34,21.23,"ESPIRE,"
R.P.P. Infra Projects Ltd.,RPPINFRA,Construction - Real Estate,576.19,NSE,116.01,1.82,2,2025-03,35.09,588.89,2025-06,1442.22,60.3,2025-06,9.56,0.33,1.07,2,2025-03,0.07,13.76,20.33,"RPPINFRA,"
Nimbus Projects Ltd.,NIMBSPROJ,Construction - Real Estate,574.06,BSE,298.40,-0.07,2,2025-03,184.22,746.47,2025-06,5.87,-114.78,2025-06,0,0,3.7,2,2025-03,1.08,82.29,36.06,"NIMBSPROJ,"
Suratwwala Business Group Ltd.,SBGLP,Construction - Real Estate,564.3,NSE,32.09,-4.18,2,2025-03,72.61,635.84,2025-06,42.84,12.27,2025-06,45.98,,7.62,2,2025-03,1.06,17.44,13.05,"SBGLP,"
Hampton Sky Realty Ltd.,HAMPTON,Construction - Real Estate,492.47,BSE,18.03,-0.44,2,2025-03,78.02,566.7,2025-06,24.67,-7.77,2025-06,0,,3.51,2,2025-03,0.55,13.04,8.32,"HAMPTON,"
Pansari Developers Ltd.,PANSARI,Construction - Real Estate,464.52,NSE,266.25,2.80,2,2025-03,100.95,563.28,2025-06,50.09,10.7,2025-06,43.41,1.96,3.36,2,2024-03,0.68,4.2,5.09,"PANSARI,"
Mason Infratech Ltd.,MASON,Construction - Real Estate,455.15,NSE,202.00,-1.51,1,2025-03,45.44,499.15,2025-03,112.1,17.09,2025-03,26.63,,3.56,2,2025-03,0.68,38.47,34.34,"MASON,"
Emami Realty Ltd.,EMAMIREAL,Construction - Real Estate,410.37,NSE,93.17,-1.41,2,2025-03,1904.04,2307.68,2025-06,82.89,-163.23,2025-06,0,,-3.03,2,2025-03,-11.77,0,-1.87,"EMAMIREAL,"
Vishnusurya Projects and Infra Ltd.,VISHNUINFR,Construction - Real Estate,385.39,NSE,156.60,6.10,1,2025-03,82.56,456.97,2025-03,270.63,29.29,2025-03,13.16,,2.44,2,2025-03,0.52,27.01,26.28,"VISHNUINFR,"
Nila Infrastructures Ltd.,NILAINFRA,Construction - Real Estate,382.47,NSE,9.72,-0.51,2,2025-03,26.11,382.31,2025-06,298.17,27.21,2025-06,17.21,3.88,2.22,2,2025-03,0.16,15.49,19.46,"NILAINFRA,"
Sumit Woods Ltd.,SUMIT,Construction - Real Estate,381.98,NSE,84.38,0.42,2,2025-03,63.88,417.45,2025-06,150.71,13,2025-06,28.81,0.89,2.33,2,2024-03,1.65,15.39,15.09,"SUMIT,"
B-Right Real Estate Ltd.,BRRL,Construction - Real Estate,377.09,BSE,365.00,,1,2025-03,78.37,454.82,2025-03,6.28,0.59,2025-03,635.9,,2.69,2,2025-03,0.55,3.11,4.26,"BRRL,"
Shradha Infraprojects Ltd.,SHRADHA,Construction - Real Estate,358.25,NSE,44.23,-0.79,2,2025-03,169.76,465.74,2025-06,103.73,21.96,2025-06,20.82,0.38,1.41,2,2025-03,1.11,18.09,11.83,"SHRADHA,"
Rainbow Foundations Ltd.,RAINBOWF,Construction - Real Estate,352.24,BSE,70.99,4.84,1,2025-03,583.45,934.04,2025-06,174.61,8.41,2025-06,41.89,1.15,4.31,1,2025-03,7.27,10.51,6.64,"RAINBOWF,"
Supreme Holdings & Hospitality (India) Ltd.,SUPREME,Construction - Real Estate,337,NSE,87.07,0.74,2,2025-03,5.77,336.93,2025-06,43.18,6.78,2025-06,49.71,5.44,2.31,2,2025-03,0.04,7.75,9.79,"SUPREME,"
Dugar Housing Developments Ltd.,DUGARHOU,Construction - Real Estate,333.34,BSE,343.65,1.97,1,2025-09,1.22,323.33,2025-09,0,-0.38,2025-09,0,0,32.59,1,2025-03,-1.27,0,46.26,"DUGARHOU,"
Ravinder Heights Ltd.,RVHL,Construction - Real Estate,331.16,NSE,52.50,-1.89,2,2025-03,1.11,318.5,2025-06,0.55,-2.64,2025-06,0,0,1.38,2,2025-03,0,-1.05,-1.27,"RVHL,"
Atal Realtech Ltd.,ATALREAL,Construction - Real Estate,306.02,NSE,24.70,-0.12,1,2025-03,15.83,313.94,2025-06,102.83,4,2025-06,76.58,9.43,4.26,1,2025-03,0.24,6.75,10.82,"ATALREAL,"
SV Global Mill Ltd.,SVGLOBAL,Construction - Real Estate,304.52,BSE,171.80,5.76,2,2025-09,,304.12,2025-09,5.53,-0.19,2025-09,0,0,4.66,2,2025-03,0,0.46,1.25,"SVGLOBAL,"
RDB Real Estate Constructions Ltd.,RRECL,Construction - Real Estate,297.45,BSE,182.00,3.26,1,2025-03,85.16,382.54,2025-03,18.37,1.61,2025-03,184.52,,,1,-0,,,,"RRECL,"
Ratnabhumi Developers Ltd.,RATNABHUMI,Construction - Real Estate,293.45,BSE,214.20,-4.86,2,2025-03,117.38,409.16,2025-06,190.1,5.35,2025-06,51.16,,6.85,2,2024-03,5.44,0.11,8.41,"RATNABHUMI,"
Dharan Infra-EPC Ltd.,DHARAN,Construction - Real Estate,277.12,NSE,0.52,4.00,1,2025-03,63.8,337.2,2025-03,17.99,-39.43,2025-03,0,,0.25,2,2024-03,0.08,-4,-2.54,"DHARAN,"
Chavda Infra Ltd.,CHAVDA,Construction - Real Estate,247.67,NSE,100.45,5.02,1,2025-03,162.05,400.82,2025-03,261.42,21.1,2025-03,11.74,,2.25,1,2025-03,1.47,21.12,18.26,"CHAVDA,"
Navkar Urbanstructure Ltd.,NAVKARURB,Construction - Real Estate,245.74,NSE,2.15,4.37,1,2025-03,6.22,249.38,2025-06,13.79,-1.28,2025-06,0,0,1.31,1,2025-03,0.05,0.26,0.76,"NAVKARURB,"
Alpine Housing Development Corporation Ltd.,ALPINEHOU,Construction - Real Estate,235.06,BSE,135.70,-1.24,1,2025-03,14.38,245.63,2025-03,59.2,5.06,2025-03,46.42,5.19,2.79,1,2024-03,0.21,4.42,6.37,"ALPINEHOU,"
Lancor Holdings Ltd.,LANCORHOL,Construction - Real Estate,231.17,NSE,31.69,9.73,2,2025-03,153.05,368.89,2025-06,196.14,1.88,2025-06,122.57,5.34,1.18,2,2025-03,0.78,2.81,10.49,"LANCORHOL,"
AMJ Land Holdings Ltd.,AMJLAND,Construction - Real Estate,220.99,NSE,54.43,4.43,2,2025-09,,214.94,2025-09,66.18,21.32,2025-09,10.53,0.66,0.87,2,2025-03,0,10.55,15.76,"AMJLAND,"
Veer Global Infraconstruction Ltd.,VGIL,Construction - Real Estate,217.26,BSE,134.90,4.90,1,2025-03,16.88,233.6,2025-03,11.63,1.81,2025-03,120.16,,6.28,1,2025-03,0.49,5.4,7.72,"VGIL,"
SAB Industries Ltd.,SAB,Construction - Real Estate,212.94,BSE,140.00,,2,2025-03,77.21,274.24,2025-06,40.21,1.76,2025-06,7.82,-10.71,0.6,2,2025-03,0.22,-5.41,-3.18,"SAB,"
Prajay Engineers Syndicate Ltd.,PRAENG,Construction - Real Estate,207.71,NSE,28.99,-3.75,2,2025-03,173.83,341.77,2025-03,57.46,-29.57,2025-03,0,,0.43,2,2025-03,0.36,-5.97,-4.16,"PRAENG,"
HB Estate Developers Ltd.,HBESD,Construction - Real Estate,186.25,BSE,81.11,-3.23,2,2025-03,284.14,451.28,2025-06,115.82,10.27,2025-06,18.14,0.69,1.02,2,2025-03,1.65,6.73,8.23,"HBESD,"
VR Infraspace Ltd.,VR,Construction - Real Estate,173.16,NSE,195.00,-1.02,1,2025-03,17.2,186.12,2025-03,6.57,0.91,2025-03,191.1,,4.96,2,2025-03,0.47,8.5,13.57,"VR,"
Mahendra Realtors & Infrastructure Ltd.,MRIL,Construction - Real Estate,165.78,NSE,75.00,-0.40,1,2025-03,15.4,178.77,,,,2025-03,11.15,,1.39,1,2025-03,0.22,23.43,29.4,"MRIL,"
Manas Properties Ltd.,MANAS,Construction - Real Estate,162.24,BSE,390.00,,1,2025-03,0.1,88.95,2025-03,0,27.62,2023-03,6.49,0.44,2.74,1,2025-03,0,28.44,35.34,"MANAS,"
Variman Global Enterprises Ltd.,VARIMAN,Construction - Real Estate,161.7,BSE,8.31,-4.92,2,2025-03,30.76,191.46,2025-06,117.1,2.47,2025-06,65.86,94.09,4.87,2,2025-03,0.99,2.21,7.17,"VARIMAN,"
Samor Reality Ltd.,SAMOR,Construction - Real Estate,144.59,BSE,63.99,2.78,1,2025-03,40.95,185.21,2025-06,0,-0.94,2025-06,0,,2.37,1,2025-03,0.67,-1.15,4.29,"SAMOR,"
Sanmit Infra Ltd.,SANINFRA,Construction - Real Estate,144.26,BSE,9.12,0.22,1,2025-03,7.74,151.72,2025-06,163.63,2.45,2025-06,58.86,8.07,3.84,1,2025-03,0.21,4.31,7.68,"SANINFRA,"
Thakkers Developers Ltd.,THAKDEV,Construction - Real Estate,141.03,BSE,157.85,1.84,2,2025-06,19.03,157.88,2025-06,36.48,8.27,2025-06,17.06,-6.64,0.92,2,2024-03,0.22,-0.65,-0.18,"THAKDEV,"
Art Nirman Ltd.,ARTNIRMAN,Construction - Real Estate,137.26,NSE,55.00,-2.24,1,2025-03,18.06,151.56,2025-06,23.38,1.52,2025-06,90.54,4.64,3.69,1,2025-03,0.48,5.49,6.61,"ARTNIRMAN,"
Housing Development And Infrastructure Ltd.,HDIL,Construction - Real Estate,132.72,NSE,2.73,-0.36,1,2025-03,2483.64,2599.85,2025-03,33.96,-0.01,2025-03,0,0,-0.06,1,2019-03,0.13,0.83,2.35,"HDIL,"
Vipul Ltd.,VIPULLTD,Construction - Real Estate,123.2,NSE,8.73,-3.54,2,2025-03,84.86,167.74,2025-06,72.91,-31.22,2025-06,0,0,0.33,2,2025-03,0.23,-7.78,-0.7,"VIPULLTD,"
Maruti Infrastructure Ltd.,MAINFRA,Construction - Real Estate,118.31,BSE,12.82,2.48,1,2025-03,18.05,135.22,2025-06,62.4,1.63,2025-06,72.63,,4.23,2,2024-03,1.66,4.98,5.83,"MAINFRA,"
Shri Krishna Devcon Ltd.,SHRIKRISH,Construction - Real Estate,117.24,BSE,41.98,,2,2025-03,39.01,151.05,2025-06,25.07,5.05,2025-06,23.21,0.71,1.33,2,2025-03,0.45,5.85,7.17,"SHRIKRISH,"
Skyline Millars Ltd.,SKYLMILAR,Construction - Real Estate,111.78,BSE,27.79,-4.99,1,2025-03,0,106.72,2025-06,2.67,-0.35,2025-06,0,,4.62,1,2025-03,0,-0.79,-0.79,"SKYLMILAR,"
Shervani Industrial Syndicate Ltd.,SHERVANI,Construction - Real Estate,104.13,BSE,404.90,0.68,2,2025-09,56.62,115.9,2025-09,30.33,2.84,2025-09,40.05,-1.43,0.94,2,2025-03,0.46,3.44,3.41,"SHERVANI,"
Landmark Property Development Company Ltd.,LPDC,Construction - Real Estate,103.56,NSE,7.70,-0.90,1,2025-03,0,94.84,2025-06,0.76,-3.79,2025-06,0,,2.59,1,2025-03,0,-8.9,-8.52,"LPDC,"
