Sector: Infrastructure,
Date: 09-Nov-2025,
Note:- Statement: 1 = Standalone and 2 = Consolidated,
Generated by and for: signshailesh@gmail.com,

Stock Name,Symbol,Industry,Market Cap(Rs. Cr.),Exchange,LTP,Chg%,TTM Statement,Period Ending,Total Debt(Rs. Cr.),Enterprise Value(Rs. Cr.),TTM Ending (Results),Net Sales (Rs. Cr.),Profit After Tax (Rs. Cr.),TTM Ending (Valuation),Price Earning Ratio(TTM),"PEG Ratio ",Price To Book Value(TTM),Statement,Year Ending,Debt Equity Ratio,Return On Equity(%),Return On Capital Employed(%),Symbol with Comma for External Upload
BGR Energy Systems Ltd.,BGRENERGY,Engineering - Construction,2908.11,NSE,405.50,0.71,2,2025-03,3469.9,6300.35,2025-06,367.27,-1127.45,2025-06,0,,-1.53,2,2024-03,-2.77,0,-15.49,"BGRENERGY,"
KP Energy Ltd.,KPEL,Engineering - Construction,2827.16,NSE,422.60,-3.21,2,2025-09,276.7,3044.53,2025-09,1133.13,134.05,2025-09,21.17,0.14,7.64,2,2025-03,1.16,48.96,37.27,"KPEL,"
EMS Ltd.,EMSLIMITED,Engineering - Construction,2824.57,NSE,510.50,7.48,2,2025-03,85.92,2748.83,2025-06,983.48,185.24,2025-06,15.3,,2.79,2,2025-03,0.09,20.72,26.98,"EMSLIMITED,"
Solarworld Energy Solutions Ltd.,SOLARWORLD,Engineering - Construction,2613.18,NSE,300.80,-0.30,2,2025-03,114.55,2600.61,,,,2025-03,33.92,,3.43,2,2025-03,0.37,40.3,40.42,"SOLARWORLD,"
Vikran Engineering Ltd.,VIKRAN,Engineering - Construction,2474.66,NSE,95.99,0.64,1,2025-03,272.94,2680.54,,,,2025-03,31.8,,2.07,1,2025-03,0.58,20.5,27.21,"VIKRAN,"
Simplex Infrastructures Ltd.,SIMPLEXINF,Engineering - Construction,2333.71,NSE,295.60,-2.49,2,2025-03,2174.41,4389.61,2025-06,1022.37,24.5,2025-06,89.45,5.96,3.52,2,2025-03,4.15,3.19,0.73,"SIMPLEXINF,"
Bajel Projects Ltd.,BAJEL,Engineering - Construction,2165.71,NSE,187.54,-0.19,2,2025-03,458.28,2356.15,2025-03,2598.24,15.46,2025-03,140.05,,3.28,2,2025-03,0.7,2.53,9.56,"BAJEL,"
SEPC Ltd.,SEPC,Engineering - Construction,2120.59,NSE,10.95,-0.99,2,2025-03,356.44,2427.79,2025-06,624.11,33.31,2025-06,63.67,1.65,1.16,2,2025-03,0.25,1.88,5.31,"SEPC,"
GE Power India Ltd.,GVPIL,Engineering - Construction,1977.83,NSE,293.40,0.22,2,2025-03,0,1535.77,2025-06,1087.55,18.72,2025-06,8,0.33,5.68,2,2025-03,0,-13.92,7.22,"GVPIL,"
Indian Hume Pipe Company Ltd.,INDIANHUME,Engineering - Construction,1853.34,NSE,351.40,-0.87,1,2025-03,449.5,1859.45,2025-06,1434.52,548.82,2025-06,3.38,0.54,1.33,1,2025-03,0.33,50.6,46.57,"INDIANHUME,"
SPML Infra Ltd.,SPMLINFRA,Engineering - Construction,1595.68,NSE,220.64,0.20,2,2025-03,368.64,1755.78,2025-06,719.78,46.5,2025-06,33.86,0.69,2.17,2,2025-03,0.51,9.25,8.93,"SPMLINFRA,"
Vascon Engineers Ltd.,VASCONEQ,Engineering - Construction,1395.51,NSE,61.61,-3.93,2,2025-03,205.14,1372.91,2025-06,1102.85,140.13,2025-06,9.75,0.87,1.26,2,2025-03,0.19,12.26,13.89,"VASCONEQ,"
GPT Infraprojects Ltd.,GPTINFRA,Engineering - Construction,1374.22,NSE,108.94,2.50,2,2025-09,178.96,1538.4,2025-09,1250.12,89.98,2025-09,15.11,0.38,2.51,2,2025-03,0.24,17.92,21.59,"GPTINFRA,"
Jyoti Structures Ltd.,JYOTISTRUC,Transmission Towers / Equipments,1331.6,NSE,11.17,0.99,2,2025-03,1996.26,2813.72,2025-06,565.69,41.63,2025-06,31.98,2.13,2.37,2,2025-03,3.64,14,1.61,"JYOTISTRUC,"
Sathlokhar Synergys E&C Global Ltd.,SSEGL,Engineering - Construction,1324.45,NSE,548.70,4.77,1,2025-03,9.05,1293.47,2025-03,399.36,42.77,2025-03,30.97,,7.68,1,2025-03,0.05,40.16,53.42,"SSEGL,"
SRM Contractors Ltd.,SRM,Engineering - Construction,1314.7,NSE,573.70,-0.05,2,2025-03,40.89,1262.64,2025-06,615.66,63.17,2025-06,20.81,,4.56,2,2025-03,0.15,30.07,33.16,"SRM,"
AB Infrabuild Ltd.,ABINFRA,Engineering - Construction,1290.99,NSE,20.21,4.77,1,2025-03,85.85,1343.37,2025-06,254.58,20.7,2025-06,62.37,1.57,10.23,1,2025-03,0.78,16.88,18.02,"ABINFRA,"
Om Infra Ltd.,OMINFRAL,Engineering - Construction,1100.75,NSE,114.48,4.01,2,2025-03,71.11,1086.83,2025-06,647.51,22.44,2025-06,49.05,2.62,1.48,2,2025-03,0.1,4.9,6.21,"OMINFRAL,"
Denta Water And Infra Solutions Ltd.,DENTA,Engineering - Construction,1092.83,NSE,409.75,0.38,2,2025-03,0.55,893.66,2025-03,203.28,52.89,2025-03,20.66,,2.56,2,2025-03,0,18.46,25.21,"DENTA,"
Vishnu Prakash R Punglia Ltd.,VPRPL,Engineering - Construction,1090.63,NSE,87.59,-1.64,1,2025-03,707.23,1740.38,2025-06,1257.26,50.84,2025-06,21.45,,1.39,1,2025-03,0.91,7.81,11.4,"VPRPL,"
Viviana Power Tech Ltd.,VIVIANA,Engineering - Construction,1018.55,NSE,1609.60,6.35,2,2025-03,51.04,1068.57,2025-03,218.96,20.69,2025-03,51.48,,15.42,2,2025-03,0.86,49.14,42.9,"VIVIANA,"
Ganesh Infraworld Ltd.,GANESHIN,Engineering - Construction,944.36,NSE,221.05,0.39,1,2025-03,37.85,972.04,2025-06,583.52,44.63,2025-06,21.16,,4.86,1,2025-03,0.21,37.35,39.03,"GANESHIN,"
Consolidated Construction Consortium Ltd.,CCCL,Engineering - Construction,904.69,NSE,20.25,-0.15,2,2025-09,0.3,786.28,2025-09,214.5,106.06,2025-09,7.44,0.54,3.27,2,2025-03,0,77.1,64.59,"CCCL,"
Supreme Infrastructure India Ltd.,SUPREMEINF,Engineering - Construction,902.06,NSE,92.92,3.27,2,2025-03,2858.36,3756.76,2025-06,47.82,-1475.3,2025-06,0,0,-0.14,2,2024-03,-0.92,0,0,"SUPREMEINF,"
Likhitha Infrastructure Ltd.,LIKHITHA,Engineering - Construction,870.27,NSE,220.46,-4.08,2,2025-03,0,783.95,2025-06,517.46,66.16,2025-06,13.17,,2.25,2,2025-03,0,20.35,27.79,"LIKHITHA,"
Z-Tech (India) Ltd.,ZTECH,Engineering - Construction,810.38,NSE,565.50,-0.62,1,2025-03,1.8,808.37,2025-06,98.64,20.3,2025-06,39.93,,5.38,1,2023-03,0.1,19.11,24.5,"ZTECH,"
Jaiprakash Associates Ltd.,JPASSOCIAT,Engineering - Construction,790.38,NSE,3.13,,2,2025-03,17957.49,17513.24,2025-06,4674.44,-1628.87,2025-06,0,0,-0.15,2,2025-03,-3.38,0,-13.26,"JPASSOCIAT,"
Solarium Green Energy Ltd.,SOLARIUM,Engineering - Construction,668.23,BSE,320.00,-1.02,1,2025-03,67.99,659.21,2025-03,230.08,18.59,2025-03,35.95,,4.75,2,2025-03,0.48,23.07,20.23,"SOLARIUM,"
MBL Infrastructure Ltd.,MBLINFRA,Engineering - Construction,602.03,NSE,39.53,-2.08,2,2025-03,954.97,1538.14,2025-06,122.26,-66.78,2025-06,0,0,0.62,2,2025-03,1.01,20,20.78,"MBLINFRA,"
Effwa Infra & Research Ltd.,EFFWA,Engineering - Construction,557.38,NSE,240.80,2.34,1,2025-03,29.7,561.02,2025-03,185.12,20.11,2025-03,27.71,,5.87,1,2025-03,0.31,30.45,35.41,"EFFWA,"
Highway Infrastructure Ltd.,HILINFRA,Engineering - Construction,527.29,NSE,73.40,-0.74,2,2025-09,58.19,532.65,,,,2025-03,26.81,,2.5,2,2025-03,0.64,21.74,21.7,"HILINFRA,"
W.S. Industries (India) Ltd.,WSI,Engineering - Construction,520.49,NSE,79.76,-1.60,2,2025-03,84.38,571.6,2025-06,193.38,-20.1,2025-06,0,0,2.51,2,2025-03,0.47,-12.13,5.81,"WSI,"
Twamev Construction And Infrastructure Ltd.,TICL,Engineering - Construction,486.08,NSE,31.25,3.55,2,2025-03,338.76,817.26,2025-06,88.88,56.03,2025-06,8.68,0.21,1.6,2,2025-03,1.12,20.32,9.97,"TICL,"
Last Mile Enterprises Ltd.,LASTMILE,Engineering - Construction,472.82,BSE,13.28,-0.08,1,2025-03,9.46,480.6,2025-06,29.21,18.12,2025-06,26.1,0.86,1.26,1,2024-03,0.42,2.29,2.19,"LASTMILE,"
Goel Construction Company Ltd.,GOELCONS,Engineering - Construction,467.59,BSE,322.50,-2.54,1,2025-09,23.5,360.15,,,,2025-03,12.2,,2.2,1,2025-03,0.22,34.09,38.53,"GOELCONS,"
Globe Civil Projects Ltd.,GLOBECIVIL,Engineering - Construction,427.11,NSE,71.69,-0.57,2,2025-03,148.24,568.38,2025-03,378.58,24.05,2025-03,17.76,,1.85,2,2025-03,1.39,26.15,23.27,"GLOBECIVIL,"
AVP Infracon Ltd.,AVPINFRA,Engineering - Construction,407.79,NSE,163.25,3.72,1,2025-03,143.1,524.37,2025-03,272.45,33.1,2025-03,12.32,,4.38,2,2024-03,0.69,31.66,25.97,"AVPINFRA,"
Giriraj Civil Developers Ltd.,GIRIRAJ,Engineering - Construction,386.32,NSE,161.50,-5.00,1,2025-03,17.4,396.04,2025-03,294.71,17.88,2025-03,21.6,0.28,3.41,1,2024-03,0.09,11.66,15.55,"GIRIRAJ,"
Mizzen Ventures Ltd.,JYOTHI,Engineering - Construction,381.12,BSE,179.90,-4.99,1,2025-03,,380.98,2025-06,0.45,0.83,2025-06,457.52,13.84,8.28,1,2024-03,-0.97,0,-329.32,"JYOTHI,"
VVIP Infratech Ltd.,VVIPIL,Engineering - Construction,364.56,BSE,146.00,-0.88,1,2025-03,96.2,405.75,2025-03,277.05,26.26,2025-03,13.88,,2.31,2,2025-03,0.48,32.49,35.09,"VVIPIL,"
Atlantaa Ltd.,ATLANTAA,Engineering - Construction,363.9,NSE,44.55,0.29,2,2025-03,313.56,503.08,2025-06,54.78,15.12,2025-06,24.03,1.08,1.74,2,2025-03,1.49,23.13,4.66,"ATLANTAA,"
Markolines Pavement Technologies Ltd.,MARKOLINES,Engineering - Construction,354.2,NSE,160.95,-0.47,2,2025-03,63.02,402.45,2025-03,307.43,22,2025-03,15.7,,2.03,2,2025-03,0.37,16.17,18.67,"MARKOLINES,"
IL&FS Engineering and Construction Company Ltd.,IL&FSENGG,Engineering - Construction,351.4,NSE,26.76,-0.78,2,2025-03,2667.8,2701.58,2025-06,277.08,-11.3,2025-06,0,,-0.11,2,2025-03,-0.84,0,0,"IL&FSENGG,"
Savy Infra and Logistics Ltd.,SAVY,Engineering - Construction,346.46,NSE,166.50,3.26,1,2025-03,44.84,390.98,,,,2025-03,14.51,,2.83,1,2025-03,0.86,76.1,61.88,"SAVY,"
A2Z Infra Engineering Ltd.,A2ZINFRA,Engineering - Construction,322.83,NSE,18.30,4.99,2,2025-03,91.55,409.22,2025-06,344.14,2.24,2025-06,33.26,2.05,7.87,2,2025-03,2.26,3.08,9.82,"A2ZINFRA,"
Suyog Gurbaxani Funicular Ropeways Ltd.,SGFRL,Engineering - Construction,310.78,BSE,125.00,1.21,1,2025-03,86.16,396.78,2025-03,53.01,8.69,2025-03,35.76,,12.7,1,2025-03,3.52,43.19,10.24,"SGFRL,"
Brahmaputra Infrastructure Ltd.,BRAHMINFRA,Engineering - Construction,306.43,BSE,105.60,-2.53,2,2025-03,165.15,442.26,2025-06,259.89,37.96,2025-06,8.07,0.26,1.02,2,2024-03,0.9,8.44,8.58,"BRAHMINFRA,"
Pratham EPC Projects Ltd.,PRATHAM,Engineering - Construction,301.96,NSE,165.80,-2.18,1,2025-03,11.91,304.01,2025-03,117.78,13.53,2025-03,22.31,,3.6,2,2025-03,0.16,20.24,26.1,"PRATHAM,"
BR Goyal Infrastructure Ltd.,BRGIL,Engineering - Construction,301.5,BSE,127.90,0.08,1,2025-03,69.95,305.88,2025-03,501.56,25.07,2025-03,12.03,,1.32,2,2025-03,0.31,14.21,17.97,"BRGIL,"
Refex Renewables & Infrastructure Ltd.,REFEXRENEW,Engineering - Construction,297.47,BSE,660.00,-4.09,2,2025-03,472.66,756.77,2025-06,66.71,-35.39,2025-06,0,0,-5.55,2,2025-03,-10.24,0,4.82,"REFEXRENEW,"
Precision Electronics Ltd.,PRECISIO,Engineering - Construction,295.11,BSE,213.10,-4.80,1,2025-03,48.88,338.17,2025-06,62.17,0.95,2025-06,311.3,,21.17,1,2025-03,3.44,-3.96,5.69,"PRECISIO,"
Madhav Infra Projects Ltd.,MADHAVIPL,Engineering - Construction,283.33,BSE,10.52,-0.47,2,2025-03,159.97,346.38,2025-06,629.9,25,2025-06,10.73,0.23,1.29,2,2024-03,0.81,12.5,13.58,"MADHAVIPL,"
Current Infraprojects Ltd.,CURRENT,Engineering - Construction,279.08,NSE,145.75,1.22,1,2025-03,30.6,309.54,,,,2024-03,54.84,,,2,2025-03,1.29,39.84,26.57,"CURRENT,"
Power & Instrumentation (Gujarat) Ltd.,PIGL,Engineering - Construction,267.19,NSE,148.23,4.99,2,2025-03,18.08,284.92,2025-06,184.68,12.46,2025-06,21.48,,2.45,2,2025-03,0.18,15.4,19.91,"PIGL,"
Active Infrastructures Ltd.,ACTIVEINFR,Engineering - Construction,262.76,NSE,175.00,1.74,1,2025-09,,219.35,2025-03,36.07,5.69,2025-03,46.2,,2.47,2,2025-03,0.5,18.82,15.9,"ACTIVEINFR,"
Rudrabhishek Enterprises Ltd.,REPL,Engineering - Construction,250.83,NSE,138.41,0.10,2,2025-03,15.89,262.88,2025-06,108.57,13.38,2025-06,18.7,0.78,1.64,2,2024-03,0.08,12.58,17.47,"REPL,"
Univastu India Ltd.,UNIVASTU,Engineering - Construction,246.15,NSE,68.40,-2.02,2,2025-03,34.59,267.16,2025-06,153.7,17.35,2025-06,21.35,1.11,2.28,2,2024-03,0.63,20.51,23.78,"UNIVASTU,"
Kay Cee Energy & Infra Ltd.,KCEIL,Engineering - Construction,237.27,NSE,194.10,4.72,1,2025-09,54.73,275.45,2025-03,152.68,17.06,2025-03,13.91,,2.74,1,2024-03,0.59,19.6,22.07,"KCEIL,"
Generic Engineering Construction And Projects Ltd.,GENCON,Engineering - Construction,236.38,NSE,41.28,-1.17,2,2025-03,57.62,278.24,2025-03,302.02,12.14,2025-03,19.48,,0.83,2,2025-03,0.2,4.47,9.49,"GENCON,"
Eleganz Interiors Ltd.,ELGNZ,Engineering - Construction,236.05,NSE,104.45,-0.76,1,2025-09,44.02,216.93,2025-03,392.71,19.79,2025-03,11.93,,1.58,2,2025-03,0.04,20.32,26,"ELGNZ,"
Sugs Lloyd Ltd.,SUGSLLOYD,Engineering - Construction,229.73,BSE,99.50,1.17,2,2025-03,74.83,303.88,,,,2025-03,13.69,,1.77,2,2025-03,1.94,55.46,35.3,"SUGSLLOYD,"
Coromandel Engineering Company Ltd.,COROENGG,Engineering - Construction,218.72,BSE,62.70,,1,2025-06,20.45,238.5,2025-06,32.28,2.85,2025-06,76.74,4.92,22.38,1,2025-03,5.81,11.27,9.08,"COROENGG,"
Gayatri Projects Ltd.,GAYAPROJ,Engineering - Construction,208.35,NSE,10.99,,1,2022-09,3347.2,3535.97,2022-12,1369.05,-1425.26,2022-12,0,,,1,2022-03,34.06,-172.1,-20.1,"GAYAPROJ,"
Bharat Road Network Ltd.,BRNL,Engineering - Construction,202.15,NSE,24.10,-0.99,2,2025-03,434.31,431.21,2025-06,217.47,160.43,2025-06,1.21,0.02,0.59,2,2025-03,1.31,52.27,16.48,"BRNL,"
Sadbhav Engineering Ltd.,SADBHAV,Engineering - Construction,196.62,NSE,11.43,0.70,2,2025-03,4175.04,4307.86,2025-06,957.69,-103.77,2025-06,0,0,-0.94,2,2025-03,-17.31,0,9.19,"SADBHAV,"
Desco Infratech Ltd.,DESCO,Engineering - Construction,175.01,BSE,228.00,1.60,1,2025-09,6.38,181.22,2025-03,59.45,9.06,2025-03,19.32,,2,1,2025-03,0.19,25.56,31.45,"DESCO,"
Modulex Construction Technologies Ltd.,MODULEX,Engineering - Construction,171.14,BSE,24.73,-2.91,2,2025-03,18.13,188.05,2025-06,0,-10.73,2025-06,0,0,0.61,2,2025-03,0.06,1.74,2.54,"MODULEX,"
Niraj Cement Structurals Ltd.,NIRAJ,Engineering - Construction,169.65,NSE,28.80,1.12,2,2025-03,2.22,130.54,2025-06,519.43,15.55,2025-06,10.91,,0.69,2,2025-03,0.01,7.62,10.11,"NIRAJ,"
RKEC Projects Ltd.,RKEC,Engineering - Construction,168.04,NSE,65.08,-0.08,2,2025-06,194.27,317.51,2025-06,413.32,18.1,2025-06,9.29,-0.68,0.81,2,2024-03,0.89,12.58,19.05,"RKEC,"
Expo Engineering And Projects Ltd.,EXPOEAPL,Engineering - Construction,167.83,BSE,73.62,0.84,1,2025-09,32.09,194.4,2025-09,97.98,4.13,2025-09,40.65,0.74,4.98,1,2025-03,0.98,12,12.83,"EXPOEAPL,"
Sattva Engineering Construction Ltd.,SATTVAENGG,Engineering - Construction,160.8,NSE,92.05,4.31,1,2025-09,26.26,186.5,,,,2025-03,17.59,,2.04,1,2025-03,0.83,27.1,28.98,"SATTVAENGG,"
Mayasheel Ventures Ltd.,MAYASHEEL,Engineering - Construction,152.15,NSE,69.00,-1.99,1,2025-03,46.05,194.34,,,,-0,,,,1,2025-03,1.6,39.3,28.11,"MAYASHEEL,"
Ducon Infratechnologies Ltd.,DUCON,Engineering - Construction,150.44,NSE,4.66,0.00,2,2025-03,101.59,214.59,2025-06,455.76,13.6,2025-06,11.06,,0.88,2,2025-03,0.61,9.41,12.26,"DUCON,"
HEC Infra Projects Ltd.,HECPROJECT,Engineering - Construction,149.57,NSE,138.00,-1.05,1,2025-03,37.89,185.42,2025-06,121.98,9.67,2025-06,15.47,0.2,2.75,1,2025-03,0.71,21.01,19.04,"HECPROJECT,"
Lakshya Powertech Ltd.,LAKSHYA,Engineering - Construction,141.48,NSE,140.30,8.97,1,2025-03,25.3,164.74,2025-03,160.1,15.8,2025-03,8.95,,1.52,1,2025-03,0.27,25.38,25.48,"LAKSHYA,"
Udayshivakumar Infra Ltd.,USK,Engineering - Construction,141.22,NSE,25.59,1.15,1,2025-03,59.99,179.75,2025-06,291.88,-16.77,2025-06,0,,0.88,1,2025-03,0.36,-4.2,-0.25,"USK,"
Oval Projects Engineering Ltd.,OVAL,Engineering - Construction,137.08,BSE,66.00,0.00,1,2025-09,47.29,137.77,,,,2024-03,31.36,,,2,2025-03,0.96,20.84,22.34,"OVAL,"
Sadbhav Infrastructure Project Ltd.,SADBHIN,Engineering - Construction,133.14,NSE,3.74,0.54,2,2025-03,3205.75,3293.04,2025-06,723.41,7.53,2025-06,0,0,-0.23,2,2024-03,-6.51,0,-3.49,"SADBHIN,"
Tarmat Ltd.,TARMAT,Engineering - Construction,127.7,NSE,51.30,0.47,2,2025-03,9.54,131.85,2025-06,104.44,2.01,2025-06,63.53,-2.77,0.8,2,2025-03,0.06,1.3,1.85,"TARMAT,"
Newtime Infrastructure Ltd.,NEWINFRA,Engineering - Construction,120.19,BSE,2.29,-3.38,2,2025-03,51.9,171.84,2025-06,4.6,-3.32,2025-06,0,0,12.62,2,2025-03,5.11,-27.29,1.86,"NEWINFRA,"
