Sector: Hospitality,
Date: 09-Nov-2025,
Note:- Statement: 1 = Standalone and 2 = Consolidated,
Generated by and for: signshailesh@gmail.com,

Stock Name,Symbol,Industry,Market Cap(Rs. Cr.),Exchange,LTP,Chg%,TTM Statement,Period Ending,Total Debt(Rs. Cr.),Enterprise Value(Rs. Cr.),TTM Ending (Results),Net Sales (Rs. Cr.),Profit After Tax (Rs. Cr.),TTM Ending (Valuation),Price Earning Ratio(TTM),"PEG Ratio ",Price To Book Value(TTM),Statement,Year Ending,Debt Equity Ratio,Return On Equity(%),Return On Capital Employed(%),Symbol with Comma for External Upload
Royal Orchid Hotels Ltd.,ROHLTD,"Hotel, Resort & Restaurants",1268.55,NSE,463.10,-0.98,2,2025-03,100.01,1311.77,2025-06,325.23,45.38,2025-06,25.69,0.45,5.25,2,2025-03,0.43,20.46,25.84,"ROHLTD,"
Benares Hotels Ltd.,BENARAS,"Hotel, Resort & Restaurants",1212.78,BSE,9310.00,-0.46,1,2025-09,,1130.07,2025-09,136.9,43.28,2025-09,28.02,0.86,6.62,1,2025-03,0,28.29,38.27,"BENARAS,"
Mac Charles (India) Ltd.,MCCHRLS-B,"Hotel, Resort & Restaurants",880.16,BSE,672.10,-1.19,2,2025-03,1051.46,1847.79,2025-06,29.8,-103.82,2025-06,0,,10.79,2,2025-03,10.26,-76.16,-0.92,"MCCHRLS-B,"
UP Hotels Ltd.,UPHOT,"Hotel, Resort & Restaurants",840.78,BSE,1557.00,-2.99,1,2025-03,0.3,774.16,2025-06,160.51,33.71,2025-06,24.94,0.48,4.55,1,2024-03,0,23.44,31.09,"UPHOT,"
Praveg Ltd.,PRAVEG,"Hotel, Resort & Restaurants",839.25,BSE,321.05,0.09,2,2025-03,10.15,830.9,2025-06,183.17,9.54,2025-06,99.66,3.1,1.92,2,2025-03,0.02,4.43,7.63,"PRAVEG,"
Viceroy Hotels Ltd.,VHLTD,"Hotel, Resort & Restaurants",833.25,NSE,123.30,-3.67,1,2025-03,52.26,878.91,2025-06,130.76,71.66,2025-06,11.63,0.26,3.46,2,2025-03,0.21,50.39,9.42,"VHLTD,"
Kamat Hotels (India) Ltd.,KAMATHOTEL,"Hotel, Resort & Restaurants",822.35,NSE,278.95,0.32,2,2025-09,115.31,897.57,2025-09,361.13,38.89,2025-09,21.72,0.58,2.92,2,2025-03,0.46,19.65,23.51,"KAMATHOTEL,"
Coffee Day Enterprises Ltd.,COFFEEDAY,Restaurants,821.56,NSE,38.99,-0.56,2,2025-03,1125.26,1703.24,2025-06,1087.1,-103.15,2025-06,0,,0.31,2,2025-03,0.43,-5.26,2.53,"COFFEEDAY,"
United Foodbrands Ltd.,UFBL,Restaurants,774.11,NSE,197.15,1.46,2,2025-03,69.51,826.51,2025-06,1224.34,-39.45,2025-06,0,0,2.49,2,2025-03,0.21,-7.76,11.72,"UFBL,"
HLV Ltd.,HLVLTD,"Hotel, Resort & Restaurants",721.89,NSE,10.95,-0.73,1,2025-03,18.19,601.76,2025-06,201.1,21.03,2025-06,34.33,-1.08,1.55,1,2025-03,0.04,5.73,6.03,"HLVLTD,"
Speciality Restaurants Ltd.,SPECIALITY,Restaurants,659.38,NSE,136.88,1.40,2,2025-03,0,642.54,2025-06,441.91,19.45,2025-06,33.41,1.06,1.99,2,2025-03,0,7.22,13.51,"SPECIALITY,"
Asian Hotels (North) Ltd.,ASIANHOTNR,"Hotel, Resort & Restaurants",637.87,NSE,325.35,0.93,1,2025-03,550.06,1133.45,2025-06,326.35,198.97,2025-06,3.21,1.45,-4.67,1,2025-03,-4.48,0,63.06,"ASIANHOTNR,"
Advani Hotels & Resorts (India) Ltd.,ADVANIHOTR,"Hotel, Resort & Restaurants",532.63,NSE,57.54,-1.10,1,2025-03,0,495.29,2025-06,105.28,25.18,2025-06,21.16,1.14,6.36,1,2025-03,0,34.49,45.99,"ADVANIHOTR,"
Sayaji Hotels Ltd.,SAYAJIHOTL,"Hotel, Resort & Restaurants",481.74,BSE,275.00,1.12,2,2025-03,31.88,509.12,2025-06,145.85,7.35,2025-06,0,0,3.02,2,2025-03,0.2,1.3,8.83,"SAYAJIHOTL,"
Grand Continent Hotels Ltd.,GCHOTELS,"Hotel, Resort & Restaurants",475.96,NSE,191.00,-1.55,1,2025-03,11.08,454.29,2025-03,56.96,10.64,2025-03,44.74,,4.46,2,2025-03,0.1,15.61,20.26,"GCHOTELS,"
Sinclairs Hotels Ltd.,SINCLAIR,"Hotel, Resort & Restaurants",458.32,NSE,89.38,-0.15,1,2025-03,0,457.44,2025-06,52.57,13.34,2025-06,34.37,4.25,3.86,1,2025-03,0,12.94,18.24,"SINCLAIR,"
HBG Hotels Ltd.,PHOENIXTN,"Hotel, Resort & Restaurants",442.37,BSE,165.55,-4.28,2,2025-03,294.58,706.71,2025-06,31.87,53.6,2025-06,8.25,,1.17,2,2024-03,1.05,170.9,80.59,"PHOENIXTN,"
Nicco Parks & Resorts Ltd.,NICCOPAR,Amusement Parks/Recreation/Club,442.21,BSE,94.50,0.17,2,2025-03,0,409.95,2025-06,76.57,5.85,2025-06,42.15,1.76,4.33,2,2025-03,0,22.35,28.95,"NICCOPAR,"
Suba Hotels Ltd.,SUBAHOTELS,"Hotel, Resort & Restaurants",431.4,NSE,177.95,5.99,1,2025-03,50.23,476.28,,,,2024-03,83.28,,,2,2025-03,1.12,39.16,24.51,"SUBAHOTELS,"
Robust Hotels Ltd.,RHL,"Hotel, Resort & Restaurants",413.62,NSE,237.91,1.60,1,2025-03,154.4,556.58,2025-06,139.77,19.13,2025-06,21.62,,0.57,1,2025-03,0.22,2.32,4.43,"RHL,"
International Travel House Ltd.,ITHL,Travel Services,359.63,BSE,459.00,1.67,1,2025-09,,347.32,2025-09,235.32,26.28,2025-09,13.69,0.33,2.07,1,2025-03,0,17.64,24.39,"ITHL,"
Wise Travel India Ltd.,WTICAB,Travel Services,359.56,NSE,151.00,0.47,1,2025-03,115.78,398.35,2025-03,525.92,22.13,2025-03,16.25,,2.09,2,2025-03,0.67,14.56,16.42,"WTICAB,"
The Byke Hospitality Ltd.,BYKE,"Hotel, Resort & Restaurants",334.95,NSE,64.25,4.73,1,2025-03,10.62,328.37,2025-06,100.19,4.44,2025-06,75.36,36.23,1.48,1,2025-03,0.05,2.19,6.04,"BYKE,"
Apollo Sindoori Hotels Ltd.,APOLSINHOT,"Hotel, Resort & Restaurants",331.86,NSE,1276.20,-0.12,2,2025-03,47.88,280.55,2025-06,552.37,10.19,2025-06,32.58,-2.55,2.21,2,2024-03,0.5,8.68,12.64,"APOLSINHOT,"
Emerald Leisures Ltd.,EMERALL,"Hotel, Resort & Restaurants",319.9,BSE,213.00,0.57,2,2025-03,135.87,455.62,2025-03,15,-10.8,2025-03,0,0,,1,2024-03,-1.14,0,23.44,"EMERALL,"
Autoriders International Ltd.,AUTOINT,Travel Services,295.11,BSE,5086.90,0.01,1,2025-03,32.16,319.06,2025-06,90.51,8.78,2025-06,33.62,1.06,5.75,1,2025-03,0.65,20.48,19.86,"AUTOINT,"
Graviss Hospitality Ltd.,GRAVISSHO,"Hotel, Resort & Restaurants",272.27,BSE,38.61,-1.88,2,2025-03,5.48,274.29,2025-06,61.72,7.87,2025-06,34.6,1.38,1.5,2,2025-03,0.03,5.24,1.94,"GRAVISSHO,"
Country Club Hospitality & Holidays Ltd.,CCHHL,"Hotel, Resort & Restaurants",270.37,NSE,16.48,-1.38,2,2025-03,24.67,294.27,2025-06,57.78,4.94,2025-06,54.73,3.55,0.87,2,2025-03,0.08,1.42,2.78,"CCHHL,"
Sayaji Hotels (Indore) Ltd.,SHILINDORE,"Hotel, Resort & Restaurants",257.58,BSE,844.30,,1,2025-03,29.35,286.68,2025-06,105.35,10.73,2025-06,24.01,,4.01,1,2025-03,0.47,18.48,23.87,"SHILINDORE,"
Asian Hotels (East) Ltd.,AHLEAST,"Hotel, Resort & Restaurants",250.75,NSE,145.01,-0.87,2,2025-03,329.6,574.96,2025-06,115.51,11.38,2025-06,22.04,0.65,1.06,2,2025-03,1.35,7.39,11.78,"AHLEAST,"
Sayaji Hotel (Pune) Ltd.,SHPLPUNE,"Hotel, Resort & Restaurants",245.25,BSE,805.00,6.21,2,2025-09,0.3,238.66,2025-09,78.99,19.01,2025-09,12.9,,2.67,2,2025-03,0,23.09,31.67,"SHPLPUNE,"
GIR Natureview Resorts Ltd.,GIRRESORTS,"Hotel, Resort & Restaurants",202.29,NSE,113.65,,1,2024-03,1.9,204.05,2024-03,6.19,0.03,2019-03,0,0,10.59,1,2014-03,0,1.59,2.3,"GIRRESORTS,"
CHL Ltd.,CHLLTD,"Hotel, Resort & Restaurants",196.8,BSE,35.90,1.30,2,2025-03,242.5,400.07,2025-06,140.08,-1.95,2025-06,0,0,-1.62,2,2025-03,-2,0,24.42,"CHLLTD,"
Savera Industries Ltd.,SAVERA,"Hotel, Resort & Restaurants",189.66,BSE,159.70,2.27,1,2025-09,1.92,158.74,2025-09,88.7,15.17,2025-09,12.5,0.54,2.02,1,2025-03,0.02,15.92,19.63,"SAVERA,"
Eco Hotels & Resorts Ltd.,ECOHOTELS,"Hotel, Resort & Restaurants",103.35,BSE,16.20,4.99,2,2025-03,0,95.96,2025-06,0.45,-3.78,2025-06,0,,1.94,2,2025-03,0,-12.93,-10.47,"ECOHOTELS,"
Saj Hotels Ltd.,SAJHOTELS,"Hotel, Resort & Restaurants",99.97,NSE,62.00,0.81,2,2025-03,0.33,82.47,2025-03,16.81,3.81,2025-03,25.53,,0.85,2,2024-03,0.17,22.59,23.54,"SAJHOTELS,"
Vikram Kamats Hospitality Ltd.,KAMATS,Restaurants,99.58,BSE,58.11,-2.99,2,2025-03,25.29,114.51,2025-06,43.34,0.63,2025-06,178.77,,1.79,2,2025-03,0.62,2.21,5.84,"KAMATS,"
Jungle Camps India Ltd.,JUNGLECAMP,"Hotel, Resort & Restaurants",92.22,BSE,59.50,-0.25,2,2025-06,3.24,69.4,2025-03,22.1,4.28,2025-03,22.76,,1.78,2,2025-03,0.08,12.45,15.83,"JUNGLECAMP,"
Blue Coast Hotels Ltd.,BLUECOAST,"Hotel, Resort & Restaurants",88.01,NSE,49.46,-3.00,2,2025-03,16.24,103.84,2025-06,0.13,79.98,2025-06,1.1,0.08,-3.81,2,2025-03,-0.84,0,0,"BLUECOAST,"
Gujarat Hotels Ltd.,GUJHOTE,"Hotel, Resort & Restaurants",86.83,BSE,227.60,-0.55,1,2025-09,,86.48,2025-09,4.44,5.92,2025-09,14.66,3.42,1.74,1,2025-03,0,11.44,14.98,"GUJHOTE,"
TSC India Ltd.,TSC,Travel Services,85.69,NSE,61.00,2.69,2,2025-03,25.53,107.24,,,,2025-03,17.58,,1.97,2,2025-03,1.61,40.12,23.75,"TSC,"
Royale Manor Hotels & Industries Ltd.,RAYALEMA,"Hotel, Resort & Restaurants",84.54,BSE,42.40,5.08,1,2025-03,5.83,86.34,2025-06,22.9,2.89,2025-06,29.28,6.91,1.38,1,2024-03,0.15,7.66,10.01,"RAYALEMA,"
Growington Ventures India Ltd.,GROWINGTON,Travel Services,83.49,BSE,1.30,-4.41,2,2025-03,7.89,88.6,2025-06,72.99,4.19,2025-06,19.94,,1.17,2,2025-03,0.37,12.5,18.02,"GROWINGTON,"
Transcorp International Ltd.,TRANSCOR,Travel Services,75.12,BSE,23.56,-2.20,2,2025-09,17.77,38.79,2025-09,1022.55,2.85,2025-09,26.29,1.06,1.1,2,2025-03,0.3,16.63,17.52,"TRANSCOR,"
Jindal Hotels Ltd.,JINDHOT,"Hotel, Resort & Restaurants",56,BSE,80.00,-2.24,1,2025-03,51.13,105.27,2025-06,45.25,1.09,2025-06,51.19,4.55,2.52,1,2025-03,2.28,5.28,9.28,"JINDHOT,"
Mega Corporation Ltd.,MEGACOR,Travel Services,52.6,BSE,2.63,1.54,1,2025-03,,51.02,2025-06,6.72,0.5,2025-06,105.62,-2.41,1.53,1,2024-03,1.19,1.07,6.41,"MEGACOR,"
MAC Hotels Ltd.,MACH,"Hotel, Resort & Restaurants",51.24,BSE,91.00,2.48,1,2025-03,0.91,52.15,2025-03,3.71,0.28,2025-03,183.02,10.91,4.54,1,2024-03,9.08,404.36,20.49,"MACH,"
Roopshri Resorts Ltd.,ROOPSHRI,"Hotel, Resort & Restaurants",44.66,BSE,61.87,,1,2025-03,0.98,36.3,2025-03,1.46,0.45,2025-03,99.25,0.9,2.95,1,2024-03,0,3.56,4.28,"ROOPSHRI,"
LGT Business Connextions Ltd.,LGT,Travel Services,43.79,BSE,46.72,4.99,1,2025-03,9.58,44.71,,,,2025-03,8.4,,1.09,1,2025-03,0.77,52.99,50.13,"LGT,"
Pecos Hotels and Pubs Ltd.,PECOS,Restaurants,42.44,BSE,324.00,,1,2025-03,0,38.21,2025-03,10.55,1.43,2025-03,29.67,0.82,6.45,1,2025-03,0,23.58,32.83,"PECOS,"
West Leisure Resorts Ltd.,WESTLEIRES,"Hotel, Resort & Restaurants",36.21,BSE,118.60,,1,2025-03,,36.17,2025-06,0.62,-0.13,2025-06,0,0,1.85,1,2024-03,0,-1.28,-1.69,"WESTLEIRES,"
Travels & Rentals Ltd.,TRAVELS,Travel Services,36.03,BSE,32.16,-4.99,1,2025-03,19.81,54.83,2025-03,11.45,3.22,2025-03,11.19,,1.28,1,2025-03,0.7,14.96,24.13,"TRAVELS,"
TGB Banquets And Hotels Ltd.,TGBHOTELS,"Hotel, Resort & Restaurants",33.39,NSE,11.48,-1.54,1,2025-03,4.16,35.35,2025-06,39.29,1.99,2025-06,16.76,0.95,0.44,1,2025-03,0.05,2.59,4.68,"TGBHOTELS,"
Sri Havisha Hospitality and Infrastructure Ltd.,HAVISHA,"Hotel, Resort & Restaurants",32.4,NSE,1.95,0.52,1,2025-03,6.86,37.79,2025-06,14.68,-4.37,2025-06,0,,-3.39,1,2025-03,0.31,-17.53,-0.2,"HAVISHA,"
Aruna Hotels Ltd.,ARUNAHTEL,"Hotel, Resort & Restaurants",30.2,BSE,8.93,2.76,1,2025-03,117.53,147.7,2025-06,24.1,3.44,2025-06,8.77,0.54,-0.54,1,2025-03,-2.07,0,23.15,"ARUNAHTEL,"
Yaan Enterprises Ltd.,YAANENT,Travel Services,29.06,BSE,93.75,4.17,1,2025-03,0.62,27.95,2025-06,5.51,0.47,2025-06,62.37,-7.01,6.35,1,2024-03,0.14,12.69,16.86,"YAANENT,"
Valencia India Ltd.,VALINDIA,"Hotel, Resort & Restaurants",27.29,BSE,20.98,-2.42,1,2025-03,6,30.77,2025-03,7.68,2.11,2025-03,12.91,,0.42,1,2025-03,0.53,20.58,22.25,"VALINDIA,"
Naturewings Holidays Ltd.,NHL,Travel Services,25.88,BSE,81.90,,1,2025-03,0.03,21.97,2025-03,21.47,1.08,2025-03,23.89,,2.83,1,2025-03,0,18.35,25.41,"NHL,"
Polo Hotels Ltd.,POLOHOT,"Hotel, Resort & Restaurants",25.24,BSE,11.25,-2.17,1,2023-09,74.74,97.01,2023-12,0.04,-0.74,2023-12,0,0,,1,2023-03,1.24,-1.4,-0.6,"POLOHOT,"
Cindrella Hotels Ltd.,CINDHO,"Hotel, Resort & Restaurants",24.56,BSE,68.15,3.41,1,2025-03,2.65,26.9,2025-06,9.75,0.17,2025-06,147.95,-42.03,2.09,1,2025-03,0.23,1.73,4.34,"CINDHO,"
Trade-Wings Ltd.,TRADWIN,Travel Services,24.38,BSE,81.26,19.99,2,2025-03,24.39,42.7,2025-06,251.13,5.04,2025-06,4.84,0.14,-2.19,2,2025-03,-2.16,0,76.21,"TRADWIN,"
Reliable Ventures India Ltd.,RELIABVEN,"Hotel, Resort & Restaurants",24.07,BSE,21.89,-0.27,1,2025-03,0.42,24.4,2025-06,0,-0.72,2025-06,0,,0.78,1,2024-03,0.02,-4.86,-5.56,"RELIABVEN,"
Ajwa Fun World & Resort Ltd.,AJWAFUN,"Hotel, Resort & Restaurants",23.07,BSE,36.10,-5.00,1,2025-03,4.49,27.47,2025-06,1.14,-0.48,2025-06,0,0,-11.32,1,2025-03,-2.39,0,14.2,"AJWAFUN,"
Best Eastern Hotels Ltd.,BESTEAST,"Hotel, Resort & Restaurants",22.73,BSE,13.94,0.00,1,2025-03,2.09,24.78,2025-06,6.18,-0.07,2025-06,0,0,9.42,1,2025-03,0.91,0.45,4.94,"BESTEAST,"
HS India Ltd.,HOTLSILV,"Hotel, Resort & Restaurants",22.07,BSE,13.55,0.15,1,2025-09,14.41,31.82,2025-09,26.29,1.41,2025-09,15.7,6.85,0.69,1,2025-03,0.51,4.52,7.05,"HOTLSILV,"
Howard Hotels Ltd.,HOWARHO,"Hotel, Resort & Restaurants",21.84,BSE,23.95,1.91,1,2025-03,4.58,24.42,2025-06,16.27,0.73,2025-06,29.91,1.45,1.98,1,2025-03,0.4,3.79,6.28,"HOWARHO,"
Neopolitan Pizza and Foods Ltd.,NPFL,Restaurants,19.67,BSE,11.57,-4.06,1,2025-03,0.57,17,2025-03,51.16,0.41,2025-03,48.4,,0.69,2,2024-03,0.04,13.15,17.31,"NPFL,"
Velan Hotels Ltd.,VELHO,"Hotel, Resort & Restaurants",16.62,BSE,5.20,,1,2025-03,62.02,78.64,2025-06,0.03,-13.03,2025-06,0,,-1.24,1,2025-03,-4.8,0,-2.89,"VELHO,"
Ras Resorts & Apart Hotels Ltd.,RASRESOR,"Hotel, Resort & Restaurants",16.24,BSE,40.91,1.39,1,2025-09,2.24,17.89,2025-09,12.6,0.31,2025-09,53.07,1.79,2.04,1,2025-03,0.52,4.3,8.24,"RASRESOR,"
Dhanada Corporation Ltd.,DHANADACO,"Hotel, Resort & Restaurants",12.86,BSE,2.30,,1,2022-09,37.15,46.97,2022-09,7.86,-5.22,2022-09,0,,-3.42,1,2022-03,-27.52,-330.91,-4.35,"DHANADACO,"
Lords Ishwar Hotels Ltd.,LORDSHOTL,"Hotel, Resort & Restaurants",12.76,BSE,16.78,-2.04,1,2025-09,6.7,19.16,2025-09,7.8,0.16,2025-09,78.76,5.37,2.19,1,2025-03,1.18,6.03,6.96,"LORDSHOTL,"
Univa Foods Ltd.,UNIVAFOODS,"Hotel, Resort & Restaurants",10.74,NSE,12.93,,1,2025-09,0.97,11.71,2025-09,0,-0.45,2025-09,0,,-10.69,1,2024-03,-0.93,0,-350.79,"UNIVAFOODS,"
Sailani Tours N Travels Ltd.,SAILANI,Travel Services,8.94,BSE,19.00,,1,2025-03,2.43,11.23,2025-03,18.06,0.19,2025-03,46.6,,1.2,2,2025-03,0.33,2.61,4.85,"SAILANI,"
Woodsvilla Ltd.,WOODSVILA,"Hotel, Resort & Restaurants",8.11,BSE,13.49,,1,2025-03,,7.85,2025-06,0.54,-0.06,2025-06,0,0,1.69,1,2024-03,0,-0.18,0.3,"WOODSVILA,"
Silver Pearl Hospitality & Luxury Spaces Ltd.,SILVERPRL,"Hotel, Resort & Restaurants",7.58,BSE,9.65,,1,2025-03,0,7.52,2025-03,0.8,-0.17,2025-03,0,,0.57,1,2025-03,0,-1.23,-1.07,"SILVERPRL,"
Hanman Fit Ltd.,HANMAN,Amusement Parks/Recreation/Club,6.62,BSE,6.30,,1,2025-03,,6.34,2025-03,0.03,-0.82,2025-03,0,0,2.65,1,2024-03,0.28,30.82,6.44,"HANMAN,"
Ashram Online.Com Ltd.,ASHRAM,"Hotel, Resort & Restaurants",6.06,BSE,5.05,0.00,1,2025-03,0.19,6,2025-06,0.41,-0.06,2025-06,0,0,0.48,1,2024-03,0.02,-0.05,0.19,"ASHRAM,"
Mahasagar Travels Ltd.,MHSGRMS,Travel Services,4.62,BSE,5.88,-4.85,1,2025-03,4.14,8.18,2025-06,36.17,0.68,2025-06,6.79,0.44,40.5,1,2025-03,-90.35,0,16.65,"MHSGRMS,"
Mega Corporation Ltd. - (Rights Entitlements (REs)),MEGACO-RE,Travel Services,0,BSE,0.78,,1,,,0,,,,-0,,,,1,-0,,,,"MEGACO-RE,"
