Sector: Diamond & Jewellery,
Date: 09-Nov-2025,
Note:- Statement: 1 = Standalone and 2 = Consolidated,
Generated by and for: signshailesh@gmail.com,

Stock Name,Symbol,Industry,Market Cap(Rs. Cr.),Exchange,LTP,Chg%,TTM Statement,Period Ending,Total Debt(Rs. Cr.),Enterprise Value(Rs. Cr.),TTM Ending (Results),Net Sales (Rs. Cr.),Profit After Tax (Rs. Cr.),TTM Ending (Valuation),Price Earning Ratio(TTM),"PEG Ratio ",Price To Book Value(TTM),Statement,Year Ending,Debt Equity Ratio,Return On Equity(%),Return On Capital Employed(%),Symbol with Comma for External Upload
D.P. Abhushan Ltd.,DPABHUSHAN,Diamond  &  Jewellery,3428.53,NSE,1499.50,0.44,1,2025-09,208.59,3618.05,2025-09,3309.4,150.37,2025-09,22.8,0.49,6.76,1,2025-03,0.41,35.33,34.36,"DPABHUSHAN,"
Shringar House of Mangalsutra Ltd.,SHRINGARMS,Diamond  &  Jewellery,2161.53,NSE,224.23,0.16,1,2025-03,121.03,2279.45,,,,2025-03,35.37,,3.43,1,2025-03,0.6,36.2,31.85,"SHRINGARMS,"
Khazanchi Jewellers Ltd.,KHAZANCHI,Diamond  &  Jewellery,1694.92,BSE,689.45,0.44,1,2025-06,56.77,1750.23,2025-03,1771.93,44.92,2025-03,37.73,,6.87,1,2025-03,0.28,21.43,24.07,"KHAZANCHI,"
Shanti Gold International Ltd.,SHANTIGOLD,Diamond  &  Jewellery,1681.64,NSE,232.82,-0.79,1,2025-09,175.14,1797.7,,,,2025-03,30.11,,3.1,1,2025-03,1.53,44.85,27.06,"SHANTIGOLD,"
Motisons Jewellers Ltd.,MOTISONS,Diamond  &  Jewellery,1612.55,NSE,16.37,-0.79,1,2025-03,72.39,1677.81,2025-06,460.44,44.87,2025-06,35.94,,4.25,1,2025-03,0.2,12.35,14.54,"MOTISONS,"
Renaissance Global Ltd.,RGL,Diamond  &  Jewellery,1423.51,NSE,132.49,0.68,2,2025-03,515.66,1793.35,2025-06,2166.47,64.89,2025-06,21.27,-7.46,1.03,2,2025-03,0.37,5.85,8.03,"RGL,"
Laxmi Goldorna House Ltd.,LGHL,Diamond  &  Jewellery,1301.15,NSE,259.75,3.69,1,2025-09,96.72,1397.41,2025-09,103.38,10.18,2025-09,127.79,0.87,12.49,1,2024-03,1.16,24.53,21.3,"LGHL,"
Tribhovandas Bhimji Zaveri Ltd.,TBZ,Diamond  &  Jewellery,1240.19,NSE,186.26,0.45,2,2025-03,699.99,1841.97,2025-06,2648.25,73.84,2025-06,16.8,0.64,1.82,2,2025-03,1.07,10.87,12.83,"TBZ,"
Asian Star Company Ltd.,ASTAR,Diamond  &  Jewellery,1083.5,BSE,676.90,-5.00,2,2025-03,528.01,1296.22,2025-06,2913.1,43.36,2025-06,24.59,-3.75,0.68,2,2025-03,0.34,2.7,4.12,"ASTAR,"
Radhika Jeweltech Ltd.,RADHIKAJWE,Diamond  &  Jewellery,1049.49,NSE,88.71,2.53,1,2025-03,42.84,1086.84,2025-06,593.19,62.65,2025-06,16.75,0.46,3.08,1,2025-03,0.13,20.46,25.78,"RADHIKAJWE,"
RBZ Jewellers Ltd.,RBZJEWEL,Diamond  &  Jewellery,627.6,NSE,156.35,1.68,1,2025-03,86.83,711.74,2025-06,523.28,36.84,2025-06,17.03,,2.49,1,2025-03,0.35,17.15,20.53,"RBZJEWEL,"
Utssav CZ Gold Jewels Ltd.,UTSSAV,Diamond  &  Jewellery,627.12,NSE,259.70,0.48,1,2025-09,148.53,741.58,2025-03,646.32,25.06,2025-03,25.02,,4.68,1,2025-03,1.03,30.94,21.48,"UTSSAV,"
Goldkart Jewels Ltd.,GOLDKART,Diamond  &  Jewellery,428.03,NSE,255.00,,1,2025-09,16.33,443.66,2025-03,82.35,3.32,2025-03,129.06,1.19,8.52,1,2025-03,0.27,7.71,10.61,"GOLDKART,"
Uday Jewellery Industries Ltd.,UDAYJEW,Diamond  &  Jewellery,377.46,BSE,158.30,-1.00,1,2025-03,24.63,400.75,2025-06,358.62,16.01,2025-06,23.57,2.51,2.96,1,2024-03,0.31,12.17,13.29,"UDAYJEW,"
Mini Diamonds (India) Ltd.,MINID,Diamond  &  Jewellery,330.44,BSE,140.20,-2.91,1,2025-03,2.12,330.2,2025-06,416.9,3.42,2025-06,96.7,2.36,5.12,1,2024-03,1.68,28.67,10.07,"MINID,"
Pushpa Jewellers Ltd.,PUSHPA,Diamond  &  Jewellery,307.03,NSE,126.75,1.20,1,2025-09,17.21,303.82,,,,2025-03,13.78,,1.98,1,2025-03,0.38,47.31,50.48,"PUSHPA,"
Ashapuri Gold Ornament Ltd.,AGOL,Diamond  &  Jewellery,197.99,BSE,5.95,-0.17,1,2025-03,0.53,198.05,2025-06,325.02,11.61,2025-06,17.05,0.19,1.32,1,2025-03,0,10.17,13.79,"AGOL,"
SILGO Retail Ltd.,SILGO,Diamond  &  Jewellery,161.87,NSE,65.79,-2.55,1,2025-03,0,161.02,2025-06,44.07,4.65,2025-06,34.78,1.95,1.73,1,2025-03,0,7.96,10.46,"SILGO,"
Narbada Gems And Jewellery Ltd.,NARBADA,Diamond  &  Jewellery,146.11,BSE,68.75,-0.25,1,2025-03,27.77,173.45,2025-06,82.72,4.66,2025-06,31.33,2.09,2.57,1,2024-03,0.49,10.8,11.66,"NARBADA,"
Golkunda Diamonds & Jewellery Ltd.,GOLKUNDIA,Diamond  &  Jewellery,142.07,BSE,203.80,-0.05,1,2025-09,36.02,166.31,2025-09,285.99,13.54,2025-09,10.49,0.26,2.03,1,2025-03,0.55,19.78,19.89,"GOLKUNDIA,"
Moksh Ornaments Ltd.,MOKSH,Diamond  &  Jewellery,126.02,NSE,14.28,1.35,1,2025-03,32.11,149.1,2025-06,593.74,8.61,2025-06,14.64,1.52,1.05,1,2024-03,0.86,11.55,14.88,"MOKSH,"
Deep Diamond India Ltd.,DDIL,Diamond  &  Jewellery,118.06,BSE,8.19,-4.99,2,2025-09,0.36,115.11,2025-09,3.95,3.04,2025-09,39.52,,3.34,2,2025-03,0.03,4.1,5.37,"DDIL,"
Patdiam Jewellery Ltd.,PJL,Diamond  &  Jewellery,113.11,BSE,262.00,,1,2025-03,14.32,126.21,2025-03,157.76,11.9,2025-03,9.5,0.2,1.89,1,2025-03,0.2,18.12,23.68,"PJL,"
Royal India Corporation Ltd.,ROYALIND,Diamond  &  Jewellery,91.78,BSE,7.86,1.16,1,2025-03,101.16,191.79,2025-06,250.34,14.43,2025-06,6.36,0.29,1.06,1,2025-03,1.36,41.03,10.68,"ROYALIND,"
Starlineps Enterprises Ltd.,STARLENT,Diamond  &  Jewellery,79.16,BSE,2.18,4.81,2,2025-03,0,64.64,2025-03,73.35,6.57,2025-03,12.05,,1.45,2,2025-03,0,22.22,29.75,"STARLENT,"
Dev Labtech Venture Ltd.,DEVLAB,Diamond  &  Jewellery,72.37,BSE,61.00,1.30,1,2025-03,1.07,73.36,2025-03,52.41,1.29,2025-03,55.92,,1.65,2,2025-03,0.03,4.28,5.69,"DEVLAB,"
Minal Industries Ltd.,MINALIND,Diamond  &  Jewellery,70.04,BSE,3.65,0.00,2,2025-03,7.48,76.69,2025-06,48.85,4.5,2025-06,41.87,2.43,1.3,2,2025-03,0.14,7.9,6.89,"MINALIND,"
Swarnsarita Jewels India Ltd.,SWARNSAR,Diamond  &  Jewellery,62.48,BSE,29.96,-1.32,2,2025-03,86.37,140.01,2025-06,758.21,5.1,2025-06,12.24,3.8,0.47,2,2025-03,0.67,4.23,7.16,"SWARNSAR,"
AJC Jewel Manufacturers Ltd.,AJCJEWEL,Diamond  &  Jewellery,61.02,BSE,100.55,-5.34,1,2025-03,32.94,93.24,2025-03,220.46,2.86,2025-03,21.31,,2.24,1,2024-03,0.67,34.28,30.78,"AJCJEWEL,"
SJ Corporation Ltd.,SJCORP,Diamond  &  Jewellery,54.31,BSE,65.00,,1,2025-03,0,52.88,2025-06,18.64,0.13,2025-06,417.75,,6.26,1,2025-03,0,-2.35,-2.59,"SJCORP,"
Zodiac-JRD-MKJ Ltd.,ZODJRDMKJ,Diamond  &  Jewellery,51.73,BSE,47.20,-1.91,1,2025-03,0.49,47.16,2025-06,20.73,0.59,2025-06,88.27,-31.3,0.57,1,2025-03,0.01,0.63,1.41,"ZODJRDMKJ,"
Goenka Diamond and Jewels Ltd.,GOENKA,Diamond  &  Jewellery,44.7,NSE,1.36,,2,2025-03,181.21,225.29,2025-06,0.96,-1.86,2025-06,0,0,0.19,2,2024-03,0.75,-1.2,-0.55,"GOENKA,"
Retaggio Industries Ltd.,RETAGGIO,Diamond  &  Jewellery,39.38,BSE,25.50,13.33,1,2025-09,14.38,53.72,2025-03,23.49,2.43,2025-03,16.19,,1.08,1,2025-03,0.56,12.28,12.62,"RETAGGIO,"
Bhakti Gems & Jewellery Ltd.,BGJL,Diamond  &  Jewellery,37.48,BSE,24.99,1.88,1,2025-03,1.24,38.67,2025-06,115.04,0.71,2025-06,52.86,2.2,1.54,1,2024-03,0.07,3.86,6.22,"BGJL,"
UH Zaveri Ltd.,UHZAVERI,Diamond  &  Jewellery,36.82,BSE,12.04,-1.95,1,2025-09,8.49,45.25,2025-09,35.82,0.06,2025-09,634.84,14.78,0.92,1,2023-03,0,5.91,7.83,"UHZAVERI,"
Kenvi Jewels Ltd.,KENVI,Diamond  &  Jewellery,36.4,BSE,2.88,-0.69,1,2025-03,8.21,41.25,2025-06,169.44,0.78,2025-06,46.72,1.75,2.38,1,2025-03,0.54,5.12,8.25,"KENVI,"
Kanani Industries Ltd.,KANANIIND,Diamond  &  Jewellery,36.01,NSE,1.83,-2.66,2,2025-03,0.05,35.11,2025-06,185.62,0.8,2025-06,44.9,-2.12,0.55,2,2025-03,0,1.22,1.23,"KANANIIND,"
Darshan Orna Ltd.,DARSHANORNA,Diamond  &  Jewellery,29.92,BSE,2.99,7.17,1,2025-09,4.8,34.51,2025-09,31.9,0.59,2025-09,50.54,2.82,0.85,1,2022-03,0,6.28,7.41,"DARSHANORNA,"
Eighty Jewellers Ltd.,EIGHTY,Diamond  &  Jewellery,27.69,BSE,27.15,,1,2025-03,26.97,53.66,2025-03,109.68,1.85,2025-03,14.94,,1.09,1,2024-03,0.27,5.93,8.58,"EIGHTY,"
Koura Fine Diamond Jewelry Ltd.,KOURA,Diamond  &  Jewellery,22.32,BSE,42.50,0.47,1,2025-03,4.87,23.15,2025-03,41.96,0.17,2025-03,129.46,,1.61,1,2025-03,0.56,1.99,4.39,"KOURA,"
Shoora Designs Ltd.,SHOORA,Diamond  &  Jewellery,21.27,BSE,46.01,-5.00,1,2025-03,0.96,18.4,2025-03,4.86,0.06,2025-03,366.78,,1.06,1,2024-03,0,-1.43,0.44,"SHOORA,"
Varyaa Creations Ltd.,VARYAA,Diamond  &  Jewellery,21.03,BSE,43.90,,1,2025-03,0,20.88,2025-03,31.34,0.42,2025-03,49.95,,0.89,1,2025-03,0,3.09,6.53,"VARYAA,"
SM Gold Ltd.,SMGOLD,Diamond  &  Jewellery,19.02,BSE,14.19,0.50,1,2025-03,16.33,34.94,2025-06,90.01,1.06,2025-06,17.86,0.56,0.64,1,2025-03,0.72,2.54,3.66,"SMGOLD,"
Gautam Gems Ltd.,GGL,Diamond  &  Jewellery,17.43,BSE,3.74,-2.35,1,2025-09,5.26,22.6,2025-09,82.42,0.37,2025-09,46.85,-3.57,0.32,1,2025-03,0.13,0.56,1.35,"GGL,"
Orosil Smiths India Ltd.,OROSMITHS,Diamond  &  Jewellery,16.82,BSE,4.07,-4.01,1,2025-03,0,16.75,2025-06,3.64,0.73,2025-06,23.04,0.68,14.84,1,2025-03,0,73.01,-11.83,"OROSMITHS,"
Sagar Diamonds Ltd.,SAGAR,Diamond  &  Jewellery,16.44,BSE,13.00,,1,2025-03,,-2.31,2025-03,0,-1.78,2024-03,0,,0.49,1,2024-03,0.01,-106.2,-103.01,"SAGAR,"
Shubhlaxmi Jewel Art Ltd.,SHUBHLAXMI,Diamond  &  Jewellery,16.44,NSE,15.50,0.00,1,2025-03,13.58,29.77,2025-03,55.09,0.9,2025-03,18.18,-3.22,0.73,1,2024-03,0.49,6.16,9.23,"SHUBHLAXMI,"
Sovereign Diamonds Ltd.,SOVERDIA,Diamond  &  Jewellery,15.53,BSE,25.85,-4.44,1,2025-03,8.9,24.42,2025-06,29.64,-4.88,2025-06,0,0,1.27,1,2025-03,0.52,0.07,4.99,"SOVERDIA,"
Shukra Bullions Ltd.,SKRABUL,Diamond  &  Jewellery,15.49,BSE,30.88,0.72,1,2025-03,,15.17,2025-06,1.56,0.05,2025-06,292.21,7.31,9.23,1,2024-03,0,1.11,1.65,"SKRABUL,"
Kenrik Industries Ltd.,KENRIK,Diamond  &  Jewellery,14.93,BSE,11.95,,1,2025-03,1.06,15.82,2025-03,74.74,0.99,2025-03,15.04,,0.67,1,2025-03,0.08,7.58,10.63,"KENRIK,"
Shukra Jewellery Ltd.,SHUKJEW,Diamond  &  Jewellery,12.6,BSE,9.28,4.98,2,2025-03,0.31,12.74,2025-06,4.9,0.33,2025-06,38.4,,0.35,2,2024-03,0.02,0.16,0.25,"SHUKJEW,"
Sunraj Diamond Exports Ltd.,SUNRAJDI,Diamond  &  Jewellery,11.18,BSE,21.65,4.69,2,2025-03,16.75,27.89,2025-06,1.93,-0.02,2025-06,0,0,13.33,2,2025-03,16.97,6.24,0.52,"SUNRAJDI,"
Neogem India Ltd.,NOGMIND,Diamond  &  Jewellery,2.78,BSE,3.40,,1,2025-03,17.93,20.54,2025-03,0,-0.32,2025-03,0,,0.52,1,2024-03,3.15,-13.14,-3.36,"NOGMIND,"
Nibe Ordnance and Maritime Ltd.,NIBEORD,Diamond  &  Jewellery,1.15,BSE,7.52,,1,2025-03,0.34,0.93,2025-06,0,0.23,2025-06,4.94,-1.22,0.41,1,2024-03,0,-11.21,-10.81,"NIBEORD,"
Laser Diamonds Ltd.,LADIAMO,Diamond  &  Jewellery,0.26,BSE,0.63,,1,2025-06,0.38,0.63,2025-06,0,-0.02,2024-03,0,0,1.44,1,2024-03,2.36,-19.68,-6.45,"LADIAMO,"
Nibe Ordnance And Maritime Ltd. - (Rights Entitlements (REs)),NIBOR-RE,Diamond  &  Jewellery,0,BSE,1.40,,1,,,0,,,,-0,,,,1,-0,,,,"NIBOR-RE,"
Zodiac-Jrd-Mkj Ltd. - (Rights Entitlements (REs)),ZODJRD-RE,Diamond  &  Jewellery,0,BSE,1.80,,1,,,0,,,,-0,,,,1,-0,,,,"ZODJRD-RE,"
Deep Diamond India Ltd. - (Rights Entitlements (REs)),DEEP-RE,Diamond  &  Jewellery,0,BSE,0.12,,1,,,0,,,,-0,,,,1,-0,,,,"DEEP-RE,"
Starlineps Enterprises Ltd. - (Rights Entitlements (REs)),STAR-RE,Diamond  &  Jewellery,0,BSE,1.40,,1,,,0,,,,-0,,,,1,-0,,,,"STAR-RE,"
UH Zaveri Ltd. - (Rights Entitlements (REs)),UHZAVE-RE,Diamond  &  Jewellery,0,BSE,0.63,,1,,,0,,,,-0,,,,1,-0,,,,"UHZAVE-RE,"
