Sector: Fast Moving Consumer Goods,
Date: 09-Nov-2025,
Note:- Statement: 1 = Standalone and 2 = Consolidated,
Generated by and for: signshailesh@gmail.com,

Stock Name,Symbol,Industry,Market Cap(Rs. Cr.),Exchange,LTP,Chg%,TTM Statement,Period Ending,Total Debt(Rs. Cr.),Enterprise Value(Rs. Cr.),TTM Ending (Results),Net Sales (Rs. Cr.),Profit After Tax (Rs. Cr.),TTM Ending (Valuation),Price Earning Ratio(TTM),"PEG Ratio ",Price To Book Value(TTM),Statement,Year Ending,Debt Equity Ratio,Return On Equity(%),Return On Capital Employed(%),Symbol with Comma for External Upload
VIP Industries Ltd.,VIPIND,Household & Personal Products,5554.92,NSE,392.70,-1.50,2,2025-03,415.25,5922.26,2025-06,2100.97,-85.93,2025-06,0,,9.49,2,2025-03,0.69,-10.89,-1.1,"VIPIND,"
AGI Greenpac Ltd.,AGI,Packaging,5148.94,NSE,794.65,-1.23,2,2025-09,458.92,5592.07,2025-09,2652.55,351.95,2025-09,14.63,,2.32,2,2025-03,0.26,17.86,19.16,"AGI,"
Gokul Agro Resources Ltd.,GOKULAGRO,Edible Oil,5144.84,NSE,174.69,0.29,2,2025-03,527.6,5276.29,2025-06,20187.2,264.47,2025-06,19.47,0.29,4.64,2,2025-03,0.51,26.95,34.58,"GOKULAGRO,"
Gopal Snacks Ltd.,GOPAL,Consumer Food,4501.36,NSE,361.85,1.80,1,2025-03,66.28,4566.99,2025-06,1435.86,-2.78,2025-06,0,,11.06,1,2025-03,0.16,4.78,6.55,"GOPAL,"
CIAN Agro Industries & Infrastructure Ltd.,CIANAGRO,Edible Oil,4487.12,BSE,1603.35,-5.00,2,2025-03,1296.74,5781.82,2025-06,1522.32,93.28,2025-06,48.1,0.77,2.29,2,2024-03,3.69,21.32,16.2,"CIANAGRO,"
Heritage Foods Ltd.,HERITGFOOD,Consumer Food,4419.87,NSE,476.65,-0.87,2,2025-09,178.83,4515.12,2025-09,4331.67,177.43,2025-09,25.57,0.97,4.24,2,2025-03,0.14,21.23,27.4,"HERITGFOOD,"
VST Industries Ltd.,VSTIND,Cigarettes/Tobacco,4340.8,NSE,255.20,-0.89,1,2025-09,,4322.92,2025-09,1789.02,304.6,2025-09,14.25,-2.03,3.42,1,2025-03,0,22.6,28.71,"VSTIND,"
Parag Milk Foods Ltd.,PARAGMILK,Consumer Food,3972.85,NSE,317.40,-0.89,2,2025-03,615.49,4563.29,2025-06,3525.8,119.07,2025-06,33.37,6.87,3.52,2,2025-03,0.6,12.28,14.4,"PARAGMILK,"
Bajaj Consumer Care Ltd.,BAJAJCON,Household & Personal Products,3932.26,NSE,301.50,1.07,2,2025-03,0,3820.04,2025-06,985.58,125.31,2025-06,31.19,-4.17,5.01,2,2025-03,0,15.87,19.42,"BAJAJCON,"
Vadilal Industries Ltd.,VADILALIND,Consumer Food,3784.57,NSE,5277.00,-0.50,2,2025-03,82.37,3826.6,2025-06,1279.74,139.89,2025-06,27.05,0.92,5.51,2,2025-03,0.13,27.66,33.15,"VADILALIND,"
Flair Writing Industries Ltd.,FLAIR,Printing & Stationery,3315.74,NSE,313.35,-5.05,2,2025-09,28.02,3305.17,2025-09,1172.05,131.79,2025-09,25.23,,3.07,2,2025-03,0.03,12.42,16.56,"FLAIR,"
TCPL Packaging Ltd.,TCPLPACK,Packaging,3026.07,NSE,3325.60,-0.46,2,2025-03,589.03,3595.02,2025-06,1789.35,133.61,2025-06,22.65,,4.55,2,2025-03,0.92,24.54,20.67,"TCPLPACK,"
Sundrop Brands Ltd.,SUNDROP,Edible Oil,2964.1,NSE,777.80,0.15,2,2025-03,0,2915.78,2025-06,1090.35,-105.78,2025-06,0,0,2.05,2,2025-03,0,-11.34,-14.59,"SUNDROP,"
GRM Overseas Ltd.,GRMOVER,Consumer Food,2741.21,NSE,446.20,0.72,2,2025-03,364.16,3052.55,2025-06,1304.9,62.3,2025-06,44,3.13,6.39,2,2025-03,0.93,17.05,13.58,"GRMOVER,"
Carysil Ltd.,CARYSIL,Household & Personal Products,2688.68,NSE,947.30,0.70,2,2025-03,265.45,2886.11,2025-06,841.36,71.37,2025-06,38.03,1.61,4.9,2,2025-03,0.5,14.65,15.77,"CARYSIL,"
Prataap Snacks Ltd.,DIAMONDYD,Consumer Food,2598.05,NSE,1083.40,-0.75,1,2025-09,16,2584.96,2025-09,1688.08,-44.53,2025-09,0,,3.74,1,2025-03,0.06,-4.88,-4.9,"DIAMONDYD,"
ADF Foods Ltd.,ADFFOODS,Consumer Food,2547.19,NSE,232.49,3.41,2,2025-09,8.75,2470.7,2025-09,602.06,76.83,2025-09,33.15,3.32,5.02,2,2025-03,0.02,14.85,19.98,"ADFFOODS,"
Mayur Uniquoters Ltd.,MAYURUNIQ,Leather,2339.92,NSE,544.30,1.45,2,2025-03,7.45,2259.37,2025-06,882.83,152.64,2025-06,15.33,1.15,2.35,2,2025-03,0.01,16.38,22.03,"MAYURUNIQ,"
Tasty Bite Eatables Ltd.,TASTYBITE,Consumer Food,2278.95,NSE,8848.00,-0.11,1,2025-03,26.7,2290.26,2025-06,590.23,37.49,2025-06,60.79,-6.81,7.13,1,2025-03,0.09,8.57,12.33,"TASTYBITE,"
Huhtamaki India Ltd.,HUHTAMAKI,Packaging,1782.32,NSE,236.03,-0.99,1,2025-06,104.38,1730.96,2025-09,2466,99.55,2025-09,17.9,-1.02,1.41,1,2024-12,0.08,7.54,10.21,"HUHTAMAKI,"
Sanstar Ltd.,SANSTAR,Consumer Food,1714.92,NSE,94.12,3.92,1,2025-03,27.07,1527.72,2025-06,803.2,26.96,2025-06,63.6,,2.73,2,2024-03,0.59,36.25,33.06,"SANSTAR,"
HMA Agro Industries Ltd.,HMAAGRO,Consumer Food,1537.86,NSE,30.83,0.19,2,2025-03,533,1976.58,2025-06,5543.02,87.56,2025-06,17.83,,1.95,2,2025-03,0.68,11.64,12.06,"HMAAGRO,"
Stanley Lifestyles Ltd.,STANLEY,Household & Personal Products,1484.7,NSE,259.70,-0.25,2,2025-03,2.3,1346.9,2025-06,434.2,33.2,2025-06,44.72,,3.16,2,2025-03,0,8.27,15.53,"STANLEY,"
Chaman Lal Setia Exports Ltd.,CLSEL,Consumer Food,1351.29,NSE,270.45,0.02,1,2025-03,123.16,1416.96,2025-06,1439.68,101.9,2025-06,13.26,0.92,2,1,2025-03,0.19,15.98,18.43,"CLSEL,"
Lotus Chocolate Company Ltd.,LOTUSCHO,Consumer Food,1216.11,BSE,949.00,-0.70,1,2025-09,197.02,1411.8,2025-09,623.29,9.56,2025-09,127.16,1.56,19,1,2025-03,2.49,249.97,23.6,"LOTUSCHO,"
Borosil Scientific Ltd.,BOROSCI,Packaging,1186.55,NSE,132.98,0.40,2,2025-09,8.87,1187.02,2025-09,433.81,11.53,2025-09,101.39,,3.02,2,2025-03,0.04,7.05,10.63,"BOROSCI,"
Bhartiya International Ltd.,BIL,Leather,1169.12,NSE,849.50,-0.67,2,2025-09,499.84,1572.55,2025-09,1183.47,22.01,2025-09,40.42,-6.8,2.42,2,2025-03,1.07,3.76,8.9,"BIL,"
Anondita Medicare Ltd.,ANONDITA,Household & Personal Products,1153.93,NSE,638.00,4.99,1,2025-03,27.39,1180.99,,,,2025-03,106.85,,11.79,2,2025-03,0.72,43.35,38.15,"ANONDITA,"
BCL Industries Ltd.,BCLIND,Edible Oil,1147.3,NSE,38.83,-0.26,2,2025-03,535.23,1654.79,2025-06,3071.39,111.82,2025-06,11.14,0.38,1.37,2,2025-03,0.67,14.38,13.6,"BCLIND,"
Ganesh Consumer Products Ltd.,GANESHCP,Consumer Food,1122.07,NSE,276.85,5.31,1,2025-09,170.28,1095.38,,,,2025-03,31.67,,3.05,1,2025-03,0.22,15.81,20.25,"GANESHCP,"
SKM Egg Products Export (India) Ltd.,SKMEGGPROD,Consumer Food,1109.28,NSE,421.25,3.97,2,2025-09,147.04,1129.72,2025-09,630.16,54.56,2025-09,20.2,0.41,3.27,2,2025-03,0.4,11.93,13.76,"SKMEGGPROD,"
Krishival Foods Ltd.,KRISHIVAL,Consumer Food,1102.94,NSE,494.65,-0.01,2,2025-03,12.6,1100.89,2025-03,202.23,13.54,2025-03,81.44,,7.91,2,2025-03,0.09,10.54,15.19,"KRISHIVAL,"
Kokuyo Camlin Ltd.,KOKUYOCMLN,Printing & Stationery,1021.09,NSE,102.11,1.61,1,2025-09,,997.74,2025-09,762.37,18.15,2025-09,56.27,9.36,3.18,1,2025-03,0.14,1.95,3.79,"KOKUYOCMLN,"
Gulshan Polyols Ltd.,GULPOLY,Consumer Food,961.44,NSE,154.06,1.65,2,2025-09,447.84,1406.19,2025-09,2259.6,42.64,2025-09,22.55,,1.5,2,2025-03,0.64,4.1,6.46,"GULPOLY,"
Vadilal Enterprises Ltd.,VADILENT,Consumer Food,948.85,BSE,10999.00,,1,2025-03,45.24,971.83,2025-06,1122.75,-3.14,2025-06,0,0,22.39,1,2025-03,2.03,28.42,24.68,"VADILENT,"
Arrow Greentech Ltd.,ARROWGREEN,Packaging,890.57,NSE,590.25,1.78,2,2025-03,0,844.77,2025-06,218.84,53.75,2025-06,16.53,0.31,4.47,2,2025-03,0,39.99,54.83,"ARROWGREEN,"
Oricon Enterprises Ltd.,ORICONENT,Packaging,885.91,NSE,56.30,0.59,2,2025-03,8.97,854.64,2025-06,179.42,20.71,2025-06,6.15,0.12,0.84,2,2025-03,0.01,0.23,0.76,"ORICONENT,"
KSE Ltd.,KSE,Consumer Food,847.84,BSE,264.95,3.50,1,2025-09,24.12,857.61,2025-09,1647.14,127.23,2025-09,6.66,0.18,2.41,1,2025-03,0.08,35.01,44.19,"KSE,"
Mukka Proteins Ltd.,MUKKA,Animal Feed,731.4,NSE,24.26,-0.16,2,2025-03,450.29,1139.4,2025-06,1004.69,43.05,2025-06,16.84,,1.65,2,2025-03,1.02,11.5,11.82,"MUKKA,"
Linc Ltd.,LINC,Printing & Stationery,716.84,NSE,120.65,-3.91,2,2025-09,6.52,700.67,2025-09,552.14,38.26,2025-09,19.73,,2.96,2,2025-03,0.03,17.3,23.95,"LINC,"
Parin Enterprises Ltd.,PARIN,Household & Personal Products,624.83,NSE,562.00,3.82,1,2025-09,47.15,670.59,2025-03,97.96,5.03,2025-03,124.29,9.61,11.39,2,2025-03,1.51,11.45,11.06,"PARIN,"
Sarveshwar Foods Ltd.,SARVESHWAR,Consumer Food,618.05,NSE,4.99,-1.96,2,2025-03,302.76,919.52,2025-06,1204.52,30.94,2025-06,20.05,0.55,1.49,2,2025-03,1.08,11.05,13.17,"SARVESHWAR,"
Foods & Inns Ltd.,FOODSIN,Consumer Food,603.25,NSE,82.61,1.27,2,2025-03,427.37,1023.58,2025-06,991.61,42.19,2025-06,14.36,0.47,1.11,2,2025-03,0.8,9.61,12.16,"FOODSIN,"
Pyramid Technoplast Ltd.,PYRAMID,Packaging,591.32,NSE,160.53,-0.11,1,2025-03,54.37,639.95,2025-06,621.52,27.01,2025-06,21.89,,2.3,1,2025-03,0.22,11.31,14.23,"PYRAMID,"
Modi Naturals Ltd.,MODINATUR,Edible Oil,578.83,BSE,435.55,-1.80,2,2025-03,148.78,724.63,2025-06,670.5,34.05,2025-06,17,,4.39,2,2025-03,1.23,29.27,18.68,"MODINATUR,"
Euro India Fresh Foods Ltd.,EIFFL,Consumer Food,569.85,NSE,229.78,0.44,1,2025-03,41.97,611.48,2025-06,146.65,5.44,2025-06,104.75,1.42,7.83,1,2024-03,0.59,3.34,6.39,"EIFFL,"
KN Agri Resources Ltd.,KNAGRI,Consumer Food,562.48,NSE,225.00,-3.00,1,2025-03,50.99,604.36,2025-03,1724.85,36.9,2025-03,15.24,,1.59,2,2025-03,0.15,11.1,14.76,"KNAGRI,"
Mishtann Foods Ltd.,MISHTANN,Consumer Food,556.05,BSE,5.16,0.98,2,2025-03,46.98,602.82,2025-06,1382.05,345.68,2025-06,1.61,,0.53,2,2024-03,0.09,100.88,88.74,"MISHTANN,"
Integrated Industries Ltd.,IIL,Consumer Food,545.08,BSE,24.00,-0.41,2,2025-03,1.3,532.52,2025-06,875.49,78.37,2025-06,8.62,,1.66,2,2025-03,0,30.38,30.52,"IIL,"
Annapurna Swadisht Ltd.,ANNAPURNA,Consumer Food,529.35,NSE,242.60,-2.39,1,2025-09,103.86,616.6,2025-03,374.1,18.79,2025-03,28.17,,1.77,2,2025-03,0.38,10.58,13.56,"ANNAPURNA,"
Sukhjit Starch & Chemicals Ltd.,SUKHJITS,Consumer Food,500.37,NSE,161.05,-1.37,2,2025-03,284.16,768.65,2025-06,1471.95,31.14,2025-06,16.07,4.22,0.91,2,2025-03,0.52,7.64,10.16,"SUKHJITS,"
Creative Graphics Solutions India Ltd.,CGRAPHICS,Packaging,495.31,NSE,203.95,-2.28,1,2025-03,63.94,536.7,2025-03,111.46,13.42,2025-03,36.91,,4.98,2,2025-03,0.6,29.12,25.92,"CGRAPHICS,"
Kriti Nutrients Ltd.,KRITINUT,Edible Oil,441.76,NSE,88.02,1.11,2,2025-03,1.2,428.45,2025-03,734.34,37.02,2025-03,11.94,,2,2,2025-03,0.01,19.07,25.2,"KRITINUT,"
Proventus Agrocom Ltd.,PROV,Consumer Food,413.6,NSE,1200.00,-1.65,1,2025-09,1.63,412.48,2025-03,380,3.61,2025-03,48.22,,3.38,2,2025-03,0.17,5.88,8.39,"PROV,"
Gokul Refoils and Solvent Ltd.,GOKUL,Edible Oil,402.32,NSE,40.54,0.52,2,2025-03,275.98,620.15,2025-06,3649.22,16.23,2025-06,24.8,-4.4,1.15,2,2025-03,0.8,4.39,8.66,"GOKUL,"
Aarti Surfactants Ltd.,AARTISURF,Household & Personal Products,396.87,NSE,469.70,3.48,2,2025-03,108.73,504.4,2025-06,731.58,15.27,2025-06,25.99,0.64,1.69,2,2025-03,0.47,6.46,9.82,"AARTISURF,"
Goyal Salt Ltd.,GOYALSALT,Consumer Food,341,NSE,190.50,,1,2025-03,21.44,361.95,2025-03,129.97,13.25,2025-03,25.74,,6.28,1,2025-03,0.39,27.44,28.98,"GOYALSALT,"
Jeyyam Global Foods Ltd.,JEYYAM,Consumer Food,329.63,NSE,69.40,2.21,1,2025-03,70.88,398.18,2025-03,762.4,22.08,2025-03,14.93,,1.97,1,2025-03,0.42,17.84,17.75,"JEYYAM,"
Megastar Foods Ltd.,MEGASTAR,Consumer Food,327.91,NSE,289.80,0.38,2,2025-03,131.67,455.78,2025-06,411.42,4.98,2025-06,65.89,28.28,3.44,2,2025-03,1.41,4.08,9.05,"MEGASTAR,"
GSM Foils Ltd.,GSMFOILS,Packaging,310.39,NSE,220.25,-0.81,1,2025-09,14.87,325.02,2025-09,191.76,14.37,2025-09,21.61,,4.98,1,2025-03,0.57,45.66,45.62,"GSMFOILS,"
Radix Industries (India) Ltd.,RADIXIND,Household & Personal Products,308.7,BSE,205.70,4.98,1,2025-09,,293.26,2025-09,48.08,3,2025-09,102.76,5.99,13.92,1,2025-03,0,13.2,19.01,"RADIXIND,"
Sampre Nutritions Ltd.,SAMPRE,Consumer Food,302.8,BSE,138.60,-1.98,2,2025-09,16.71,319.09,2025-09,34.21,-6.29,2025-09,0,,3.09,2,2024-03,0.9,1.21,6.19,"SAMPRE,"
Transteel Seating Technologies Ltd.,TRANSTEEL,Household & Personal Products,279.01,NSE,128.00,-0.16,1,2025-03,37.71,314.16,2025-03,88.65,12.67,2025-03,22.03,,3.13,1,2024-03,0.45,21.72,23.24,"TRANSTEEL,"
Coastal Corporation Ltd.,COASTCORP,Consumer Food,277.49,NSE,41.41,8.12,2,2025-03,409.96,636.21,2025-06,679.06,7.19,2025-06,38.61,-1.16,1.03,2,2025-03,1.56,1.72,4.62,"COASTCORP,"
Aveer Foods Ltd.,AVEER,Consumer Food,271.08,BSE,679.00,-0.88,1,2025-03,0,264.18,2025-06,114.66,3.43,2025-06,79.03,,12.34,1,2025-03,0,20.25,19.15,"AVEER,"
NTC Industries Ltd.,NTCIND,Cigarettes/Tobacco,262,BSE,181.00,1.54,2,2025-03,77.08,337.57,2025-06,83.75,15.51,2025-06,16.9,0.54,1.21,2,2025-03,0.37,7.27,9.28,"NTCIND,"
Ajanta Soya Ltd.,AJANTSOY,Edible Oil,261.57,BSE,32.73,-1.30,1,2025-03,0,229.67,2025-03,1329.81,27.15,2025-03,9.64,0.43,1.63,1,2025-03,0,18.75,27.64,"AJANTSOY,"
The Indian Wood Products Company Ltd.,IWP,Cigarettes/Tobacco,253.4,BSE,39.50,-0.13,2,2025-03,76.4,327.18,2025-06,220.9,3.41,2025-06,48.89,-9.35,0.7,2,2025-03,0.21,1.48,3.36,"IWP,"
Vijay Solvex Ltd.,VIJSOLX,Edible Oil,249.35,BSE,787.80,1.12,2,2025-03,33,188.28,2025-06,1912.85,18.43,2025-06,14.21,-6.23,0.73,2,2025-03,0.1,5.55,7.35,"VIJSOLX,"
Shivashrit Foods Ltd.,SHIVASHRIT,Consumer Food,247.27,NSE,135.35,0.82,1,2025-03,47.96,294.25,,,,2025-03,20.51,,2.38,1,2025-03,1.39,42.2,27.07,"SHIVASHRIT,"
MK Proteins Ltd.,MKPL,Edible Oil,242.87,NSE,6.47,-1.07,1,2025-03,37.75,280.58,2025-06,325.32,9.43,2025-06,25.76,0.72,3.33,1,2025-03,0.54,12.87,13.46,"MKPL,"
Sheetal Cool Products Ltd.,SCPL,Consumer Food,238.46,NSE,228.28,-1.18,1,2025-09,87.61,316.17,2025-09,313.37,13.82,2025-09,17.26,1.56,1.73,1,2025-03,0.57,13.49,14.46,"SCPL,"
Sawaliya Food Products Ltd.,SAWALIYA,Consumer Food,223.56,NSE,225.40,0.18,1,2025-03,22.49,245.94,,,,2025-03,32.19,,4.74,1,2025-03,1.78,75.7,44.3,"SAWALIYA,"
Chatha Foods Ltd.,CHATHA,Consumer Food,214.4,BSE,89.03,-1.08,1,2025-03,11.72,205.68,2025-03,157.17,6.06,2025-03,35.37,,2.61,1,2025-03,0.14,8.66,11.91,"CHATHA,"
S.V.J. Enterprises Ltd.,SVJ,Packaging,209.14,BSE,380.00,4.40,1,2025-03,4.84,209.75,2025-03,5.17,0.53,2025-03,392.23,,13.25,1,2025-03,0.31,3.44,5.76,"SVJ,"
Bambino Agro Industries Ltd.,BAMBINO,Consumer Food,208.27,BSE,260.00,1.15,1,2025-03,99.82,306.48,2025-06,374.54,9.37,2025-06,22.22,10.74,1.99,1,2025-03,0.99,9.47,11.94,"BAMBINO,"
