Sector: Healthcare,
Date: 09-Nov-2025,
Note:- Statement: 1 = Standalone and 2 = Consolidated,
Generated by and for: signshailesh@gmail.com,

Stock Name,Symbol,Industry,Market Cap(Rs. Cr.),Exchange,LTP,Chg%,TTM Statement,Period Ending,Total Debt(Rs. Cr.),Enterprise Value(Rs. Cr.),TTM Ending (Results),Net Sales (Rs. Cr.),Profit After Tax (Rs. Cr.),TTM Ending (Valuation),Price Earning Ratio(TTM),"PEG Ratio ",Price To Book Value(TTM),Statement,Year Ending,Debt Equity Ratio,Return On Equity(%),Return On Capital Employed(%),Symbol with Comma for External Upload
Fortis Healthcare Ltd.,FORTIS,Hospital & Healthcare Services,77032.15,NSE,1020.00,1.00,2,2025-03,2195.31,78719.48,2025-06,8090.57,888.33,2025-06,88.69,1.01,8.39,2,2025-03,0.25,9.77,12.14,"FORTIS,"
Alkem Laboratories Ltd.,ALKEM,Pharmaceuticals & Drugs,67844.77,NSE,5668.50,0.44,2,2025-03,1062.79,67344.48,2025-06,13303.84,2334.08,2025-06,29.7,2.13,5.38,2,2025-03,0.09,19.93,21.56,"ALKEM,"
Aurobindo Pharma Ltd.,AUROPHARMA,Pharmaceuticals & Drugs,65221.12,NSE,1123.80,-1.47,2,2025-09,7478.88,63808.61,2025-09,32514.48,3447.75,2025-09,19.06,4.76,1.86,2,2025-03,0.24,11.15,14.39,"AUROPHARMA,"
Abbott India Ltd.,ABBOTINDIA,Pharmaceuticals & Drugs,61200.22,NSE,28785.00,-2.27,1,2025-09,,59920.97,2025-09,6714.37,1508.95,2025-09,40.56,2.14,15.26,1,2025-03,0,35.98,47.87,"ABBOTINDIA,"
Laurus Labs Ltd.,LAURUSLABS,Pharmaceuticals & Drugs,53037.8,NSE,982.15,0.24,2,2025-09,2149.35,55123.77,2025-09,6358.39,679.31,2025-09,77.55,11.05,11.04,2,2025-03,0.61,8.3,10.16,"LAURUSLABS,"
Glenmark Pharmaceuticals Ltd.,GLENMARK,Pharmaceuticals & Drugs,51220.86,NSE,1811.50,0.06,2,2025-03,2194.2,51709.82,2025-06,13341.99,753.87,2025-06,67.96,5.67,5.76,2,2025-03,0.25,12.56,16.16,"GLENMARK,"
Biocon Ltd.,BIOCON,Pharmaceuticals & Drugs,50824.67,NSE,380.40,-1.25,2,2025-03,17755.5,64459.97,2025-06,15770.7,656.8,2025-06,132.01,21.54,1.97,2,2025-03,0.84,7.03,7.43,"BIOCON,"
Glaxosmithkline Pharmaceuticals Ltd.,GLAXO,Pharmaceuticals & Drugs,43885.48,NSE,2587.90,-0.68,2,2025-09,,43137.65,2025-09,3708.9,955.25,2025-09,45.94,1.27,25.7,2,2025-03,0,49.43,67.64,"GLAXO,"
Anthem Biosciences Ltd.,ANTHEM,Pharmaceuticals & Drugs,39144.22,NSE,696.55,-0.01,2,2025-09,106.42,38678.44,,,,2025-03,86.74,,6.61,2,2025-03,0.05,20.99,28.55,"ANTHEM,"
Narayana Hrudayalaya Ltd.,NH,Hospital & Healthcare Services,36999.52,NSE,1810.40,-0.52,2,2025-03,2213.35,38566.13,2025-06,5749.39,784.58,2025-06,47.11,1.06,9.68,2,2025-03,0.61,24.27,21.62,"NH,"
Aster DM Healthcare Ltd.,ASTERDM,Hospital & Healthcare Services,35926.51,NSE,692.90,0.82,2,2025-09,639.48,35291.77,2025-09,4325.23,398.12,2025-09,108.43,1.37,7.93,2,2025-03,0.19,9.32,11.46,"ASTERDM,"
Global Health Ltd.,MEDANTA,Hospital & Healthcare Services,33637.77,NSE,1251.80,-2.26,2,2025-09,526.73,32944.34,2025-09,4004.74,561.62,2025-09,59.88,,9.07,2,2025-03,0.1,15.31,20.5,"MEDANTA,"
Ipca Laboratories Ltd.,IPCALAB,Pharmaceuticals & Drugs,33533.36,NSE,1318.30,1.03,2,2025-03,1301.7,34490.83,2025-06,9155.81,822.97,2025-06,43.07,5.56,4.67,2,2025-03,0.19,11.86,15.27,"IPCALAB,"
Ajanta Pharma Ltd.,AJANTPHARM,Pharmaceuticals & Drugs,31554.99,NSE,2524.20,-1.74,2,2025-09,201.72,31665.61,2025-09,4972.92,973.67,2025-09,32.41,2.26,7.31,2,2025-03,0,25.06,32.87,"AJANTPHARM,"
Gland Pharma Ltd.,GLAND,Pharmaceuticals & Drugs,30657.05,NSE,1863.00,-1.88,2,2025-09,255.54,28208.67,2025-09,5801.46,790.4,2025-09,38.79,-19.39,3.21,2,2025-03,0.03,7.82,11.97,"GLAND,"
Krishna Institute of Medical Sciences Ltd,KIMS,Hospital & Healthcare Services,29124.11,NSE,728.10,1.08,2,2025-09,2510.8,31534.91,2025-09,3401.6,355.6,2025-09,86.68,,12.83,2,2025-03,0.89,20.92,19.04,"KIMS,"
Cohance Lifesciences Ltd.,COHANCE,Pharmaceuticals & Drugs,27066.63,NSE,707.60,-2.24,2,2025-03,78.13,27056.09,2025-06,1516.2,250.4,2025-06,105.74,-31.94,15.57,2,2025-03,0.05,14.2,18.44,"COHANCE,"
JB Chemicals & Pharmaceuticals Ltd.,JBCHEPHARM,Pharmaceuticals & Drugs,26647.2,NSE,1702.90,0.66,2,2025-03,13.8,26531.55,2025-06,4007.53,685.13,2025-06,38.89,2.08,7.68,2,2025-03,0,21.81,26.73,"JBCHEPHARM,"
Piramal Pharma Ltd.,PPLPHARMA,Pharmaceuticals & Drugs,26452.04,NSE,199.15,-0.09,2,2025-09,4715.44,30645.9,2025-09,8935.72,-90.37,2025-09,0,,3.27,2,2025-03,0.59,1.14,6.61,"PPLPHARMA,"
Dr. Lal Pathlabs Ltd.,LALPATHLAB,Hospital & Healthcare Services,25956.59,NSE,3096.70,-0.36,2,2025-09,,25140.39,2025-09,2599.7,539.8,2025-09,48.56,2.92,10.87,2,2025-03,0,25.15,31.53,"LALPATHLAB,"
Emcure Pharmaceuticals Ltd.,EMCURE,Pharmaceuticals & Drugs,25802.62,NSE,1362.40,0.25,2,2025-03,730.7,26368.02,2025-06,8181.4,769.67,2025-06,34.67,,5.55,2,2025-03,0.16,19.19,22.49,"EMCURE,"
Syngene International Ltd.,SYNGENE,Pharmaceuticals & Drugs,24843.23,NSE,616.30,-0.69,2,2025-09,124.4,24387.63,2025-09,3746.8,468.2,2025-09,53.06,9.07,5.25,2,2025-03,0.03,11.23,15.42,"SYNGENE,"
Pfizer Ltd.,PFIZER,Pharmaceuticals & Drugs,23203.71,NSE,5075.00,0.15,1,2025-03,2.5,20405.23,2025-06,2321.54,808.64,2025-06,28.69,6.27,5.26,1,2025-03,0,19.65,26.21,"PFIZER,"
Neuland Laboratories Ltd.,NEULANDLAB,Pharmaceuticals & Drugs,22864.79,NSE,17837.00,1.64,2,2025-09,160.19,22968.41,2025-09,1533.42,240.15,2025-09,95.21,1.45,14.12,2,2025-03,0.09,18.54,23.45,"NEULANDLAB,"
Astrazeneca Pharma India Ltd.,ASTRAZEN,Pharmaceuticals & Drugs,22696.75,NSE,9077.50,-1.14,1,2025-09,,22296.81,2025-09,2006.17,199.15,2025-09,113.97,5.42,28.41,1,2025-03,0,15.73,21.29,"ASTRAZEN,"
Wockhardt Ltd.,WOCKPHARMA,Pharmaceuticals & Drugs,21756.08,NSE,1337.70,-1.15,2,2025-09,2323,23845.08,2025-09,2984,-51,2025-09,0,0,4.76,2,2025-03,0.43,-1.48,4.07,"WOCKPHARMA,"
Eris Lifesciences Ltd.,ERIS,Pharmaceuticals & Drugs,21652.51,NSE,1594.20,0.56,2,2025-03,2421.66,23851.34,2025-06,2946.92,409.78,2025-06,55.94,16.08,7.29,2,2025-03,0.85,13.81,13.59,"ERIS,"
Onesource Specialty Pharma Ltd.,ONESOURCE,Pharmaceuticals & Drugs,20333.38,NSE,1777.60,-0.90,2,2025-03,771.59,20804.07,2025-06,1213.77,-8.93,2025-06,0,,3.47,2,2025-03,0.13,-0.55,2.61,"ONESOURCE,"
Poly Medicure Ltd.,POLYMED,Medical Equipment/Supplies/Accessories,19190.39,NSE,1893.80,-0.16,2,2025-09,236.18,19243.27,2025-09,1712.13,355.66,2025-09,53.01,1.85,6.72,2,2025-03,0.06,16.01,20.37,"POLYMED,"
Sai Life Sciences Ltd.,SAILIFE,Pharmaceuticals & Drugs,18379.52,NSE,875.45,-5.08,2,2025-09,215.48,18288.77,2025-09,2053.17,286.42,2025-09,64.17,,8.1,2,2025-03,0.06,11.02,15.53,"SAILIFE,"
Alembic Pharmaceuticals Ltd.,APLLTD,Pharmaceuticals & Drugs,18116.24,NSE,921.95,0.72,2,2025-09,1413.97,19387.18,2025-09,7083.26,631,2025-09,28.56,-3.62,3.41,2,2025-03,0.23,11.63,13.51,"APLLTD,"
Jubilant Pharmova Ltd.,JUBLPHARMA,Pharmaceuticals & Drugs,17883.29,NSE,1127.20,-2.90,2,2025-09,2598.7,19858.79,2025-09,7617.6,475,2025-09,37.44,-3.61,2.71,2,2025-03,0.39,14.35,13.92,"JUBLPHARMA,"
Dr. Agarwal's Health Care Ltd.,AGARWALEYE,Hospital & Healthcare Services,15972.95,NSE,503.75,-0.05,2,2025-09,179.81,15963.56,2025-09,1877.05,145.34,2025-09,139.32,,8.27,2,2025-03,0.13,6.92,14.32,"AGARWALEYE,"
Caplin Point Laboratories Ltd.,CAPLIPOINT,Pharmaceuticals & Drugs,14683.18,NSE,1932.50,-3.59,2,2025-09,0.49,14036.58,2025-09,2039.67,596.22,2025-09,24.94,1.24,4.65,2,2025-03,0,21.72,26.22,"CAPLIPOINT,"
Concord Biotech Ltd.,CONCORDBIO,Pharmaceuticals & Drugs,14642.61,NSE,1394.90,-1.17,2,2025-03,0.38,14641.8,2025-06,1188.27,357.29,2025-06,41.12,,7.89,2,2025-03,0,22.26,29.62,"CONCORDBIO,"
Acutaas Chemicals Ltd.,ACUTAAS,Pharmaceuticals & Drugs,14474,NSE,1765.00,-0.28,2,2025-09,0.2,14233.56,2025-09,1096.9,224.03,2025-09,64.62,,10.24,2,2025-03,0.01,16.19,20.14,"ACUTAAS,"
Natco Pharma Ltd.,NATCOPHARM,Pharmaceuticals & Drugs,14386.1,NSE,802.50,0.25,2,2025-03,273.1,12483.2,2025-06,4395.8,1695.2,2025-06,8.47,0.26,1.78,2,2025-03,0.04,27.98,32.85,"NATCOPHARM,"
Rainbow Children's Medicare Ltd.,RAINBOW,Hospital & Healthcare Services,13956.77,NSE,1373.50,0.72,2,2025-03,0,13936.49,2025-06,1538.58,258.3,2025-06,54.22,,9.18,2,2025-03,0,17.99,29.83,"RAINBOW,"
Granules India Ltd.,GRANULES,Pharmaceuticals & Drugs,13464.47,NSE,554.65,0.43,2,2025-03,1285.79,14153.88,2025-06,4511.85,479.5,2025-06,28.08,3.23,3.53,2,2025-03,0.35,14.52,16.16,"GRANULES,"
Alivus Life Sciences Ltd.,ALIVUS,Pharmaceuticals & Drugs,11213.69,NSE,915.05,2.76,1,2025-09,,11194.51,2025-09,2481.22,530.39,2025-09,21.14,,3.72,1,2025-03,0,18.94,25.5,"ALIVUS,"
Sanofi Consumer Healthcare India Ltd.,SANOFICONR,Pharmaceuticals & Drugs,10695.54,NSE,4642.60,-1.58,1,2025-06,,10478.64,2025-06,724.1,200,2025-06,53.48,,41.61,1,2024-12,0,79.28,104.33,"SANOFICONR,"
Sanofi India Ltd.,SANOFI,Pharmaceuticals & Drugs,10687.94,NSE,4636.80,-2.31,1,2025-06,,10375.34,2025-09,1932.5,356.3,2025-09,30,,12.45,2,2024-12,0,36.1,46.16,"SANOFI,"
Healthcare Global Enterprises Ltd.,HCG,Hospital & Healthcare Services,10661.02,NSE,759.60,0.57,2,2025-03,1002.23,11315.55,2025-06,2310.43,39.72,2025-06,287.51,14.9,11.75,2,2025-03,1.11,5.72,12.36,"HCG,"
Vijaya Diagnostic Centre Ltd.,VIJAYA,Hospital & Healthcare Services,10513.9,NSE,1023.60,0.55,2,2025-09,,10484.61,2025-09,731.84,152.04,2025-09,69.44,,12.15,2,2025-03,0,19.84,30.27,"VIJAYA,"
Blue Jet Healthcare Ltd.,BLUEJET,Pharmaceuticals & Drugs,10399.25,NSE,598.15,6.50,1,2025-09,,10198.32,2025-09,1179.07,352.38,2025-09,29.51,,8.28,1,2025-03,0,30.85,41.06,"BLUEJET,"
Jupiter Life Line Hospitals Ltd.,JLHL,Hospital & Healthcare Services,10189.29,NSE,1551.90,-0.11,2,2025-09,323.37,10483.08,2025-09,1388.63,198.74,2025-09,51.32,,7.02,2,2025-03,0.24,15.32,18.82,"JLHL,"
Metropolis Healthcare Ltd.,METROPOLIS,Hospital & Healthcare Services,10146.23,NSE,1963.90,-2.09,2,2025-09,20.71,10106.85,2025-09,1483.31,158.84,2025-09,64.12,-493.25,7.08,2,2025-03,0.01,12.07,17.59,"METROPOLIS,"
Procter & Gamble Health Ltd.,PGHL,Pharmaceuticals & Drugs,9685.24,NSE,5839.00,-2.63,1,2025-09,,9399.07,2025-09,1284.42,306.8,2025-09,31.57,-1.33,15.63,1,2025-03,0,44.15,58.04,"PGHL,"
Strides Pharma Science Ltd.,STAR,Pharmaceuticals & Drugs,8728.3,NSE,948.20,-1.17,2,2025-09,1748.84,10334.29,2025-09,4684.63,409.64,2025-09,21.97,0.22,3.17,2,2025-03,0.7,17.52,16.56,"STAR,"
Marksans Pharma Ltd.,MARKSANS,Pharmaceuticals & Drugs,8281.57,NSE,182.95,-0.88,2,2025-03,23.09,7600.44,2025-06,2652.22,351.76,2025-06,23.65,0.92,3.28,2,2025-03,0.01,16.89,22.5,"MARKSANS,"
Aarti Pharmalabs Ltd.,AARTIPHARM,Pharmaceuticals & Drugs,7832.38,NSE,864.95,2.49,2,2025-03,396.35,8220.09,2025-06,1945.77,268.25,2025-06,29.4,,3.84,2,2025-03,0.2,14.55,17.59,"AARTIPHARM,"
Yatharth Hospital & Trauma Care Services Ltd.,YATHARTH,Hospital & Healthcare Services,7554.66,NSE,783.70,-1.29,2,2025-03,4.1,7118.19,2025-06,926.48,142.21,2025-06,53.13,,4.59,2,2025-03,0,10.53,14.35,"YATHARTH,"
Thyrocare Technologies Ltd.,THYROCARE,Hospital & Healthcare Services,7391.2,NSE,1391.10,5.05,2,2025-09,,7320.4,2025-09,762.64,126.88,2025-09,57.87,-263.03,13.83,2,2025-03,0,17.04,27.25,"THYROCARE,"
Shilpa Medicare Ltd.,SHILPAMED,Pharmaceuticals & Drugs,7185.68,NSE,368.55,-0.04,2,2025-03,586.36,7743.51,2025-06,1315.38,109.6,2025-06,64.67,-7.03,2.96,2,2025-03,0.25,3.75,6.94,"SHILPAMED,"
Akums Drugs & Pharmaceuticals Ltd.,AKUMS,Pharmaceuticals & Drugs,7152.77,NSE,453.35,-1.52,2,2025-03,13.65,6589.97,2025-06,4123.08,347.25,2025-06,20.95,,2.3,2,2025-03,0,18.3,17.83,"AKUMS,"
FDC Ltd.,FDC,Pharmaceuticals & Drugs,6934.9,NSE,426.05,1.04,2,2025-09,,6898.44,2025-09,2077.44,225.43,2025-09,30.76,14.31,2.85,2,2025-03,0,12.19,16.52,"FDC,"
Kovai Medical Center & Hospital Ltd.,KOVAI,Hospital & Healthcare Services,6773.59,BSE,6280.00,1.18,1,2025-09,366.5,6831.93,2025-09,1477.94,228.59,2025-09,29.63,1.72,5.69,1,2025-03,0.35,21.16,23.86,"KOVAI,"
Supriya Lifescience Ltd.,SUPRIYA,Pharmaceuticals & Drugs,6347.68,NSE,788.85,1.23,1,2025-03,0,6268.52,2025-06,680.93,178.1,2025-06,35.64,,6.15,1,2025-03,0,20.74,27.63,"SUPRIYA,"
Indraprastha Medical Corporation Ltd.,INDRAMEDCO,Hospital & Healthcare Services,5680.52,NSE,619.90,-0.47,1,2025-09,,5257.59,2025-09,1404.77,174.74,2025-09,32.51,1.09,8.63,1,2025-03,0,29.97,41.43,"INDRAMEDCO,"
Sequent Scientific Ltd.,SEQUENT,Pharmaceuticals & Drugs,5392.76,NSE,214.79,-0.76,2,2025-03,446.38,5770.06,2025-06,1602.58,40.77,2025-06,181.7,-9.95,8.62,2,2025-03,0.73,5.44,9.3,"SEQUENT,"
Gujarat Themis Biosyn Ltd.,GUJTHEM,Pharmaceuticals & Drugs,4906.16,NSE,450.20,0.18,1,2025-03,29.89,4923.5,2025-06,147.84,44.6,2025-06,110.01,7.07,19.06,1,2025-03,0.12,21.69,27.48,"GUJTHEM,"
Zota Health Care Ltd.,ZOTA,Pharmaceuticals & Drugs,4719.16,NSE,1535.20,0.44,2,2025-09,6.68,4719.52,2025-09,401.93,-61.8,2025-09,0,,14.72,2,2025-03,0.03,-36.18,-28.07,"ZOTA,"
Aarti Drugs Ltd.,AARTIDRUGS,Pharmaceuticals & Drugs,4482.73,NSE,491.45,0.52,2,2025-09,571.17,5044.33,2025-09,2476.66,198.99,2025-09,22.52,5.59,3.05,2,2025-03,0.45,12.68,13.11,"AARTIDRUGS,"
Innova Captab Ltd.,INNOVACAP,Pharmaceuticals & Drugs,4393.44,NSE,767.50,-4.41,2,2025-09,335.45,4670.46,2025-09,1363.13,124.46,2025-09,35.3,,4.3,2,2025-03,0.35,14.33,14.65,"INNOVACAP,"
Sun Pharma Advanced Research Company Ltd.,SPARC,Pharmaceuticals & Drugs,4325.87,NSE,133.35,-0.91,2,2025-03,258.19,4582.09,2025-06,64.6,-298.48,2025-06,0,,-16.09,2,2025-03,-1.19,0,-311.92,"SPARC,"
Suven Life Sciences Ltd.,SUVEN,Pharmaceuticals & Drugs,4311.77,NSE,189.68,-1.63,2,2025-03,0,4274.05,2025-06,7.52,-184.22,2025-06,0,0,23.91,2,2025-03,0,-84.88,-84.51,"SUVEN,"
Orchid Pharma Ltd.,ORCHPHARMA,Pharmaceuticals & Drugs,4260.66,NSE,841.55,1.42,2,2025-03,174.24,4255.27,2025-06,850.45,81.2,2025-06,50,2.22,3.33,2,2025-03,0.14,7.86,8.05,"ORCHPHARMA,"
RPG Life Sciences Ltd.,RPGLIFE,Pharmaceuticals & Drugs,3961.59,NSE,2400.40,-2.04,1,2025-09,,3829.79,2025-09,666.4,215.42,2025-09,18.39,0.64,7.15,1,2025-03,0,40.48,51.79,"RPGLIFE,"
Dishman Carbogen Amcis Ltd.,DCAL,Pharmaceuticals & Drugs,3910.95,NSE,248.85,-7.09,2,2025-09,2244.27,5539.51,2025-09,2759.38,136.4,2025-09,28.67,-0.6,0.61,2,2025-03,0.36,0.06,2.31,"DCAL,"
Senores Pharmaceuticals Ltd.,SENORES,Pharmaceuticals & Drugs,3786.99,NSE,822.95,2.25,2,2025-09,231.82,3816.23,2025-09,516.98,85.7,2025-09,43.47,,4.65,2,2025-03,0.39,11.78,11.94,"SENORES,"
Advanced Enzyme Technologies Ltd.,ADVENZYMES,Pharmaceuticals & Drugs,3473.09,NSE,310.40,-0.19,2,2025-03,21.54,3386.94,2025-06,668.3,139.44,2025-06,25.37,90.61,2.38,2,2025-03,0.02,9.79,13.76,"ADVENZYMES,"
Artemis Medicare Services Ltd.,ARTEMISMED,Hospital & Healthcare Services,3405.77,NSE,244.94,0.69,2,2025-03,245.82,3256.05,2025-06,968.67,86.85,2025-06,39.04,1.18,4.33,2,2025-03,0.32,14.43,16.93,"ARTEMISMED,"
Gufic Biosciences Ltd.,GUFICBIO,Pharmaceuticals & Drugs,3357.46,NSE,334.05,1.80,2,2025-03,310.37,3638.81,2025-06,840.72,61.86,2025-06,54.27,,5.47,2,2025-03,0.52,12.29,13.48,"GUFICBIO,"
Unichem Laboratories Ltd.,UNICHEMLAB,Pharmaceuticals & Drugs,3242.54,NSE,460.10,-2.12,2,2025-03,429.97,3554.88,2025-06,2109.03,130.84,2025-06,24.78,0.73,1.33,2,2025-03,0.18,5.64,6.34,"UNICHEMLAB,"
Vimta Labs Ltd.,VIMTALABS,Hospital & Healthcare Services,2921.66,NSE,657.80,5.77,1,2025-09,6.8,2873.91,2025-09,382.37,74.17,2025-09,39.39,,7.02,2,2024-03,0.06,13.94,17.81,"VIMTALABS,"
Hikal Ltd.,HIKAL,Pharmaceuticals & Drugs,2868.59,NSE,231.87,-1.61,2,2025-03,762.1,3612.69,2025-06,1833.4,63.3,2025-06,45.32,-53.95,2.31,2,2025-03,0.6,7.41,9.88,"HIKAL,"
Solara Active Pharma Sciences Ltd.,SOLARA,Pharmaceuticals & Drugs,2721.61,NSE,565.05,0.42,2,2025-09,623.35,3341.09,2025-09,1206.01,6.41,2025-09,424.59,-6.46,2.16,2,2025-03,0.71,0.05,6.07,"SOLARA,"
SMS Pharmaceuticals Ltd.,SMSPHARMA,Pharmaceuticals & Drugs,2704.67,NSE,289.25,1.62,2,2025-09,324.3,2929.29,2025-09,860.03,81.01,2025-09,32.06,1.89,3.83,2,2025-03,0.5,11.91,12.55,"SMSPHARMA,"
IOL Chemicals And Pharmaceuticals Ltd.,IOLCP,Pharmaceuticals & Drugs,2659.95,NSE,90.66,0.08,2,2025-03,117.04,2568.84,2025-06,2128.52,105.03,2025-06,25.33,,1.55,2,2025-03,0.07,6.13,8.86,"IOLCP,"
Morepen Laboratories Ltd.,MOREPENLAB,Pharmaceuticals & Drugs,2577.03,NSE,46.97,-1.05,2,2025-03,79.39,2607.06,2025-06,1781.6,93.25,2025-06,27.83,0.97,2.21,2,2025-03,0.07,11.78,15.48,"MOREPENLAB,"
Alembic Ltd.,ALEMBICLTD,Pharmaceuticals & Drugs,2560.89,NSE,99.61,-0.18,2,2025-03,14.45,2570.96,2025-06,220.85,144.95,2025-06,8.09,-7.04,1.09,2,2025-03,0.01,6.39,6.95,"ALEMBICLTD,"
Shalby Ltd.,SHALBY,Hospital & Healthcare Services,2544.17,NSE,235.51,1.28,2,2025-03,426.72,2936.03,2025-06,1104.49,-5.14,2025-06,0,0,2.55,2,2025-03,0.43,0.19,7.07,"SHALBY,"
Panacea Biotec Ltd.,PANACEABIO,Pharmaceuticals & Drugs,2538.23,NSE,414.60,1.12,2,2025-03,22.21,2453.47,2025-06,610.07,11.12,2025-06,221.1,19.08,3.03,2,2025-03,0.03,-1.04,-0.47,"PANACEABIO,"
Dr Agarwals Eye Hospital Ltd.,DRAGARWQ,Hospital & Healthcare Services,2519.43,BSE,5206.00,-0.34,1,2025-09,89.17,2600.71,2025-09,429.58,62.97,2025-09,40.01,1.25,8.01,1,2025-03,0.46,29.8,33.26,"DRAGARWQ,"
Indoco Remedies Ltd.,INDOCO,Pharmaceuticals & Drugs,2403.52,NSE,260.95,-1.32,2,2025-09,937.98,3322.18,2025-09,1723.32,-115.3,2025-09,0,,2.45,2,2025-03,0.96,-7.34,-0.43,"INDOCO,"
Krsnaa Diagnostics Ltd.,KRSNAA,Hospital & Healthcare Services,2344.34,NSE,724.30,-3.86,2,2025-09,238.48,2452.89,2025-09,759.56,84.54,2025-09,27.72,,2.54,2,2025-03,0.23,9.22,12.39,"KRSNAA,"
Novartis India Ltd.,NOVARTIND,Pharmaceuticals & Drugs,2052.79,BSE,830.70,-1.17,1,2025-09,,1435.49,2025-09,354.76,106.59,2025-09,19.26,0.33,2.65,1,2025-03,0,13.19,17.15,"NOVARTIND,"
Amrutanjan Health Care Ltd.,AMRUTANJAN,Pharmaceuticals & Drugs,2046.44,NSE,707.50,-0.08,1,2025-03,0,1963.28,2025-06,462.13,54.53,2025-06,37.53,2.47,6.12,1,2025-03,0,16.53,22.58,"AMRUTANJAN,"
Windlas Biotech Ltd.,WINDLAS,Pharmaceuticals & Drugs,1829.08,NSE,869.85,-5.74,2,2025-09,25.89,1839.95,2025-09,830.21,67.32,2025-09,27.17,,3.42,2,2025-03,0.05,12.9,17.12,"WINDLAS,"
Shukra Pharmaceuticals Ltd.,SHUKRAPHAR,Pharmaceuticals & Drugs,1793.99,BSE,40.97,1.99,1,2025-03,4.18,1786.05,2025-06,34.8,10.12,2025-06,177.29,0.67,28.09,1,2025-03,0.07,15.9,21.8,"SHUKRAPHAR,"
Laxmi Dental Ltd.,LAXMIDENTL,Medical Equipment/Supplies/Accessories,1715.64,NSE,311.80,0.05,2,2025-03,11.37,1617.65,2025-03,239.11,25.38,2025-03,54,,8.03,2,2025-03,0.06,21.4,24.96,"LAXMIDENTL,"
Beta Drugs Ltd.,BETA,Pharmaceuticals & Drugs,1685.99,NSE,1670.20,-4.01,1,2025-09,133.4,1702.97,2025-03,220.2,15.43,2025-03,109.26,2.93,13.07,2,2024-03,0.09,26.03,32.74,"BETA,"
