Sector: Chemicals,
Date: 09-Nov-2025,
Note:- Statement: 1 = Standalone and 2 = Consolidated,
Generated by and for: signshailesh@gmail.com,

Stock Name,Symbol,Industry,Market Cap(Rs. Cr.),Exchange,LTP,Chg%,TTM Statement,Period Ending,Total Debt(Rs. Cr.),Enterprise Value(Rs. Cr.),TTM Ending (Results),Net Sales (Rs. Cr.),Profit After Tax (Rs. Cr.),TTM Ending (Valuation),Price Earning Ratio(TTM),"PEG Ratio ",Price To Book Value(TTM),Statement,Year Ending,Debt Equity Ratio,Return On Equity(%),Return On Capital Employed(%),Symbol with Comma for External Upload
Aarti Industries Ltd.,AARTIIND,Chemicals,14260.82,NSE,391.80,0.33,2,2025-09,3922,18013.82,2025-09,7566,291,2025-09,49.01,-5.26,2.5,2,2025-03,0.68,6.08,6.39,"AARTIIND,"
PCBL Chemical Ltd.,PCBL,Carbon Black,13670.86,NSE,347.75,-2.10,2,2025-09,5075.66,18456.88,2025-09,8375.11,349.1,2025-09,39.19,4.5,3.53,2,2025-03,1.5,12.72,12.11,"PCBL,"
Fine Organic Industries Ltd.,FINEORG,Chemicals,13347.05,NSE,4351.70,-0.81,2,2025-09,9.24,12193.14,2025-09,2305.68,407.08,2025-09,32.92,1.64,5.39,2,2025-03,0,19.48,26.45,"FINEORG,"
Privi Speciality Chemicals Ltd.,PRIVISCL,Chemicals,13229.56,NSE,3388.00,3.29,2,2025-09,1055.8,14268.92,2025-09,2341.95,256.22,2025-09,49.58,4.92,10.67,2,2025-03,1,18.22,16.88,"PRIVISCL,"
Anupam Rasayan India Ltd.,ANURAS,Chemicals,12336.6,NSE,1082.90,1.35,2,2025-09,1170.16,13069.66,2025-09,2107.52,222.74,2025-09,81.6,6.86,3.86,2,2025-03,0.48,5.9,7.8,"ANURAS,"
Jubilant Ingrevia Ltd.,JUBLINGREA,Chemicals,10437.69,NSE,654.80,-1.44,2,2025-09,794.49,11185.27,2025-09,4266.71,288.1,2025-09,36.24,0.11,3.43,2,2025-03,0.26,8.91,11.16,"JUBLINGREA,"
Clean Science And Technology Ltd.,CLEAN,Chemicals,9958.39,NSE,937.60,-4.44,2,2025-09,,9949.78,2025-09,991.97,265.23,2025-09,37.55,,6.64,2,2025-03,0,20.22,27.3,"CLEAN,"
Aether Industries Ltd.,AETHER,Chemicals,9761.29,NSE,736.15,-1.94,2,2025-03,182.53,9704.05,2025-06,914.81,175.51,2025-06,55.62,,4.31,2,2025-03,0.08,7.41,9.74,"AETHER,"
Alkyl Amines Chemicals Ltd.,ALKYLAMINE,Chemicals,9095.7,NSE,1777.70,-1.50,1,2025-09,0.77,8931.01,2025-09,1552.19,182.16,2025-09,49.93,-237.77,6.3,1,2025-03,0,13.98,18.67,"ALKYLAMINE,"
Sudarshan Chemical Industries Ltd.,SUDARSCHEM,Dyes & Pigments,8461.59,NSE,1076.20,-1.19,2,2025-03,2084.66,9035,2025-06,5218.86,75.76,2025-06,115.09,-54.03,2.44,2,2025-03,0.61,2.64,4.21,"SUDARSCHEM,"
Rashtriya Chemicals and Fertilizers Ltd.,RCF,Fertilizers,8211.88,NSE,148.84,1.45,2,2025-03,2751.92,9928.06,2025-06,15908.16,285.02,2025-06,28.7,-5.7,1.71,2,2025-03,0.58,5.19,7.64,"RCF,"
Elantas Beck India Ltd.,ELANTAS,Chemicals,7920.07,BSE,10009.50,-0.21,1,2025-06,,7850.8,2025-09,829.58,138.15,2025-09,57.33,2.49,8.17,1,2024-12,0,17.46,23.03,"ELANTAS,"
Archean Chemical Industries Ltd.,ACI,Chemicals,7809.89,NSE,634.60,-2.18,2,2025-03,178.06,7935.11,2025-06,1120.68,157.45,2025-06,49.59,,4.11,2,2025-03,0.1,9.11,12.19,"ACI,"
Gujarat State Fertilizers & Chemicals Ltd.,GSFC,Fertilizers,7447.55,NSE,186.79,-0.10,2,2025-03,0,5540.27,2025-06,9555.84,627.57,2025-06,11.6,0.29,0.61,2,2025-03,0,4.75,6.16,"GSFC,"
Gujarat Narmada Valley Fertilizers & Chemicals Ltd,GNFC,Chemicals,7198.62,NSE,490.65,0.07,2,2025-03,99.16,4989.38,2025-06,7472,548,2025-06,12.81,3.91,0.83,2,2025-03,0.01,6.94,9.58,"GNFC,"
Epigral Ltd.,EPIGRAL,Chemicals,7127.38,NSE,1648.10,-1.32,2,2025-03,584.58,7689.77,2025-06,2505.47,431.1,2025-06,16.48,,3.45,2,2025-03,0.31,22.65,25.26,"EPIGRAL,"
Sharda Cropchem Ltd.,SHARDACROP,Pesticides & Agrochemicals,7016.45,NSE,776.25,-0.18,2,2025-09,,6788.67,2025-09,4671.78,451.9,2025-09,15.53,1.19,2.62,2,2025-03,0,12.85,16.87,"SHARDACROP,"
India Glycols Ltd.,INDIAGLYCO,Chemicals,6201.28,NSE,1002.55,1.57,2,2025-03,1804.27,7928.11,2025-06,9259.49,189.49,2025-06,25.44,1.69,2.68,2,2025-03,0.8,10.72,12.33,"INDIAGLYCO,"
Fischer Medical Ventures Ltd.,FISCHER,Chemicals,6011.74,NSE,94.28,-2.34,2,2025-09,15.27,5984.14,2025-09,170.67,20.19,2025-09,301.76,,16.7,2,2025-03,0.2,0.62,1.13,"FISCHER,"
Dhanuka Agritech Ltd.,DHANUKA,Pesticides & Agrochemicals,5957.1,NSE,1318.90,2.00,1,2025-09,0.73,5953,2025-09,2013.83,280.02,2025-09,21.27,1.33,3.86,2,2025-03,0.03,22.34,29.41,"DHANUKA,"
Chemplast Sanmar Ltd.,CHEMPLASTS,Chemicals,5953.62,NSE,377.45,1.22,2,2025-03,1874.92,7104.55,2025-06,4301.08,-198.5,2025-06,0,,128.08,2,2025-03,16.93,-82.9,3.59,"CHEMPLASTS,"
GHCL Ltd.,GHCL,Chemicals,5937.74,NSE,618.40,1.21,2,2025-09,75.89,5704.48,2025-09,3077.36,569.5,2025-09,10.43,1.1,1.63,2,2025-03,0.03,19.38,25.25,"GHCL,"
Laxmi Organic Industries Ltd.,LXCHEM,Chemicals,5401.61,NSE,194.88,-0.20,2,2025-09,330.33,5649.51,2025-09,2888.7,83.47,2025-09,64.71,3.43,2.8,2,2025-03,0.13,6.2,8.84,"LXCHEM,"
Kothari Industrial Corporation Ltd.,KOTIC,Fertilizers,5311.93,BSE,496.80,0.04,1,2025-03,4.03,5293.88,2025-06,112.41,-18.36,2025-06,0,0,20.95,2,2024-03,-2.4,0,375.36,"KOTIC,"
Rallis India Ltd.,RALLIS,Pesticides & Agrochemicals,4826.72,NSE,248.05,-0.08,1,2025-09,,4801.72,2025-09,2770,176,2025-09,27.42,-4.04,2.35,1,2025-03,0,6.7,10.73,"RALLIS,"
Indigo Paints Ltd.,INDIGOPNTS,Paints,4789.97,NSE,1004.10,1.34,2,2025-09,5.35,4786.22,2025-09,1351.1,144.56,2025-09,33.28,,4.49,2,2025-03,0.01,14.94,19.92,"INDIGOPNTS,"
Bharat Rasayan Ltd.,BHARATRAS,Pesticides & Agrochemicals,4569.05,NSE,10977.00,1.00,2,2025-03,85.22,4598.58,2025-06,1268.2,141.96,2025-06,33.24,-14.51,3.89,2,2025-03,0.08,13.31,16.63,"BHARATRAS,"
National Fertilizers Ltd.,NFL,Fertilizers,4548.15,NSE,92.61,-0.61,2,2025-03,1995.77,6511.14,2025-06,18236.89,85.49,2025-06,29.68,1.69,1.69,2,2025-03,0.73,6.99,7.84,"NFL,"
Balaji Amines Ltd.,BALAMINES,Chemicals,4536.14,NSE,1397.70,-2.38,2,2025-03,10.61,4193.21,2025-06,1370.68,149.56,2025-06,29.8,3.51,2.41,2,2025-03,0.01,8.89,12.06,"BALAMINES,"
Styrenix Performance Materials Ltd.,STYRENIX,Chemicals,4137.19,NSE,2352.10,1.15,2,2025-03,205.82,4242.61,2025-06,3227.22,225.88,2025-06,18.32,,3.39,2,2025-03,0.18,24.88,29.46,"STYRENIX,"
Gujarat Alkalies And Chemicals Ltd.,GUJALKALI,Chemicals,4119.44,NSE,558.00,-0.01,2,2025-09,628.29,4375.81,2025-09,4293.19,54,2025-09,0,,0.74,2,2025-03,0.1,-1.11,-0.32,"GUJALKALI,"
Tanfac Industries Ltd.,TANFACIND,Chemicals,4022.87,BSE,4032.95,-0.59,1,2025-09,31.49,4032.89,2025-09,694.82,94.07,2025-09,42.76,1.1,11.85,1,2025-03,0.13,32.5,42.32,"TANFACIND,"
Neogen Chemicals Ltd.,NEOGEN,Chemicals,3836.55,NSE,1452.30,-0.21,2,2025-09,1077.7,4862.93,2025-09,799.64,25.78,2025-09,147.28,15.94,4.8,2,2025-03,0.72,4.5,7.86,"NEOGEN,"
NACL Industries Ltd.,NACLIND,Pesticides & Agrochemicals,3821.67,NSE,189.52,0.04,2,2025-09,499.49,4290.94,2025-09,1374.5,-71.27,2025-09,0,,8.61,2,2025-03,0.93,-19.75,-5.12,"NACLIND,"
Camlin Fine Sciences Ltd.,CAMLINFINE,Chemicals,3680.66,NSE,196.01,3.54,2,2025-03,645.65,4172.5,2025-06,1717.48,-106.42,2025-06,0,,4.17,2,2025-03,0.73,5.83,10.59,"CAMLINFINE,"
Grauer & Weil (India) Ltd.,GRAUWEIL,Chemicals,3657.67,BSE,80.67,-2.51,2,2025-09,6.17,3428.62,2025-09,1159.35,151.04,2025-09,24.22,1.35,3.67,2,2025-03,0.01,18.02,24.02,"GRAUWEIL,"
Madhya Bharat Agro Products Ltd.,MBAPL,Fertilizers,3637.83,NSE,415.15,-0.88,1,2025-09,311.72,3924.5,2025-09,1440.39,90.82,2025-09,40.06,1.29,7.94,1,2025-03,0.79,15.23,18.02,"MBAPL,"
Tatva Chintan Pharma Chem Ltd.,TATVA,Chemicals,3509.39,NSE,1500.20,3.28,2,2025-09,83.01,3575.23,2025-09,434.14,17.74,2025-09,197.87,,4.65,2,2025-03,0.05,0.77,1.19,"TATVA,"
Foseco India Ltd.,FOSECOIND,Chemicals,3498.92,NSE,5503.00,-3.62,1,2025-06,,3209.41,2025-09,592.95,79.23,2025-09,44.16,2.73,9.06,1,2024-12,0,23.29,31.33,"FOSECOIND,"
Rossari Biotech Ltd.,ROSSARI,Chemicals,3478.5,NSE,627.60,-1.93,2,2025-09,323.84,3750.37,2025-09,2222.12,135.15,2025-09,25.46,1.6,2.78,2,2025-03,0.16,12.25,16.07,"ROSSARI,"
Vishnu Chemicals Ltd.,VISHNU,Chemicals,3330.42,NSE,494.90,-1.51,2,2025-09,418.28,3598.9,2025-09,1511.92,138.44,2025-09,24.06,0.58,3.33,2,2025-03,0.37,15.56,18.08,"VISHNU,"
Kiri Industries Ltd.,KIRIINDUS,Dyes & Pigments,3253.22,NSE,541.95,2.38,2,2025-09,1222.58,4295.79,2025-09,799.21,-208.39,2025-09,26.66,-3.95,0.99,2,2025-03,0.37,9.06,10.72,"KIRIINDUS,"
Bhagiradha Chemicals & Industries Ltd.,BHAGCHEM,Pesticides & Agrochemicals,3162.63,NSE,243.21,0.72,2,2025-03,84.3,3217.14,2025-06,452.86,12.13,2025-06,260.73,10.81,4.61,2,2025-03,0.12,2.74,5.21,"BHAGCHEM,"
Thirumalai Chemicals Ltd.,TIRUMALCHM,Chemicals,3143.79,NSE,264.95,-4.45,2,2025-09,2004.07,4790.83,2025-09,1865.13,-149.42,2025-09,0,,2.03,2,2025-03,1.48,-4.01,0.32,"TIRUMALCHM,"
Krishana Phoschem Ltd.,KRISHANA,Fertilizers,3139.61,NSE,507.80,-0.24,1,2025-09,411.86,3527.06,2025-09,1780.32,117.13,2025-09,26.8,0.6,7.06,1,2025-03,0.98,25.29,21.77,"KRISHANA,"
Premier Explosives Ltd.,PREMEXPLN,Chemicals,3127.02,NSE,581.05,1.77,2,2025-03,40.65,3066.36,2025-06,476.74,36.77,2025-06,85.14,2.28,11.97,2,2025-03,0.17,12.33,17.12,"PREMEXPLN,"
Fineotex Chemical Ltd.,FCL,Chemicals,3020.2,NSE,26.36,3.58,2,2025-03,0.22,2978.72,2025-06,528.5,105.06,2025-06,28.97,0.75,3.56,2,2025-03,0,18.56,24.04,"FCL,"
SH Kelkar And Company Ltd.,SHK,Chemicals,3005.81,NSE,216.86,0.10,2,2025-09,799.27,3717.13,2025-09,2245.11,155.62,2025-09,19.42,1.42,2.32,2,2025-03,0.6,5.96,8.45,"SHK,"
Nocil Ltd.,NOCIL,Chemicals,2933.79,NSE,175.61,-0.04,2,2025-09,,2905.67,2025-09,1314.6,63.07,2025-09,46.52,-9.96,1.66,2,2025-03,0,5.97,6.7,"NOCIL,"
Bhansali Engineering Polymers Ltd.,BEPL,Chemicals,2391.78,NSE,96.00,-0.52,2,2025-09,,2288.05,2025-09,1323.78,165.46,2025-09,14.35,0.66,2.3,2,2025-03,0,18.7,25.35,"BEPL,"
Indokem Ltd.,INDOKEM,Chemicals,2224.37,BSE,796.00,3.24,2,2025-03,22.12,2243.12,2025-06,182.69,5.23,2025-06,423.69,,52.16,2,2025-03,0.53,7.8,9.82,"INDOKEM,"
India Pesticides Ltd.,IPL,Pesticides & Agrochemicals,2165.65,NSE,188.04,2.58,2,2025-03,51.62,2116.41,2025-06,883.42,98.66,2025-06,21.95,,2.32,2,2025-03,0.06,9.54,12.96,"IPL,"
Insecticides (India) Ltd.,INSECTICID,Pesticides & Agrochemicals,2004.11,NSE,687.50,-1.36,2,2025-03,99.62,2046.63,2025-06,2034.85,150.26,2025-06,13.28,1.29,1.75,2,2025-03,0.09,13.55,17.52,"INSECTICID,"
DCW Ltd.,DCW,Chemicals,1984.62,NSE,67.26,4.88,1,2025-09,364.72,2140.02,2025-09,2026.79,50,2025-09,39.69,1.55,1.88,1,2025-03,0.41,2.93,7.97,"DCW,"
Yasho Industries Ltd.,YASHO,Chemicals,1912.07,NSE,1587.70,-2.67,2,2025-09,572.21,2467.42,2025-09,713.66,12.71,2025-09,150.41,,4.47,2,2025-03,1.35,1.71,7.41,"YASHO,"
Meghmani Organics Ltd.,MOL,Pesticides & Agrochemicals,1896.17,NSE,74.57,-1.40,2,2025-09,840.78,2695.65,2025-09,2312.85,39.66,2025-09,47.81,,1.24,2,2025-03,0.55,-0.7,3.35,"MOL,"
Southern Petrochemical Industries Corporation Ltd.,SPIC,Fertilizers,1817.69,NSE,89.18,1.31,2,2025-03,715.99,2483.52,2025-06,3112.62,127.69,2025-06,11.37,0.63,1.45,2,2025-03,0.6,13.71,16.82,"SPIC,"
Paushak Ltd.,PAUSHAKLTD,Chemicals,1807.35,BSE,745.00,1.55,1,2025-09,60,1866.42,2025-09,216.28,45.5,2025-09,39.72,4.75,3.69,1,2025-03,0.05,11.3,13.11,"PAUSHAKLTD,"
GOCL Corporation Ltd.,GOCLCORP,Chemicals,1682.24,NSE,339.10,0.00,2,2025-03,1114.92,2747.82,2025-06,409.34,167.52,2025-06,1.25,0.05,1.03,2,2025-03,0.71,6.19,9.2,"GOCLCORP,"
JG Chemicals Ltd.,JGCHEM,Chemicals,1630.73,NSE,417.45,1.57,2,2025-03,0.2,1525.6,2025-06,863.42,67.22,2025-06,25.25,,3.39,2,2025-03,0,15.47,20.78,"JGCHEM,"
Vidhi Specialty Food Ingredients Ltd.,VIDHIING,Dyes & Pigments,1619.97,NSE,325.60,1.48,2,2025-03,64.12,1656.64,2025-06,387.23,47.65,2025-06,33.99,6.73,5.16,2,2025-03,0.21,14.93,18.78,"VIDHIING,"
Punjab Chemicals & Crop Protection Ltd.,PUNJABCHEM,Pesticides & Agrochemicals,1560.24,NSE,1273.60,0.40,2,2025-09,114.22,1647.82,2025-09,990.84,52.29,2025-09,29.84,0.95,3.9,2,2025-03,0.46,11.2,14.49,"PUNJABCHEM,"
Jyoti Resins & Adhesives Ltd.,JYOTIRES,Chemicals,1463.76,BSE,1213.00,-0.72,1,2025-03,0,1310.82,2025-06,290.05,72.51,2025-06,20.19,0.36,6.37,1,2025-03,0,40.83,54.64,"JYOTIRES,"
Platinum Industries Ltd.,PLATIND,Chemicals,1456.61,NSE,264.75,-0.30,2,2025-03,9.36,1314.32,2025-06,404.99,45.43,2025-06,32.37,,3.67,2,2025-03,0.02,14.01,19.34,"PLATIND,"
Astec Lifesciences Ltd.,ASTEC,Pesticides & Agrochemicals,1413.99,NSE,632.75,-1.73,2,2025-09,367.02,1771.33,2025-09,378.19,-113.89,2025-09,0,,3.42,2,2025-03,2.36,-44.64,-12.62,"ASTEC,"
Excel Industries Ltd.,EXCELINDUS,Pesticides & Agrochemicals,1371.46,NSE,1093.90,0.21,2,2025-03,0.05,1355.26,2025-06,1022.68,88.05,2025-06,15.58,-6.63,0.85,2,2025-03,0,5.66,7.73,"EXCELINDUS,"
Sigachi Industries Ltd.,SIGACHI,Chemicals,1367.21,NSE,35.77,0.08,2,2025-09,142.87,1428.31,2025-09,506.35,-53.75,2025-09,0,,2.69,2,2025-03,0.2,14.49,16.42,"SIGACHI,"
Ultramarine & Pigments Ltd.,ULTRAMAR,Dyes & Pigments,1288.45,BSE,441.00,-1.35,2,2025-09,81.8,1305.33,2025-09,753.73,79.42,2025-09,16.22,4.17,1.3,2,2025-03,0.09,8.01,10.53,"ULTRAMAR,"
Shree Pushkar Chemicals & Fertilisers Ltd.,SHREEPUSHK,Dyes & Pigments,1271.84,NSE,393.20,1.21,2,2025-09,151.05,1405.56,2025-09,946.05,71.62,2025-09,17.76,1.7,2.27,2,2025-03,0.18,11.62,11.81,"SHREEPUSHK,"
Madras Fertilizers Ltd.,MADRASFERT,Fertilizers,1261.1,NSE,78.38,-1.32,1,2025-03,664.16,1259.19,2025-06,2559.07,67.83,2025-06,18.59,0.92,117.63,1,2025-03,-20.56,0,27.7,"MADRASFERT,"
IG Petrochemicals Ltd.,IGPL,Chemicals,1229.79,NSE,399.55,-0.91,2,2025-09,400.56,1443.94,2025-09,1973.52,32.51,2025-09,37.83,0.97,0.94,2,2025-03,0.2,8.41,11.15,"IGPL,"
TGV SRACC Ltd.,TGVSL,Chemicals,1223.5,BSE,114.25,-1.64,1,2025-03,330.76,1458.11,2025-06,1860.91,117.38,2025-06,10.42,0.73,1.01,1,2025-03,0.28,8.12,10.71,"TGVSL,"
Manali Petrochemicals Ltd.,MANALIPETC,Chemicals,1187.31,NSE,69.08,-0.26,2,2025-03,45.42,899.94,2025-06,891.37,30.62,2025-06,38.78,-3.87,1.07,2,2025-03,0.04,2.72,4.72,"MANALIPETC,"
Oriental Aromatics Ltd.,OAL,Chemicals,1178.72,NSE,350.60,0.91,2,2025-03,352.03,1518.52,2025-06,938.01,23.85,2025-06,49.42,-2.94,1.78,2,2025-03,0.53,5.3,7.88,"OAL,"
Heubach Colorants India Ltd.,HEUBACHIND,Chemicals,1144.74,NSE,495.60,0.81,1,2025-09,,935.97,2025-09,827.12,61.23,2025-09,18.7,6.77,2.06,1,2025-03,0,10.33,14.21,"HEUBACHIND,"
3B Blackbio Dx Ltd.,3BBLACKBIO,Pesticides & Agrochemicals,1140.81,BSE,1327.50,0.24,2,2025-03,0.31,1072.28,2025-06,99.27,49.04,2025-06,23.26,0.49,4.06,2,2025-03,0,19.41,26.03,"3BBLACKBIO,"
Amines & Plasticizers Ltd.,AMNPLST,Chemicals,1139.19,NSE,208.21,-0.44,2,2025-03,77.2,1170.64,2025-06,663.54,39.78,2025-06,28.64,3.3,4.28,2,2025-03,0.3,17.13,20.19,"AMNPLST,"
Heranba Industries Ltd.,HERANBA,Pesticides & Agrochemicals,1132.38,NSE,283.00,-3.03,2,2025-03,345.29,1423.11,2025-06,1565.91,-8.06,2025-06,0,,1.34,2,2025-03,0.41,0.27,4.46,"HERANBA,"
The Andhra Sugars Ltd.,ANDHRSUGAR,Chemicals,1110.71,NSE,81.95,-0.16,2,2025-09,7.33,1081.43,2025-09,2208.5,76.39,2025-09,17.68,-0.67,0.68,2,2024-03,0.02,3.48,4.43,"ANDHRSUGAR,"
Gem Aromatics Ltd.,GEMAROMA,Chemicals,1104.29,NSE,211.06,-1.88,2,2025-03,222.37,1324.51,,,,2025-03,20.69,,1.49,2,2025-03,0.78,20.75,19.53,"GEMAROMA,"
Zuari Agro Chemicals Ltd.,ZUARI,Fertilizers,1057.13,NSE,251.15,5.00,2,2025-03,644.15,1488.88,2025-06,4585.49,114.04,2025-06,4.15,0.24,0.55,2,2025-03,0.35,13.04,16.04,"ZUARI,"
Khaitan Chemicals & Fertilizers Ltd.,KHAICHEM,Fertilizers,986.38,NSE,102.11,1.66,1,2025-09,279.22,1247.1,2025-09,902.36,64.07,2025-09,15.4,-0.41,3.71,1,2025-03,1.4,0.63,2.51,"KHAICHEM,"
Indo Amines Ltd.,INDOAMIN,Chemicals,969.04,NSE,133.17,-0.17,2,2025-03,284.42,1238.32,2025-06,1101.08,65.8,2025-06,14.73,0.43,2.8,2,2025-03,0.9,19.28,18.36,"INDOAMIN,"
Fairchem Organics Ltd.,FAIRCHEMOR,Chemicals,963.81,NSE,738.45,1.44,1,2025-09,54.4,1016.9,2025-09,476.94,6.06,2025-09,159.07,-18.22,3.28,1,2025-03,0.21,7.42,10.14,"FAIRCHEMOR,"
